tick_id,day,agent_id,talk_button_id,clicked_to_talk,reply_line,reply_type,reply_visible,references_body_state,references_memory,private_workspace_hidden,localstorage_reply_written
1279,107,Ari,talk-Ari,True,"If you wait and choose the ridge, I can help again.",care_response,True,True,False,True,True
1281,107,Nia,talk-Nia,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1282,107,Milo,talk-Milo,True,I can lead if the lantern stays lit.,help_response,True,False,False,True,True
1284,108,Ari,talk-Ari,True,"If you wait and choose the ridge, I can help again.",recovery,True,True,False,True,True
1286,108,Nia,talk-Nia,True,I can explain the pattern if you leave the spool with me.,help_response,True,False,False,True,True
1287,108,Milo,talk-Milo,True,Energy low but steady; comfort is 0.96 and safety is 0.95.,body_status,True,True,False,True,True
1289,108,Juno,talk-Juno,True,That distance helps. I can repair again.,care_response,True,True,False,True,True
1291,108,Fay,talk-Fay,True,Thank you for not rushing me; I can continue.,recovery,True,True,False,True,True
1292,108,Nia,talk-Nia,True,You asked first this time. I can show the clean pattern.,care_response,True,True,False,True,True
1293,108,Milo,talk-Milo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1294,108,Ivo,talk-Ivo,True,Close the satchel and I will take the market planks.,care_response,True,True,False,True,True
