tick_id,day,session_id,settlement_id,resident_id,project_id,project_name,loop_step,avatar_action,task_state_before,task_state_after,local_state_key,local_state_mutated,loop_advanced,resident_visible,private_workspace_sealed,no_llm_call
2544,142,session-024,moss_ward,Fay,6a7b5adb25,copy root ledger,pickup_tool,click:pickup_tool:rain_gate,resident-ready,tool-in-hand,ssrm.v55.moss_ward.session-024,True,True,True,True,True
2545,142,session-024,glass_harbor,Puck,c10ea1470a,mark crossing rope,execute_task,click:execute_task:net_room,resident-ready,inventory-mutated,ssrm.v55.glass_harbor.session-024,True,True,True,True,True
2546,142,session-024,cinder_garden,Wren,81aa359945,shade seed rows,recover_failed_work,click:recover_failed_work:shade_tent,resident-ready,recovery-choice-open,ssrm.v55.cinder_garden.session-024,True,True,True,True,True
2547,142,session-024,lichen_bridge,Kio,ebef679159,weave spare rope,drop_tool,click:drop_tool:rope_bridge,resident-ready,tool-returned-or-nearby,ssrm.v55.lichen_bridge.session-024,True,True,True,True,True
2548,142,session-024,orchid_engine,Cai,2fe151eb17,tend orchid lamp,relationship_phrase,click:relationship_phrase:gear_wash,resident-ready,phrase-used-and-saved,ssrm.v55.orchid_engine.session-024,True,True,True,True,True
2549,142,session-024,moss_ward,Milo,b03af16c10,raise warm-cup shelf,save_session,click:save_session:root_alcove,resident-ready,session-snapshot-written,ssrm.v55.moss_ward.session-024,True,True,True,True,True
2550,142,session-024,glass_harbor,Sera,768a4d2ad8,relight public lamp,path_to_site,click:path_to_site:lamp_pier,queued,at-site-or-closer,ssrm.v55.glass_harbor.session-024,True,True,True,True,True
2551,142,session-024,cinder_garden,Juno,2b1e35e8a1,sort ember fruit,pickup_tool,click:pickup_tool:ash_path,resident-ready,tool-in-hand,ssrm.v55.cinder_garden.session-024,True,True,True,True,True
2552,142,session-024,lichen_bridge,Luma,450c18baea,mark signal bell,execute_task,click:execute_task:meal_room,resident-ready,inventory-mutated,ssrm.v55.lichen_bridge.session-024,True,True,True,True,True
2553,142,session-024,orchid_engine,Dax,363676d602,stabilize steam kettle,recover_failed_work,click:recover_failed_work:engine_ring,resident-ready,recovery-choice-open,ssrm.v55.orchid_engine.session-024,True,True,True,True,True
2554,142,session-024,moss_ward,Tala,572744cec7,drain rain path,drop_tool,click:drop_tool:blanket_room,resident-ready,tool-returned-or-nearby,ssrm.v55.moss_ward.session-024,True,True,True,True,True
2555,142,session-024,glass_harbor,Nia,2c46e6f05e,mend fog net,relationship_phrase,click:relationship_phrase:fog_rail,resident-ready,phrase-used-and-saved,ssrm.v55.glass_harbor.session-024,True,True,True,True,True
2556,143,session-024,lichen_bridge,Kio,096f63fbc9,mark signal bell,recover_failed_work,click:recover_failed_work:signal_post,resident-ready,recovery-choice-open,ssrm.v55.lichen_bridge.session-024,True,True,True,True,True
2557,143,session-024,orchid_engine,Cai,7b17b6bca2,stabilize steam kettle,drop_tool,click:drop_tool:orchid_bay,resident-ready,tool-returned-or-nearby,ssrm.v55.orchid_engine.session-024,True,True,True,True,True
2558,143,session-024,moss_ward,Milo,42164b006a,drain rain path,relationship_phrase,click:relationship_phrase:rain_gate,resident-ready,phrase-used-and-saved,ssrm.v55.moss_ward.session-024,True,True,True,True,True
2559,143,session-024,glass_harbor,Sera,b557cb5ab1,mend fog net,save_session,click:save_session:net_room,resident-ready,session-snapshot-written,ssrm.v55.glass_harbor.session-024,True,True,True,True,True
2560,143,session-024,cinder_garden,Juno,f754fc777c,cool ash path,path_to_site,click:path_to_site:shade_tent,queued,at-site-or-closer,ssrm.v55.cinder_garden.session-024,True,True,True,True,True
2561,143,session-024,lichen_bridge,Luma,7017cc792d,repair meal ledger,pickup_tool,click:pickup_tool:rope_bridge,resident-ready,tool-in-hand,ssrm.v55.lichen_bridge.session-024,True,True,True,True,True
2562,143,session-024,orchid_engine,Dax,947f5c8b39,listen to valve pulse,execute_task,click:execute_task:gear_wash,resident-ready,inventory-mutated,ssrm.v55.orchid_engine.session-024,True,True,True,True,True
2563,143,session-024,moss_ward,Tala,f91d6085d8,patch blanket loom,recover_failed_work,click:recover_failed_work:root_alcove,resident-ready,recovery-choice-open,ssrm.v55.moss_ward.session-024,True,True,True,True,True
2564,143,session-024,glass_harbor,Nia,7d03d3d3f1,seal fog catcher,drop_tool,click:drop_tool:lamp_pier,resident-ready,tool-returned-or-nearby,ssrm.v55.glass_harbor.session-024,True,True,True,True,True
2565,143,session-024,cinder_garden,Pax,2ac4db2919,repair seed calendar,relationship_phrase,click:relationship_phrase:ash_path,resident-ready,phrase-used-and-saved,ssrm.v55.cinder_garden.session-024,True,True,True,True,True
2566,143,session-024,lichen_bridge,Rin,b522b59c7e,test rope bridge,save_session,click:save_session:meal_room,resident-ready,session-snapshot-written,ssrm.v55.lichen_bridge.session-024,True,True,True,True,True
2567,143,session-024,orchid_engine,Eli,e4ebf8a5c3,clean gear wash,path_to_site,click:path_to_site:engine_ring,queued,at-site-or-closer,ssrm.v55.orchid_engine.session-024,True,True,True,True,True
2568,143,session-024,moss_ward,Ari,acb2c21249,copy root ledger,pickup_tool,click:pickup_tool:blanket_room,resident-ready,tool-in-hand,ssrm.v55.moss_ward.session-024,True,True,True,True,True
2569,143,session-024,glass_harbor,Oren,65ab173ea1,mark crossing rope,execute_task,click:execute_task:fog_rail,resident-ready,inventory-mutated,ssrm.v55.glass_harbor.session-024,True,True,True,True,True
2570,143,session-024,cinder_garden,Vale,7525471538,shade seed rows,recover_failed_work,click:recover_failed_work:seed_shelf,resident-ready,recovery-choice-open,ssrm.v55.cinder_garden.session-024,True,True,True,True,True
2571,143,session-024,lichen_bridge,Sol,032f2286f3,weave spare rope,drop_tool,click:drop_tool:signal_post,resident-ready,tool-returned-or-nearby,ssrm.v55.lichen_bridge.session-024,True,True,True,True,True
2572,143,session-024,orchid_engine,Bea,a0d3597080,tend orchid lamp,relationship_phrase,click:relationship_phrase:orchid_bay,resident-ready,phrase-used-and-saved,ssrm.v55.orchid_engine.session-024,True,True,True,True,True
2573,143,session-024,moss_ward,Fay,72cfe9f03b,raise warm-cup shelf,save_session,click:save_session:rain_gate,resident-ready,session-snapshot-written,ssrm.v55.moss_ward.session-024,True,True,True,True,True
2574,144,session-024,cinder_garden,Pax,cfb8cd3fed,shade seed rows,drop_tool,click:drop_tool:shade_tent,resident-ready,tool-returned-or-nearby,ssrm.v55.cinder_garden.session-024,True,True,True,True,True
2575,144,session-024,lichen_bridge,Rin,d21d02a5bc,weave spare rope,relationship_phrase,click:relationship_phrase:rope_bridge,resident-ready,phrase-used-and-saved,ssrm.v55.lichen_bridge.session-024,True,True,True,True,True
2576,144,session-024,orchid_engine,Eli,3f711d3e3b,tend orchid lamp,save_session,click:save_session:gear_wash,resident-ready,session-snapshot-written,ssrm.v55.orchid_engine.session-024,True,True,True,True,True
2577,144,session-024,moss_ward,Ari,808faa30ed,raise warm-cup shelf,path_to_site,click:path_to_site:root_alcove,queued,at-site-or-closer,ssrm.v55.moss_ward.session-024,True,True,True,True,True
2578,144,session-024,glass_harbor,Oren,f949aa8fd3,relight public lamp,pickup_tool,click:pickup_tool:lamp_pier,resident-ready,tool-in-hand,ssrm.v55.glass_harbor.session-024,True,True,True,True,True
2579,144,session-024,cinder_garden,Vale,6b0dbec2ed,sort ember fruit,execute_task,click:execute_task:ash_path,resident-ready,inventory-mutated,ssrm.v55.cinder_garden.session-024,True,True,True,True,True
2580,144,session-024,lichen_bridge,Sol,910495b9ec,mark signal bell,recover_failed_work,click:recover_failed_work:meal_room,resident-ready,recovery-choice-open,ssrm.v55.lichen_bridge.session-024,True,True,True,True,True
2581,144,session-024,orchid_engine,Bea,d5a5690d8e,stabilize steam kettle,drop_tool,click:drop_tool:engine_ring,resident-ready,tool-returned-or-nearby,ssrm.v55.orchid_engine.session-024,True,True,True,True,True
2582,144,session-024,moss_ward,Fay,9c82c8d116,drain rain path,relationship_phrase,click:relationship_phrase:blanket_room,resident-ready,phrase-used-and-saved,ssrm.v55.moss_ward.session-024,True,True,True,True,True
2583,144,session-024,glass_harbor,Puck,4a73f95e3d,mend fog net,save_session,click:save_session:fog_rail,resident-ready,session-snapshot-written,ssrm.v55.glass_harbor.session-024,True,True,True,True,True
2584,144,session-024,cinder_garden,Wren,9ee5bba78b,cool ash path,path_to_site,click:path_to_site:seed_shelf,queued,at-site-or-closer,ssrm.v55.cinder_garden.session-024,True,True,True,True,True
2585,144,session-024,lichen_bridge,Kio,1356a31e8d,repair meal ledger,pickup_tool,click:pickup_tool:signal_post,resident-ready,tool-in-hand,ssrm.v55.lichen_bridge.session-024,True,True,True,True,True
2586,144,session-024,orchid_engine,Cai,aa06bc447d,listen to valve pulse,execute_task,click:execute_task:orchid_bay,resident-ready,inventory-mutated,ssrm.v55.orchid_engine.session-024,True,True,True,True,True
2587,144,session-024,moss_ward,Milo,214b5191fa,patch blanket loom,recover_failed_work,click:recover_failed_work:rain_gate,resident-ready,recovery-choice-open,ssrm.v55.moss_ward.session-024,True,True,True,True,True
2588,144,session-024,glass_harbor,Sera,35df557118,seal fog catcher,drop_tool,click:drop_tool:net_room,resident-ready,tool-returned-or-nearby,ssrm.v55.glass_harbor.session-024,True,True,True,True,True
2589,144,session-024,cinder_garden,Juno,a3cdbd8180,repair seed calendar,relationship_phrase,click:relationship_phrase:shade_tent,resident-ready,phrase-used-and-saved,ssrm.v55.cinder_garden.session-024,True,True,True,True,True
2590,144,session-024,lichen_bridge,Luma,a72c4caf94,test rope bridge,save_session,click:save_session:rope_bridge,resident-ready,session-snapshot-written,ssrm.v55.lichen_bridge.session-024,True,True,True,True,True
2591,144,session-024,orchid_engine,Dax,e5be4a3317,clean gear wash,path_to_site,click:path_to_site:gear_wash,queued,at-site-or-closer,ssrm.v55.orchid_engine.session-024,True,True,True,True,True
2592,145,session-025,glass_harbor,Puck,19e61c2da4,seal fog catcher,relationship_phrase,click:relationship_phrase:lamp_pier,resident-ready,phrase-used-and-saved,ssrm.v55.glass_harbor.session-025,True,True,True,True,True
2593,145,session-025,cinder_garden,Wren,b1df32837e,repair seed calendar,save_session,click:save_session:ash_path,resident-ready,session-snapshot-written,ssrm.v55.cinder_garden.session-025,True,True,True,True,True
2594,145,session-025,lichen_bridge,Kio,0c14394478,test rope bridge,path_to_site,click:path_to_site:meal_room,queued,at-site-or-closer,ssrm.v55.lichen_bridge.session-025,True,True,True,True,True
2595,145,session-025,orchid_engine,Cai,80ecb7dbcd,clean gear wash,pickup_tool,click:pickup_tool:engine_ring,resident-ready,tool-in-hand,ssrm.v55.orchid_engine.session-025,True,True,True,True,True
2596,145,session-025,moss_ward,Milo,4f19e26857,copy root ledger,execute_task,click:execute_task:blanket_room,resident-ready,inventory-mutated,ssrm.v55.moss_ward.session-025,True,True,True,True,True
2597,145,session-025,glass_harbor,Sera,ee1d01c438,mark crossing rope,recover_failed_work,click:recover_failed_work:fog_rail,resident-ready,recovery-choice-open,ssrm.v55.glass_harbor.session-025,True,True,True,True,True
2598,145,session-025,cinder_garden,Juno,9c5554028b,shade seed rows,drop_tool,click:drop_tool:seed_shelf,resident-ready,tool-returned-or-nearby,ssrm.v55.cinder_garden.session-025,True,True,True,True,True
2599,145,session-025,lichen_bridge,Luma,5fbf6bf7bd,weave spare rope,relationship_phrase,click:relationship_phrase:signal_post,resident-ready,phrase-used-and-saved,ssrm.v55.lichen_bridge.session-025,True,True,True,True,True
2600,145,session-025,orchid_engine,Dax,8d36ca6708,tend orchid lamp,save_session,click:save_session:orchid_bay,resident-ready,session-snapshot-written,ssrm.v55.orchid_engine.session-025,True,True,True,True,True
2601,145,session-025,moss_ward,Tala,690cd7241e,raise warm-cup shelf,path_to_site,click:path_to_site:rain_gate,queued,at-site-or-closer,ssrm.v55.moss_ward.session-025,True,True,True,True,True
2602,145,session-025,glass_harbor,Nia,24a6670b6c,relight public lamp,pickup_tool,click:pickup_tool:net_room,resident-ready,tool-in-hand,ssrm.v55.glass_harbor.session-025,True,True,True,True,True
2603,145,session-025,cinder_garden,Pax,9dfff354ca,sort ember fruit,execute_task,click:execute_task:shade_tent,resident-ready,inventory-mutated,ssrm.v55.cinder_garden.session-025,True,True,True,True,True
2604,145,session-025,lichen_bridge,Rin,48fc2b7680,mark signal bell,recover_failed_work,click:recover_failed_work:rope_bridge,resident-ready,recovery-choice-open,ssrm.v55.lichen_bridge.session-025,True,True,True,True,True
2605,145,session-025,orchid_engine,Eli,86759406ca,stabilize steam kettle,drop_tool,click:drop_tool:gear_wash,resident-ready,tool-returned-or-nearby,ssrm.v55.orchid_engine.session-025,True,True,True,True,True
2606,145,session-025,moss_ward,Ari,da0f22a6f5,drain rain path,relationship_phrase,click:relationship_phrase:root_alcove,resident-ready,phrase-used-and-saved,ssrm.v55.moss_ward.session-025,True,True,True,True,True
2607,145,session-025,glass_harbor,Oren,9f03b2f23d,mend fog net,save_session,click:save_session:lamp_pier,resident-ready,session-snapshot-written,ssrm.v55.glass_harbor.session-025,True,True,True,True,True
2608,145,session-025,cinder_garden,Vale,58b08d67ce,cool ash path,path_to_site,click:path_to_site:ash_path,queued,at-site-or-closer,ssrm.v55.cinder_garden.session-025,True,True,True,True,True
2609,145,session-025,lichen_bridge,Sol,6a6945c048,repair meal ledger,pickup_tool,click:pickup_tool:meal_room,resident-ready,tool-in-hand,ssrm.v55.lichen_bridge.session-025,True,True,True,True,True
2610,146,session-025,moss_ward,Tala,572744cec7,drain rain path,save_session,click:save_session:blanket_room,resident-ready,session-snapshot-written,ssrm.v55.moss_ward.session-025,True,True,True,True,True
2611,146,session-025,glass_harbor,Nia,2c46e6f05e,mend fog net,path_to_site,click:path_to_site:fog_rail,queued,at-site-or-closer,ssrm.v55.glass_harbor.session-025,True,True,True,True,True
2612,146,session-025,cinder_garden,Pax,1e5830ef22,cool ash path,pickup_tool,click:pickup_tool:seed_shelf,resident-ready,tool-in-hand,ssrm.v55.cinder_garden.session-025,True,True,True,True,True
2613,146,session-025,lichen_bridge,Rin,9611f49c07,repair meal ledger,execute_task,click:execute_task:signal_post,resident-ready,inventory-mutated,ssrm.v55.lichen_bridge.session-025,True,True,True,True,True
2614,146,session-025,orchid_engine,Eli,a3b8dc6d55,listen to valve pulse,recover_failed_work,click:recover_failed_work:orchid_bay,resident-ready,recovery-choice-open,ssrm.v55.orchid_engine.session-025,True,True,True,True,True
2615,146,session-025,moss_ward,Ari,2378d81ec8,patch blanket loom,drop_tool,click:drop_tool:rain_gate,resident-ready,tool-returned-or-nearby,ssrm.v55.moss_ward.session-025,True,True,True,True,True
2616,146,session-025,glass_harbor,Oren,d2b7153668,seal fog catcher,relationship_phrase,click:relationship_phrase:net_room,resident-ready,phrase-used-and-saved,ssrm.v55.glass_harbor.session-025,True,True,True,True,True
2617,146,session-025,cinder_garden,Vale,b4da23a954,repair seed calendar,save_session,click:save_session:shade_tent,resident-ready,session-snapshot-written,ssrm.v55.cinder_garden.session-025,True,True,True,True,True
2618,146,session-025,lichen_bridge,Sol,85cb036eb5,test rope bridge,path_to_site,click:path_to_site:rope_bridge,queued,at-site-or-closer,ssrm.v55.lichen_bridge.session-025,True,True,True,True,True
2619,146,session-025,orchid_engine,Bea,3935fa5efe,clean gear wash,pickup_tool,click:pickup_tool:gear_wash,resident-ready,tool-in-hand,ssrm.v55.orchid_engine.session-025,True,True,True,True,True
2620,146,session-025,moss_ward,Fay,6a7b5adb25,copy root ledger,execute_task,click:execute_task:root_alcove,resident-ready,inventory-mutated,ssrm.v55.moss_ward.session-025,True,True,True,True,True
2621,146,session-025,glass_harbor,Puck,c10ea1470a,mark crossing rope,recover_failed_work,click:recover_failed_work:lamp_pier,resident-ready,recovery-choice-open,ssrm.v55.glass_harbor.session-025,True,True,True,True,True
2622,146,session-025,cinder_garden,Wren,81aa359945,shade seed rows,drop_tool,click:drop_tool:ash_path,resident-ready,tool-returned-or-nearby,ssrm.v55.cinder_garden.session-025,True,True,True,True,True
2623,146,session-025,lichen_bridge,Kio,ebef679159,weave spare rope,relationship_phrase,click:relationship_phrase:meal_room,resident-ready,phrase-used-and-saved,ssrm.v55.lichen_bridge.session-025,True,True,True,True,True
2624,146,session-025,orchid_engine,Cai,2fe151eb17,tend orchid lamp,save_session,click:save_session:engine_ring,resident-ready,session-snapshot-written,ssrm.v55.orchid_engine.session-025,True,True,True,True,True
2625,146,session-025,moss_ward,Milo,b03af16c10,raise warm-cup shelf,path_to_site,click:path_to_site:blanket_room,queued,at-site-or-closer,ssrm.v55.moss_ward.session-025,True,True,True,True,True
2626,146,session-025,glass_harbor,Sera,768a4d2ad8,relight public lamp,pickup_tool,click:pickup_tool:fog_rail,resident-ready,tool-in-hand,ssrm.v55.glass_harbor.session-025,True,True,True,True,True
2627,146,session-025,cinder_garden,Juno,2b1e35e8a1,sort ember fruit,execute_task,click:execute_task:seed_shelf,resident-ready,inventory-mutated,ssrm.v55.cinder_garden.session-025,True,True,True,True,True
2628,147,session-025,orchid_engine,Bea,a0d3597080,tend orchid lamp,path_to_site,click:path_to_site:orchid_bay,queued,at-site-or-closer,ssrm.v55.orchid_engine.session-025,True,True,True,True,True
2629,147,session-025,moss_ward,Fay,72cfe9f03b,raise warm-cup shelf,pickup_tool,click:pickup_tool:rain_gate,resident-ready,tool-in-hand,ssrm.v55.moss_ward.session-025,True,True,True,True,True
2630,147,session-025,glass_harbor,Puck,d99abac1ce,relight public lamp,execute_task,click:execute_task:net_room,resident-ready,inventory-mutated,ssrm.v55.glass_harbor.session-025,True,True,True,True,True
2631,147,session-025,cinder_garden,Wren,efccb1106a,sort ember fruit,recover_failed_work,click:recover_failed_work:shade_tent,resident-ready,recovery-choice-open,ssrm.v55.cinder_garden.session-025,True,True,True,True,True
2632,147,session-025,lichen_bridge,Kio,096f63fbc9,mark signal bell,drop_tool,click:drop_tool:rope_bridge,resident-ready,tool-returned-or-nearby,ssrm.v55.lichen_bridge.session-025,True,True,True,True,True
2633,147,session-025,orchid_engine,Cai,7b17b6bca2,stabilize steam kettle,relationship_phrase,click:relationship_phrase:gear_wash,resident-ready,phrase-used-and-saved,ssrm.v55.orchid_engine.session-025,True,True,True,True,True
2634,147,session-025,moss_ward,Milo,42164b006a,drain rain path,save_session,click:save_session:root_alcove,resident-ready,session-snapshot-written,ssrm.v55.moss_ward.session-025,True,True,True,True,True
2635,147,session-025,glass_harbor,Sera,b557cb5ab1,mend fog net,path_to_site,click:path_to_site:lamp_pier,queued,at-site-or-closer,ssrm.v55.glass_harbor.session-025,True,True,True,True,True
2636,147,session-025,cinder_garden,Juno,f754fc777c,cool ash path,pickup_tool,click:pickup_tool:ash_path,resident-ready,tool-in-hand,ssrm.v55.cinder_garden.session-025,True,True,True,True,True
2637,147,session-025,lichen_bridge,Luma,7017cc792d,repair meal ledger,execute_task,click:execute_task:meal_room,resident-ready,inventory-mutated,ssrm.v55.lichen_bridge.session-025,True,True,True,True,True
2638,147,session-025,orchid_engine,Dax,947f5c8b39,listen to valve pulse,recover_failed_work,click:recover_failed_work:engine_ring,resident-ready,recovery-choice-open,ssrm.v55.orchid_engine.session-025,True,True,True,True,True
2639,147,session-025,moss_ward,Tala,f91d6085d8,patch blanket loom,drop_tool,click:drop_tool:blanket_room,resident-ready,tool-returned-or-nearby,ssrm.v55.moss_ward.session-025,True,True,True,True,True
2640,147,session-025,glass_harbor,Nia,7d03d3d3f1,seal fog catcher,relationship_phrase,click:relationship_phrase:fog_rail,resident-ready,phrase-used-and-saved,ssrm.v55.glass_harbor.session-025,True,True,True,True,True
2641,147,session-025,cinder_garden,Pax,2ac4db2919,repair seed calendar,save_session,click:save_session:seed_shelf,resident-ready,session-snapshot-written,ssrm.v55.cinder_garden.session-025,True,True,True,True,True
2642,147,session-025,lichen_bridge,Rin,b522b59c7e,test rope bridge,path_to_site,click:path_to_site:signal_post,queued,at-site-or-closer,ssrm.v55.lichen_bridge.session-025,True,True,True,True,True
2643,147,session-025,orchid_engine,Eli,e4ebf8a5c3,clean gear wash,pickup_tool,click:pickup_tool:orchid_bay,resident-ready,tool-in-hand,ssrm.v55.orchid_engine.session-025,True,True,True,True,True
2644,147,session-025,moss_ward,Ari,acb2c21249,copy root ledger,execute_task,click:execute_task:rain_gate,resident-ready,inventory-mutated,ssrm.v55.moss_ward.session-025,True,True,True,True,True
2645,147,session-025,glass_harbor,Oren,65ab173ea1,mark crossing rope,recover_failed_work,click:recover_failed_work:net_room,resident-ready,recovery-choice-open,ssrm.v55.glass_harbor.session-025,True,True,True,True,True
2646,148,session-025,lichen_bridge,Luma,a72c4caf94,test rope bridge,pickup_tool,click:pickup_tool:rope_bridge,resident-ready,tool-in-hand,ssrm.v55.lichen_bridge.session-025,True,True,True,True,True
2647,148,session-025,orchid_engine,Dax,e5be4a3317,clean gear wash,execute_task,click:execute_task:gear_wash,resident-ready,inventory-mutated,ssrm.v55.orchid_engine.session-025,True,True,True,True,True
2648,148,session-025,moss_ward,Tala,ab7eb655b8,copy root ledger,recover_failed_work,click:recover_failed_work:root_alcove,resident-ready,recovery-choice-open,ssrm.v55.moss_ward.session-025,True,True,True,True,True
2649,148,session-025,glass_harbor,Nia,35100ce116,mark crossing rope,drop_tool,click:drop_tool:lamp_pier,resident-ready,tool-returned-or-nearby,ssrm.v55.glass_harbor.session-025,True,True,True,True,True
2650,148,session-025,cinder_garden,Pax,cfb8cd3fed,shade seed rows,relationship_phrase,click:relationship_phrase:ash_path,resident-ready,phrase-used-and-saved,ssrm.v55.cinder_garden.session-025,True,True,True,True,True
2651,148,session-025,lichen_bridge,Rin,d21d02a5bc,weave spare rope,save_session,click:save_session:meal_room,resident-ready,session-snapshot-written,ssrm.v55.lichen_bridge.session-025,True,True,True,True,True
2652,148,session-025,orchid_engine,Eli,3f711d3e3b,tend orchid lamp,path_to_site,click:path_to_site:engine_ring,queued,at-site-or-closer,ssrm.v55.orchid_engine.session-025,True,True,True,True,True
2653,148,session-025,moss_ward,Ari,808faa30ed,raise warm-cup shelf,pickup_tool,click:pickup_tool:blanket_room,resident-ready,tool-in-hand,ssrm.v55.moss_ward.session-025,True,True,True,True,True
2654,148,session-025,glass_harbor,Oren,f949aa8fd3,relight public lamp,execute_task,click:execute_task:fog_rail,resident-ready,inventory-mutated,ssrm.v55.glass_harbor.session-025,True,True,True,True,True
2655,148,session-025,cinder_garden,Vale,6b0dbec2ed,sort ember fruit,recover_failed_work,click:recover_failed_work:seed_shelf,resident-ready,recovery-choice-open,ssrm.v55.cinder_garden.session-025,True,True,True,True,True
2656,148,session-025,lichen_bridge,Sol,910495b9ec,mark signal bell,drop_tool,click:drop_tool:signal_post,resident-ready,tool-returned-or-nearby,ssrm.v55.lichen_bridge.session-025,True,True,True,True,True
2657,148,session-025,orchid_engine,Bea,d5a5690d8e,stabilize steam kettle,relationship_phrase,click:relationship_phrase:orchid_bay,resident-ready,phrase-used-and-saved,ssrm.v55.orchid_engine.session-025,True,True,True,True,True
2658,148,session-025,moss_ward,Fay,9c82c8d116,drain rain path,save_session,click:save_session:rain_gate,resident-ready,session-snapshot-written,ssrm.v55.moss_ward.session-025,True,True,True,True,True
2659,148,session-025,glass_harbor,Puck,4a73f95e3d,mend fog net,path_to_site,click:path_to_site:net_room,queued,at-site-or-closer,ssrm.v55.glass_harbor.session-025,True,True,True,True,True
2660,148,session-025,cinder_garden,Wren,9ee5bba78b,cool ash path,pickup_tool,click:pickup_tool:shade_tent,resident-ready,tool-in-hand,ssrm.v55.cinder_garden.session-025,True,True,True,True,True
2661,148,session-025,lichen_bridge,Kio,1356a31e8d,repair meal ledger,execute_task,click:execute_task:rope_bridge,resident-ready,inventory-mutated,ssrm.v55.lichen_bridge.session-025,True,True,True,True,True
2662,148,session-025,orchid_engine,Cai,aa06bc447d,listen to valve pulse,recover_failed_work,click:recover_failed_work:gear_wash,resident-ready,recovery-choice-open,ssrm.v55.orchid_engine.session-025,True,True,True,True,True
2663,148,session-025,moss_ward,Milo,214b5191fa,patch blanket loom,drop_tool,click:drop_tool:root_alcove,resident-ready,tool-returned-or-nearby,ssrm.v55.moss_ward.session-025,True,True,True,True,True
2664,149,session-025,cinder_garden,Vale,58b08d67ce,cool ash path,execute_task,click:execute_task:ash_path,resident-ready,inventory-mutated,ssrm.v55.cinder_garden.session-025,True,True,True,True,True
2665,149,session-025,lichen_bridge,Sol,6a6945c048,repair meal ledger,recover_failed_work,click:recover_failed_work:meal_room,resident-ready,recovery-choice-open,ssrm.v55.lichen_bridge.session-025,True,True,True,True,True
2666,149,session-025,orchid_engine,Bea,1a39418cc8,listen to valve pulse,drop_tool,click:drop_tool:engine_ring,resident-ready,tool-returned-or-nearby,ssrm.v55.orchid_engine.session-025,True,True,True,True,True
2667,149,session-025,moss_ward,Fay,cbe617b6af,patch blanket loom,relationship_phrase,click:relationship_phrase:blanket_room,resident-ready,phrase-used-and-saved,ssrm.v55.moss_ward.session-025,True,True,True,True,True
2668,149,session-025,glass_harbor,Puck,19e61c2da4,seal fog catcher,save_session,click:save_session:fog_rail,resident-ready,session-snapshot-written,ssrm.v55.glass_harbor.session-025,True,True,True,True,True
2669,149,session-025,cinder_garden,Wren,b1df32837e,repair seed calendar,path_to_site,click:path_to_site:seed_shelf,queued,at-site-or-closer,ssrm.v55.cinder_garden.session-025,True,True,True,True,True
2670,149,session-025,lichen_bridge,Kio,0c14394478,test rope bridge,pickup_tool,click:pickup_tool:signal_post,resident-ready,tool-in-hand,ssrm.v55.lichen_bridge.session-025,True,True,True,True,True
2671,149,session-025,orchid_engine,Cai,80ecb7dbcd,clean gear wash,execute_task,click:execute_task:orchid_bay,resident-ready,inventory-mutated,ssrm.v55.orchid_engine.session-025,True,True,True,True,True
2672,149,session-025,moss_ward,Milo,4f19e26857,copy root ledger,recover_failed_work,click:recover_failed_work:rain_gate,resident-ready,recovery-choice-open,ssrm.v55.moss_ward.session-025,True,True,True,True,True
2673,149,session-025,glass_harbor,Sera,ee1d01c438,mark crossing rope,drop_tool,click:drop_tool:net_room,resident-ready,tool-returned-or-nearby,ssrm.v55.glass_harbor.session-025,True,True,True,True,True
2674,149,session-025,cinder_garden,Juno,9c5554028b,shade seed rows,relationship_phrase,click:relationship_phrase:shade_tent,resident-ready,phrase-used-and-saved,ssrm.v55.cinder_garden.session-025,True,True,True,True,True
2675,149,session-025,lichen_bridge,Luma,5fbf6bf7bd,weave spare rope,save_session,click:save_session:rope_bridge,resident-ready,session-snapshot-written,ssrm.v55.lichen_bridge.session-025,True,True,True,True,True
2676,149,session-025,orchid_engine,Dax,8d36ca6708,tend orchid lamp,path_to_site,click:path_to_site:gear_wash,queued,at-site-or-closer,ssrm.v55.orchid_engine.session-025,True,True,True,True,True
2677,149,session-025,moss_ward,Tala,690cd7241e,raise warm-cup shelf,pickup_tool,click:pickup_tool:root_alcove,resident-ready,tool-in-hand,ssrm.v55.moss_ward.session-025,True,True,True,True,True
2678,149,session-025,glass_harbor,Nia,24a6670b6c,relight public lamp,execute_task,click:execute_task:lamp_pier,resident-ready,inventory-mutated,ssrm.v55.glass_harbor.session-025,True,True,True,True,True
2679,149,session-025,cinder_garden,Pax,9dfff354ca,sort ember fruit,recover_failed_work,click:recover_failed_work:ash_path,resident-ready,recovery-choice-open,ssrm.v55.cinder_garden.session-025,True,True,True,True,True
2680,149,session-025,lichen_bridge,Rin,48fc2b7680,mark signal bell,drop_tool,click:drop_tool:meal_room,resident-ready,tool-returned-or-nearby,ssrm.v55.lichen_bridge.session-025,True,True,True,True,True
2681,149,session-025,orchid_engine,Eli,86759406ca,stabilize steam kettle,relationship_phrase,click:relationship_phrase:engine_ring,resident-ready,phrase-used-and-saved,ssrm.v55.orchid_engine.session-025,True,True,True,True,True
