tick_id,day,session_id,settlement_id,resident_id,project_id,material_item,inventory_before,inventory_after,output_item,output_before,output_after,delta_label,ui_delta_visible,task_step_executed,material_consumed,no_magic_inventory
0,1,session-001,moss_ward,Milo,4f19e26857,dry clay,760,758,copy root ledger progress marker,0,1,-2 dry clay; +1 marker,True,True,True,True
3247,181,session-031,cinder_garden,Pax,9dfff354ca,shade reed,566,564,sort ember fruit progress marker,186,187,-2 shade reed; +1 marker,True,True,True,True
3248,181,session-031,lichen_bridge,Rin,48fc2b7680,bell tin,567,566,mark signal bell progress marker,185,186,-1 bell tin; +1 marker,True,True,True,True
3249,181,session-031,orchid_engine,Eli,86759406ca,orchid oil,565,564,stabilize steam kettle progress marker,183,184,-1 orchid oil; +1 marker,True,True,True,True
3250,181,session-031,moss_ward,Ari,da0f22a6f5,charcoal mark,563,561,drain rain path progress marker,184,186,-2 charcoal mark; +2 marker,True,True,True,True
3251,181,session-031,glass_harbor,Oren,9f03b2f23d,lamp oil,564,563,mend fog net progress marker,186,187,-1 lamp oil; +1 marker,True,True,True,True
3252,181,session-031,cinder_garden,Vale,58b08d67ce,ember basket,568,567,cool ash path progress marker,186,187,-1 ember basket; +1 marker,True,True,True,True
3253,181,session-031,lichen_bridge,Sol,6a6945c048,meal token,566,565,repair meal ledger progress marker,186,187,-1 meal token; +1 marker,True,True,True,True
3254,181,session-031,orchid_engine,Bea,1a39418cc8,steam seal,565,564,listen to valve pulse progress marker,186,187,-1 steam seal; +1 marker,True,True,True,True
3255,181,session-031,moss_ward,Fay,cbe617b6af,reed bundle,564,563,patch blanket loom progress marker,184,185,-1 reed bundle; +1 marker,True,True,True,True
3256,181,session-031,glass_harbor,Puck,19e61c2da4,glass bead,566,565,seal fog catcher progress marker,183,184,-1 glass bead; +1 marker,True,True,True,True
3257,181,session-031,cinder_garden,Wren,b1df32837e,cool stone,565,563,repair seed calendar progress marker,185,187,-2 cool stone; +2 marker,True,True,True,True
3258,182,session-031,orchid_engine,Eli,a3b8dc6d55,orchid oil,564,563,listen to valve pulse progress marker,187,188,-1 orchid oil; +1 marker,True,True,True,True
3259,182,session-031,moss_ward,Ari,2378d81ec8,charcoal mark,561,560,patch blanket loom progress marker,185,186,-1 charcoal mark; +1 marker,True,True,True,True
3260,182,session-031,glass_harbor,Oren,d2b7153668,lamp oil,563,561,seal fog catcher progress marker,184,186,-2 lamp oil; +2 marker,True,True,True,True
3261,182,session-031,cinder_garden,Vale,b4da23a954,ember basket,567,566,repair seed calendar progress marker,187,188,-1 ember basket; +1 marker,True,True,True,True
3262,182,session-031,lichen_bridge,Sol,85cb036eb5,meal token,565,564,test rope bridge progress marker,186,187,-1 meal token; +1 marker,True,True,True,True
3263,182,session-031,orchid_engine,Bea,3935fa5efe,steam seal,564,563,clean gear wash progress marker,186,187,-1 steam seal; +1 marker,True,True,True,True
3264,182,session-031,moss_ward,Fay,6a7b5adb25,reed bundle,563,561,copy root ledger progress marker,187,188,-2 reed bundle; +1 marker,True,True,True,True
3265,182,session-031,glass_harbor,Puck,c10ea1470a,glass bead,565,564,mark crossing rope progress marker,187,188,-1 glass bead; +1 marker,True,True,True,True
3266,182,session-031,cinder_garden,Wren,81aa359945,cool stone,563,562,shade seed rows progress marker,184,185,-1 cool stone; +1 marker,True,True,True,True
3267,182,session-031,lichen_bridge,Kio,ebef679159,lichen glue,564,562,weave spare rope progress marker,185,187,-2 lichen glue; +2 marker,True,True,True,True
3268,182,session-031,orchid_engine,Cai,2fe151eb17,valve grease,565,564,tend orchid lamp progress marker,187,188,-1 valve grease; +1 marker,True,True,True,True
3269,182,session-031,moss_ward,Milo,b03af16c10,dry clay,568,567,raise warm-cup shelf progress marker,187,188,-1 dry clay; +1 marker,True,True,True,True
3270,182,session-031,glass_harbor,Sera,768a4d2ad8,net fiber,564,563,relight public lamp progress marker,187,188,-1 net fiber; +1 marker,True,True,True,True
3271,182,session-031,cinder_garden,Juno,2b1e35e8a1,seed ink,562,561,sort ember fruit progress marker,187,188,-1 seed ink; +1 marker,True,True,True,True
3272,182,session-031,lichen_bridge,Luma,450c18baea,rope fiber,563,562,mark signal bell progress marker,186,187,-1 rope fiber; +1 marker,True,True,True,True
3273,182,session-031,orchid_engine,Dax,363676d602,gear cloth,565,564,stabilize steam kettle progress marker,184,185,-1 gear cloth; +1 marker,True,True,True,True
3274,182,session-031,moss_ward,Tala,572744cec7,moss cord,564,562,drain rain path progress marker,186,188,-2 moss cord; +2 marker,True,True,True,True
3275,182,session-031,glass_harbor,Nia,2c46e6f05e,salt chalk,565,564,mend fog net progress marker,187,188,-1 salt chalk; +1 marker,True,True,True,True
3276,183,session-031,lichen_bridge,Kio,096f63fbc9,lichen glue,562,561,mark signal bell progress marker,187,188,-1 lichen glue; +1 marker,True,True,True,True
3277,183,session-031,orchid_engine,Cai,7b17b6bca2,valve grease,564,562,stabilize steam kettle progress marker,185,187,-2 valve grease; +2 marker,True,True,True,True
3278,183,session-031,moss_ward,Milo,42164b006a,dry clay,567,566,drain rain path progress marker,188,189,-1 dry clay; +1 marker,True,True,True,True
3279,183,session-031,glass_harbor,Sera,b557cb5ab1,net fiber,563,562,mend fog net progress marker,188,189,-1 net fiber; +1 marker,True,True,True,True
3280,183,session-031,cinder_garden,Juno,f754fc777c,seed ink,561,560,cool ash path progress marker,187,188,-1 seed ink; +1 marker,True,True,True,True
3281,183,session-031,lichen_bridge,Luma,7017cc792d,rope fiber,562,560,repair meal ledger progress marker,187,188,-2 rope fiber; +1 marker,True,True,True,True
3282,183,session-031,orchid_engine,Dax,947f5c8b39,gear cloth,564,563,listen to valve pulse progress marker,188,189,-1 gear cloth; +1 marker,True,True,True,True
3283,183,session-031,moss_ward,Tala,f91d6085d8,moss cord,562,561,patch blanket loom progress marker,186,187,-1 moss cord; +1 marker,True,True,True,True
3284,183,session-031,glass_harbor,Nia,7d03d3d3f1,salt chalk,564,562,seal fog catcher progress marker,186,188,-2 salt chalk; +2 marker,True,True,True,True
3285,183,session-031,cinder_garden,Pax,2ac4db2919,shade reed,564,563,repair seed calendar progress marker,188,189,-1 shade reed; +1 marker,True,True,True,True
3286,183,session-031,lichen_bridge,Rin,b522b59c7e,bell tin,566,565,test rope bridge progress marker,187,188,-1 bell tin; +1 marker,True,True,True,True
3287,183,session-031,orchid_engine,Eli,e4ebf8a5c3,orchid oil,563,562,clean gear wash progress marker,187,188,-1 orchid oil; +1 marker,True,True,True,True
3288,183,session-031,moss_ward,Ari,acb2c21249,charcoal mark,560,559,copy root ledger progress marker,188,189,-1 charcoal mark; +1 marker,True,True,True,True
3289,183,session-031,glass_harbor,Oren,65ab173ea1,lamp oil,561,560,mark crossing rope progress marker,188,189,-1 lamp oil; +1 marker,True,True,True,True
3290,183,session-031,cinder_garden,Vale,7525471538,ember basket,566,565,shade seed rows progress marker,185,186,-1 ember basket; +1 marker,True,True,True,True
3291,183,session-031,lichen_bridge,Sol,032f2286f3,meal token,564,562,weave spare rope progress marker,187,189,-2 meal token; +2 marker,True,True,True,True
3292,183,session-031,orchid_engine,Bea,a0d3597080,steam seal,563,562,tend orchid lamp progress marker,188,189,-1 steam seal; +1 marker,True,True,True,True
3293,183,session-031,moss_ward,Fay,72cfe9f03b,reed bundle,561,560,raise warm-cup shelf progress marker,188,189,-1 reed bundle; +1 marker,True,True,True,True
3294,184,session-031,cinder_garden,Pax,cfb8cd3fed,shade reed,563,561,shade seed rows progress marker,186,188,-2 shade reed; +2 marker,True,True,True,True
3295,184,session-031,lichen_bridge,Rin,d21d02a5bc,bell tin,565,564,weave spare rope progress marker,189,190,-1 bell tin; +1 marker,True,True,True,True
3296,184,session-031,orchid_engine,Eli,3f711d3e3b,orchid oil,562,561,tend orchid lamp progress marker,189,190,-1 orchid oil; +1 marker,True,True,True,True
3297,184,session-031,moss_ward,Ari,808faa30ed,charcoal mark,559,558,raise warm-cup shelf progress marker,189,190,-1 charcoal mark; +1 marker,True,True,True,True
3298,184,session-031,glass_harbor,Oren,f949aa8fd3,lamp oil,560,558,relight public lamp progress marker,188,189,-2 lamp oil; +1 marker,True,True,True,True
3299,184,session-031,cinder_garden,Vale,6b0dbec2ed,ember basket,565,564,sort ember fruit progress marker,188,189,-1 ember basket; +1 marker,True,True,True,True
3300,184,session-031,lichen_bridge,Sol,910495b9ec,meal token,562,561,mark signal bell progress marker,188,189,-1 meal token; +1 marker,True,True,True,True
3301,184,session-031,orchid_engine,Bea,d5a5690d8e,steam seal,562,560,stabilize steam kettle progress marker,187,189,-2 steam seal; +2 marker,True,True,True,True
3302,184,session-031,moss_ward,Fay,9c82c8d116,reed bundle,560,559,drain rain path progress marker,189,190,-1 reed bundle; +1 marker,True,True,True,True
3303,184,session-031,glass_harbor,Puck,4a73f95e3d,glass bead,564,563,mend fog net progress marker,189,190,-1 glass bead; +1 marker,True,True,True,True
3304,184,session-031,cinder_garden,Wren,9ee5bba78b,cool stone,562,561,cool ash path progress marker,188,189,-1 cool stone; +1 marker,True,True,True,True
3305,184,session-031,lichen_bridge,Kio,1356a31e8d,lichen glue,561,560,repair meal ledger progress marker,188,189,-1 lichen glue; +1 marker,True,True,True,True
3306,184,session-031,orchid_engine,Cai,aa06bc447d,valve grease,562,561,listen to valve pulse progress marker,189,190,-1 valve grease; +1 marker,True,True,True,True
3307,184,session-031,moss_ward,Milo,214b5191fa,dry clay,566,565,patch blanket loom progress marker,187,188,-1 dry clay; +1 marker,True,True,True,True
3308,184,session-031,glass_harbor,Sera,35df557118,net fiber,562,560,seal fog catcher progress marker,188,190,-2 net fiber; +2 marker,True,True,True,True
3309,184,session-031,cinder_garden,Juno,a3cdbd8180,seed ink,560,559,repair seed calendar progress marker,189,190,-1 seed ink; +1 marker,True,True,True,True
3310,184,session-031,lichen_bridge,Luma,a72c4caf94,rope fiber,560,559,test rope bridge progress marker,188,189,-1 rope fiber; +1 marker,True,True,True,True
3311,184,session-031,orchid_engine,Dax,e5be4a3317,gear cloth,563,562,clean gear wash progress marker,188,189,-1 gear cloth; +1 marker,True,True,True,True
3312,185,session-031,glass_harbor,Puck,19e61c2da4,glass bead,563,562,seal fog catcher progress marker,190,191,-1 glass bead; +1 marker,True,True,True,True
3313,185,session-031,cinder_garden,Wren,b1df32837e,cool stone,561,560,repair seed calendar progress marker,190,191,-1 cool stone; +1 marker,True,True,True,True
3314,185,session-031,lichen_bridge,Kio,0c14394478,lichen glue,560,559,test rope bridge progress marker,189,190,-1 lichen glue; +1 marker,True,True,True,True
3315,185,session-031,orchid_engine,Cai,80ecb7dbcd,valve grease,561,559,clean gear wash progress marker,189,190,-2 valve grease; +1 marker,True,True,True,True
3316,185,session-031,moss_ward,Milo,4f19e26857,dry clay,565,564,copy root ledger progress marker,189,190,-1 dry clay; +1 marker,True,True,True,True
3317,185,session-031,glass_harbor,Sera,ee1d01c438,net fiber,560,559,mark crossing rope progress marker,189,190,-1 net fiber; +1 marker,True,True,True,True
3318,185,session-031,cinder_garden,Juno,9c5554028b,seed ink,559,557,shade seed rows progress marker,188,190,-2 seed ink; +2 marker,True,True,True,True
3319,185,session-031,lichen_bridge,Luma,5fbf6bf7bd,rope fiber,559,558,weave spare rope progress marker,190,191,-1 rope fiber; +1 marker,True,True,True,True
3320,185,session-031,orchid_engine,Dax,8d36ca6708,gear cloth,562,561,tend orchid lamp progress marker,190,191,-1 gear cloth; +1 marker,True,True,True,True
3321,185,session-031,moss_ward,Tala,690cd7241e,moss cord,561,560,raise warm-cup shelf progress marker,190,191,-1 moss cord; +1 marker,True,True,True,True
3322,185,session-031,glass_harbor,Nia,24a6670b6c,salt chalk,562,561,relight public lamp progress marker,189,190,-1 salt chalk; +1 marker,True,True,True,True
3323,185,session-031,cinder_garden,Pax,9dfff354ca,shade reed,561,560,sort ember fruit progress marker,189,190,-1 shade reed; +1 marker,True,True,True,True
3324,185,session-031,lichen_bridge,Rin,48fc2b7680,bell tin,564,563,mark signal bell progress marker,189,190,-1 bell tin; +1 marker,True,True,True,True
3325,185,session-031,orchid_engine,Eli,86759406ca,orchid oil,561,559,stabilize steam kettle progress marker,189,191,-2 orchid oil; +2 marker,True,True,True,True
3326,185,session-031,moss_ward,Ari,da0f22a6f5,charcoal mark,558,557,drain rain path progress marker,190,191,-1 charcoal mark; +1 marker,True,True,True,True
3327,185,session-031,glass_harbor,Oren,9f03b2f23d,lamp oil,558,557,mend fog net progress marker,190,191,-1 lamp oil; +1 marker,True,True,True,True
3328,185,session-031,cinder_garden,Vale,58b08d67ce,ember basket,564,563,cool ash path progress marker,189,190,-1 ember basket; +1 marker,True,True,True,True
3329,185,session-031,lichen_bridge,Sol,6a6945c048,meal token,561,560,repair meal ledger progress marker,189,190,-1 meal token; +1 marker,True,True,True,True
3330,186,session-031,moss_ward,Tala,572744cec7,moss cord,560,559,drain rain path progress marker,191,192,-1 moss cord; +1 marker,True,True,True,True
3331,186,session-031,glass_harbor,Nia,2c46e6f05e,salt chalk,561,560,mend fog net progress marker,191,192,-1 salt chalk; +1 marker,True,True,True,True
3332,186,session-031,cinder_garden,Pax,1e5830ef22,shade reed,560,558,cool ash path progress marker,190,191,-2 shade reed; +1 marker,True,True,True,True
3333,186,session-031,lichen_bridge,Rin,9611f49c07,bell tin,563,562,repair meal ledger progress marker,190,191,-1 bell tin; +1 marker,True,True,True,True
3334,186,session-031,orchid_engine,Eli,a3b8dc6d55,orchid oil,559,558,listen to valve pulse progress marker,190,191,-1 orchid oil; +1 marker,True,True,True,True
3335,186,session-031,moss_ward,Ari,2378d81ec8,charcoal mark,557,555,patch blanket loom progress marker,188,190,-2 charcoal mark; +2 marker,True,True,True,True
3336,186,session-031,glass_harbor,Oren,d2b7153668,lamp oil,557,556,seal fog catcher progress marker,191,192,-1 lamp oil; +1 marker,True,True,True,True
3337,186,session-031,cinder_garden,Vale,b4da23a954,ember basket,563,562,repair seed calendar progress marker,191,192,-1 ember basket; +1 marker,True,True,True,True
3338,186,session-031,lichen_bridge,Sol,85cb036eb5,meal token,560,559,test rope bridge progress marker,190,191,-1 meal token; +1 marker,True,True,True,True
3339,186,session-031,orchid_engine,Bea,3935fa5efe,steam seal,560,559,clean gear wash progress marker,190,191,-1 steam seal; +1 marker,True,True,True,True
3340,186,session-031,moss_ward,Fay,6a7b5adb25,reed bundle,559,558,copy root ledger progress marker,190,191,-1 reed bundle; +1 marker,True,True,True,True
3341,186,session-031,glass_harbor,Puck,c10ea1470a,glass bead,562,561,mark crossing rope progress marker,190,191,-1 glass bead; +1 marker,True,True,True,True
3342,186,session-031,cinder_garden,Wren,81aa359945,cool stone,560,558,shade seed rows progress marker,190,192,-2 cool stone; +2 marker,True,True,True,True
3343,186,session-031,lichen_bridge,Kio,ebef679159,lichen glue,559,558,weave spare rope progress marker,191,192,-1 lichen glue; +1 marker,True,True,True,True
3344,186,session-031,orchid_engine,Cai,2fe151eb17,valve grease,559,558,tend orchid lamp progress marker,191,192,-1 valve grease; +1 marker,True,True,True,True
3345,186,session-031,moss_ward,Milo,b03af16c10,dry clay,564,563,raise warm-cup shelf progress marker,191,192,-1 dry clay; +1 marker,True,True,True,True
3346,186,session-031,glass_harbor,Sera,768a4d2ad8,net fiber,559,558,relight public lamp progress marker,190,191,-1 net fiber; +1 marker,True,True,True,True
3347,186,session-031,cinder_garden,Juno,2b1e35e8a1,seed ink,557,556,sort ember fruit progress marker,190,191,-1 seed ink; +1 marker,True,True,True,True
3348,187,session-032,orchid_engine,Bea,a0d3597080,steam seal,559,558,tend orchid lamp progress marker,192,193,-1 steam seal; +1 marker,True,True,True,True
3349,187,session-032,moss_ward,Fay,72cfe9f03b,reed bundle,558,556,raise warm-cup shelf progress marker,192,193,-2 reed bundle; +1 marker,True,True,True,True
3350,187,session-032,glass_harbor,Puck,d99abac1ce,glass bead,561,560,relight public lamp progress marker,191,192,-1 glass bead; +1 marker,True,True,True,True
3351,187,session-032,cinder_garden,Wren,efccb1106a,cool stone,558,557,sort ember fruit progress marker,191,192,-1 cool stone; +1 marker,True,True,True,True
3352,187,session-032,lichen_bridge,Kio,096f63fbc9,lichen glue,558,556,mark signal bell progress marker,190,192,-2 lichen glue; +2 marker,True,True,True,True
3353,187,session-032,orchid_engine,Cai,7b17b6bca2,valve grease,558,557,stabilize steam kettle progress marker,191,192,-1 valve grease; +1 marker,True,True,True,True
3354,187,session-032,moss_ward,Milo,42164b006a,dry clay,563,562,drain rain path progress marker,192,193,-1 dry clay; +1 marker,True,True,True,True
3355,187,session-032,glass_harbor,Sera,b557cb5ab1,net fiber,558,557,mend fog net progress marker,192,193,-1 net fiber; +1 marker,True,True,True,True
3356,187,session-032,cinder_garden,Juno,f754fc777c,seed ink,556,555,cool ash path progress marker,191,192,-1 seed ink; +1 marker,True,True,True,True
3357,187,session-032,lichen_bridge,Luma,7017cc792d,rope fiber,558,557,repair meal ledger progress marker,191,192,-1 rope fiber; +1 marker,True,True,True,True
3358,187,session-032,orchid_engine,Dax,947f5c8b39,gear cloth,561,560,listen to valve pulse progress marker,191,192,-1 gear cloth; +1 marker,True,True,True,True
3359,187,session-032,moss_ward,Tala,f91d6085d8,moss cord,559,557,patch blanket loom progress marker,190,192,-2 moss cord; +2 marker,True,True,True,True
3360,187,session-032,glass_harbor,Nia,7d03d3d3f1,salt chalk,560,559,seal fog catcher progress marker,192,193,-1 salt chalk; +1 marker,True,True,True,True
3361,187,session-032,cinder_garden,Pax,2ac4db2919,shade reed,558,557,repair seed calendar progress marker,192,193,-1 shade reed; +1 marker,True,True,True,True
3362,187,session-032,lichen_bridge,Rin,b522b59c7e,bell tin,562,561,test rope bridge progress marker,191,192,-1 bell tin; +1 marker,True,True,True,True
3363,187,session-032,orchid_engine,Eli,e4ebf8a5c3,orchid oil,558,557,clean gear wash progress marker,191,192,-1 orchid oil; +1 marker,True,True,True,True
3364,187,session-032,moss_ward,Ari,acb2c21249,charcoal mark,555,554,copy root ledger progress marker,191,192,-1 charcoal mark; +1 marker,True,True,True,True
3365,187,session-032,glass_harbor,Oren,65ab173ea1,lamp oil,556,555,mark crossing rope progress marker,191,192,-1 lamp oil; +1 marker,True,True,True,True
3366,188,session-032,lichen_bridge,Luma,a72c4caf94,rope fiber,557,555,test rope bridge progress marker,192,193,-2 rope fiber; +1 marker,True,True,True,True
3367,188,session-032,orchid_engine,Dax,e5be4a3317,gear cloth,560,559,clean gear wash progress marker,192,193,-1 gear cloth; +1 marker,True,True,True,True
3368,188,session-032,moss_ward,Tala,ab7eb655b8,moss cord,557,556,copy root ledger progress marker,192,193,-1 moss cord; +1 marker,True,True,True,True
3369,188,session-032,glass_harbor,Nia,35100ce116,salt chalk,559,557,mark crossing rope progress marker,192,194,-2 salt chalk; +2 marker,True,True,True,True
3370,188,session-032,cinder_garden,Pax,cfb8cd3fed,shade reed,557,556,shade seed rows progress marker,192,193,-1 shade reed; +1 marker,True,True,True,True
3371,188,session-032,lichen_bridge,Rin,d21d02a5bc,bell tin,561,560,weave spare rope progress marker,192,193,-1 bell tin; +1 marker,True,True,True,True
3372,188,session-032,orchid_engine,Eli,3f711d3e3b,orchid oil,557,556,tend orchid lamp progress marker,193,194,-1 orchid oil; +1 marker,True,True,True,True
3373,188,session-032,moss_ward,Ari,808faa30ed,charcoal mark,554,553,raise warm-cup shelf progress marker,193,194,-1 charcoal mark; +1 marker,True,True,True,True
3374,188,session-032,glass_harbor,Oren,f949aa8fd3,lamp oil,555,554,relight public lamp progress marker,192,193,-1 lamp oil; +1 marker,True,True,True,True
3375,188,session-032,cinder_garden,Vale,6b0dbec2ed,ember basket,562,561,sort ember fruit progress marker,192,193,-1 ember basket; +1 marker,True,True,True,True
3376,188,session-032,lichen_bridge,Sol,910495b9ec,meal token,559,557,mark signal bell progress marker,192,194,-2 meal token; +2 marker,True,True,True,True
3377,188,session-032,orchid_engine,Bea,d5a5690d8e,steam seal,558,557,stabilize steam kettle progress marker,192,193,-1 steam seal; +1 marker,True,True,True,True
3378,188,session-032,moss_ward,Fay,9c82c8d116,reed bundle,556,555,drain rain path progress marker,193,194,-1 reed bundle; +1 marker,True,True,True,True
3379,188,session-032,glass_harbor,Puck,4a73f95e3d,glass bead,560,559,mend fog net progress marker,193,194,-1 glass bead; +1 marker,True,True,True,True
3380,188,session-032,cinder_garden,Wren,9ee5bba78b,cool stone,557,556,cool ash path progress marker,192,193,-1 cool stone; +1 marker,True,True,True,True
3381,188,session-032,lichen_bridge,Kio,1356a31e8d,lichen glue,556,555,repair meal ledger progress marker,192,193,-1 lichen glue; +1 marker,True,True,True,True
3382,188,session-032,orchid_engine,Cai,aa06bc447d,valve grease,557,556,listen to valve pulse progress marker,192,193,-1 valve grease; +1 marker,True,True,True,True
3383,188,session-032,moss_ward,Milo,214b5191fa,dry clay,562,559,patch blanket loom progress marker,192,194,-3 dry clay; +2 marker,True,True,True,True
3384,189,session-032,cinder_garden,Vale,58b08d67ce,ember basket,561,560,cool ash path progress marker,193,194,-1 ember basket; +1 marker,True,True,True,True
3385,189,session-032,lichen_bridge,Sol,6a6945c048,meal token,557,556,repair meal ledger progress marker,193,194,-1 meal token; +1 marker,True,True,True,True
3386,189,session-032,orchid_engine,Bea,1a39418cc8,steam seal,557,555,listen to valve pulse progress marker,193,195,-2 steam seal; +2 marker,True,True,True,True
3387,189,session-032,moss_ward,Fay,cbe617b6af,reed bundle,555,554,patch blanket loom progress marker,194,195,-1 reed bundle; +1 marker,True,True,True,True
3388,189,session-032,glass_harbor,Puck,19e61c2da4,glass bead,559,558,seal fog catcher progress marker,193,194,-1 glass bead; +1 marker,True,True,True,True
3389,189,session-032,cinder_garden,Wren,b1df32837e,cool stone,556,555,repair seed calendar progress marker,193,194,-1 cool stone; +1 marker,True,True,True,True
3390,189,session-032,lichen_bridge,Kio,0c14394478,lichen glue,555,554,test rope bridge progress marker,193,194,-1 lichen glue; +1 marker,True,True,True,True
3391,189,session-032,orchid_engine,Cai,80ecb7dbcd,valve grease,556,555,clean gear wash progress marker,193,194,-1 valve grease; +1 marker,True,True,True,True
3392,189,session-032,moss_ward,Milo,4f19e26857,dry clay,559,558,copy root ledger progress marker,193,194,-1 dry clay; +1 marker,True,True,True,True
3393,189,session-032,glass_harbor,Sera,ee1d01c438,net fiber,557,555,mark crossing rope progress marker,194,196,-2 net fiber; +2 marker,True,True,True,True
3394,189,session-032,cinder_garden,Juno,9c5554028b,seed ink,555,554,shade seed rows progress marker,193,194,-1 seed ink; +1 marker,True,True,True,True
3395,189,session-032,lichen_bridge,Luma,5fbf6bf7bd,rope fiber,555,554,weave spare rope progress marker,193,194,-1 rope fiber; +1 marker,True,True,True,True
3396,189,session-032,orchid_engine,Dax,8d36ca6708,gear cloth,559,558,tend orchid lamp progress marker,194,195,-1 gear cloth; +1 marker,True,True,True,True
3397,189,session-032,moss_ward,Tala,690cd7241e,moss cord,556,555,raise warm-cup shelf progress marker,194,195,-1 moss cord; +1 marker,True,True,True,True
3398,189,session-032,glass_harbor,Nia,24a6670b6c,salt chalk,557,556,relight public lamp progress marker,193,194,-1 salt chalk; +1 marker,True,True,True,True
3399,189,session-032,cinder_garden,Pax,9dfff354ca,shade reed,556,555,sort ember fruit progress marker,193,194,-1 shade reed; +1 marker,True,True,True,True
3400,189,session-032,lichen_bridge,Rin,48fc2b7680,bell tin,560,557,mark signal bell progress marker,194,196,-3 bell tin; +2 marker,True,True,True,True
3401,189,session-032,orchid_engine,Eli,86759406ca,orchid oil,556,555,stabilize steam kettle progress marker,193,194,-1 orchid oil; +1 marker,True,True,True,True
3402,190,session-032,glass_harbor,Sera,768a4d2ad8,net fiber,555,554,relight public lamp progress marker,194,195,-1 net fiber; +1 marker,True,True,True,True
3403,190,session-032,cinder_garden,Juno,2b1e35e8a1,seed ink,554,552,sort ember fruit progress marker,194,196,-2 seed ink; +2 marker,True,True,True,True
3404,190,session-032,lichen_bridge,Luma,450c18baea,rope fiber,554,553,mark signal bell progress marker,196,197,-1 rope fiber; +1 marker,True,True,True,True
3405,190,session-032,orchid_engine,Dax,363676d602,gear cloth,558,557,stabilize steam kettle progress marker,194,195,-1 gear cloth; +1 marker,True,True,True,True
3406,190,session-032,moss_ward,Tala,572744cec7,moss cord,555,554,drain rain path progress marker,194,195,-1 moss cord; +1 marker,True,True,True,True
3407,190,session-032,glass_harbor,Nia,2c46e6f05e,salt chalk,556,555,mend fog net progress marker,194,195,-1 salt chalk; +1 marker,True,True,True,True
3408,190,session-032,cinder_garden,Pax,1e5830ef22,shade reed,555,554,cool ash path progress marker,194,195,-1 shade reed; +1 marker,True,True,True,True
3409,190,session-032,lichen_bridge,Rin,9611f49c07,bell tin,557,556,repair meal ledger progress marker,194,195,-1 bell tin; +1 marker,True,True,True,True
3410,190,session-032,orchid_engine,Eli,a3b8dc6d55,orchid oil,555,553,listen to valve pulse progress marker,195,197,-2 orchid oil; +2 marker,True,True,True,True
3411,190,session-032,moss_ward,Ari,2378d81ec8,charcoal mark,553,552,patch blanket loom progress marker,195,196,-1 charcoal mark; +1 marker,True,True,True,True
3412,190,session-032,glass_harbor,Oren,d2b7153668,lamp oil,554,553,seal fog catcher progress marker,194,195,-1 lamp oil; +1 marker,True,True,True,True
3413,190,session-032,cinder_garden,Vale,b4da23a954,ember basket,560,559,repair seed calendar progress marker,194,195,-1 ember basket; +1 marker,True,True,True,True
3414,190,session-032,lichen_bridge,Sol,85cb036eb5,meal token,556,555,test rope bridge progress marker,194,195,-1 meal token; +1 marker,True,True,True,True
3415,190,session-032,orchid_engine,Bea,3935fa5efe,steam seal,555,554,clean gear wash progress marker,194,195,-1 steam seal; +1 marker,True,True,True,True
3416,190,session-032,moss_ward,Fay,6a7b5adb25,reed bundle,554,553,copy root ledger progress marker,194,195,-1 reed bundle; +1 marker,True,True,True,True
3417,190,session-032,glass_harbor,Puck,c10ea1470a,glass bead,558,555,mark crossing rope progress marker,196,198,-3 glass bead; +2 marker,True,True,True,True
3418,190,session-032,cinder_garden,Wren,81aa359945,cool stone,555,554,shade seed rows progress marker,194,195,-1 cool stone; +1 marker,True,True,True,True
3419,190,session-032,lichen_bridge,Kio,ebef679159,lichen glue,554,553,weave spare rope progress marker,194,195,-1 lichen glue; +1 marker,True,True,True,True
3420,191,session-032,moss_ward,Ari,acb2c21249,charcoal mark,552,550,copy root ledger progress marker,195,197,-2 charcoal mark; +2 marker,True,True,True,True
3421,191,session-032,glass_harbor,Oren,65ab173ea1,lamp oil,553,552,mark crossing rope progress marker,198,199,-1 lamp oil; +1 marker,True,True,True,True
3422,191,session-032,cinder_garden,Vale,7525471538,ember basket,559,558,shade seed rows progress marker,195,196,-1 ember basket; +1 marker,True,True,True,True
3423,191,session-032,lichen_bridge,Sol,032f2286f3,meal token,555,554,weave spare rope progress marker,195,196,-1 meal token; +1 marker,True,True,True,True
3424,191,session-032,orchid_engine,Bea,a0d3597080,steam seal,554,553,tend orchid lamp progress marker,195,196,-1 steam seal; +1 marker,True,True,True,True
3425,191,session-032,moss_ward,Fay,72cfe9f03b,reed bundle,553,552,raise warm-cup shelf progress marker,195,196,-1 reed bundle; +1 marker,True,True,True,True
3426,191,session-032,glass_harbor,Puck,d99abac1ce,glass bead,555,554,relight public lamp progress marker,195,196,-1 glass bead; +1 marker,True,True,True,True
3427,191,session-032,cinder_garden,Wren,efccb1106a,cool stone,554,552,sort ember fruit progress marker,196,198,-2 cool stone; +2 marker,True,True,True,True
3428,191,session-032,lichen_bridge,Kio,096f63fbc9,lichen glue,553,552,mark signal bell progress marker,197,198,-1 lichen glue; +1 marker,True,True,True,True
3429,191,session-032,orchid_engine,Cai,7b17b6bca2,valve grease,555,554,stabilize steam kettle progress marker,195,196,-1 valve grease; +1 marker,True,True,True,True
