tick_id,day,route_id,sight_cue,sound_cue,smell_cue,temperature_cue,wetness_cue,body_cue,rhythm_marker,sensory_bound_to_animation
670,56,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
671,56,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,ambient-rate,True
672,57,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,flower-node,True
673,57,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,animation-pulse,True
674,57,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
675,57,riverbend_roofward,idle route poses,map room hum,wet wood,cool shared-session air,damp route cue,guarded crossed arms,animation-pulse,True
676,57,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,flower-node,True
677,57,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,ambient-rate,True
678,57,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
679,57,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,animation-pulse,True
680,57,central_repair_ring,idle route poses,map room hum,warm wire,cool shared-session air,dry floor,relieved reset stance,flower-node,True
681,57,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,animation-pulse,True
682,57,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
683,57,archive_signal,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,relieved reset stance,animation-pulse,True
684,58,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,flower-node,True
685,58,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,careful pointing,animation-pulse,True
686,58,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,route-board reach,animation-pulse,True
687,58,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,relieved reset stance,animation-pulse,True
688,58,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,careful pointing,flower-node,True
689,58,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,ambient-rate,True
690,58,signal_orchard,idle route poses,map room hum,oil paper,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
691,58,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,careful pointing,animation-pulse,True
692,58,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,cool shared-session air,dry floor,route-board reach,flower-node,True
693,58,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,careful pointing,animation-pulse,True
694,58,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,careful pointing,animation-pulse,True
695,58,archive_signal,idle route poses,map room hum,oil paper,cool shared-session air,dry floor,relieved reset stance,animation-pulse,True
696,59,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,flower-node,True
697,59,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,listening tilt,animation-pulse,True
698,59,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,route-board reach,animation-pulse,True
699,59,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,careful pointing,animation-pulse,True
700,59,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,listening tilt,flower-node,True
701,59,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,ambient-rate,True
702,59,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
703,59,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,listening tilt,animation-pulse,True
704,59,central_repair_ring,idle route poses,gesture cloth shift,warm wire,cool shared-session air,dry floor,route-board reach,flower-node,True
705,59,riverbend_roofward,idle route poses,map room hum,wet wood,warm dialogue room,damp route cue,listening tilt,animation-pulse,True
706,59,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,listening tilt,animation-pulse,True
707,59,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,ambient-rate,True
708,60,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,careful pointing,flower-node,True
709,60,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,animation-pulse,True
710,60,riverbend_roofward,idle route poses,map room hum,wet wood,warm dialogue room,damp route cue,listening tilt,animation-pulse,True
711,60,roofward_archive,idle route poses,gesture cloth shift,warm wire,cool shared-session air,dry floor,route-board reach,animation-pulse,True
712,60,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,flower-node,True
713,60,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
714,60,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,animation-pulse,True
715,60,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,animation-pulse,True
716,60,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,listening tilt,flower-node,True
717,60,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,animation-pulse,True
718,60,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
719,60,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,cool shared-session air,dry floor,relieved reset stance,animation-pulse,True
720,61,orchard_riverbend,idle route poses,map room hum,wet wood,warm dialogue room,damp route cue,relieved reset stance,flower-node,True
721,61,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
722,61,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,listening tilt,animation-pulse,True
723,61,roofward_archive,idle route poses,gesture cloth shift,warm wire,cool shared-session air,dry floor,open forward lean,animation-pulse,True
724,61,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,guarded crossed arms,flower-node,True
725,61,signal_orchard,idle route poses,map room hum,oil paper,warm dialogue room,dry floor,relieved reset stance,ambient-rate,True
726,61,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,animation-pulse,True
727,61,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
728,61,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,listening tilt,flower-node,True
729,61,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
730,61,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
731,61,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,ambient-rate,True
732,62,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,flower-node,True
733,62,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
734,62,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,listening tilt,animation-pulse,True
735,62,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,cool shared-session air,dry floor,open forward lean,animation-pulse,True
736,62,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,flower-node,True
737,62,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,ambient-rate,True
738,62,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,animation-pulse,True
739,62,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
740,62,riverbend_roofward,idle route poses,map room hum,wet wood,cool shared-session air,damp route cue,listening tilt,flower-node,True
741,62,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,animation-pulse,True
742,62,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
743,62,signal_orchard,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,relieved reset stance,animation-pulse,True
744,63,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,flower-node,True
745,63,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,careful pointing,animation-pulse,True
746,63,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,route-board reach,animation-pulse,True
747,63,roofward_archive,idle route poses,gesture cloth shift,warm wire,cool shared-session air,dry floor,relieved reset stance,ambient-rate,True
748,63,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,careful pointing,flower-node,True
749,63,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,ambient-rate,True
750,63,orchard_riverbend,idle route poses,map room hum,wet wood,warm dialogue room,damp route cue,relieved reset stance,animation-pulse,True
751,63,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,careful pointing,animation-pulse,True
752,63,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,cool shared-session air,damp route cue,route-board reach,flower-node,True
753,63,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,careful pointing,animation-pulse,True
754,63,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,careful pointing,animation-pulse,True
755,63,signal_orchard,idle route poses,map room hum,oil paper,cool shared-session air,dry floor,relieved reset stance,animation-pulse,True
756,64,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,flower-node,True
757,64,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,listening tilt,animation-pulse,True
758,64,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,route-board reach,animation-pulse,True
759,64,roofward_archive,idle route poses,gesture cloth shift,warm wire,cool shared-session air,dry floor,careful pointing,animation-pulse,True
760,64,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,listening tilt,flower-node,True
761,64,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,ambient-rate,True
762,64,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,animation-pulse,True
763,64,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,listening tilt,animation-pulse,True
764,64,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,route-board reach,flower-node,True
765,64,roofward_archive,idle route poses,map room hum,warm wire,warm dialogue room,dry floor,listening tilt,animation-pulse,True
766,64,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,listening tilt,animation-pulse,True
767,64,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,ambient-rate,True
768,65,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,flower-node,True
769,65,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,route-board reach,animation-pulse,True
770,65,riverbend_roofward,idle route poses,map room hum,wet wood,warm dialogue room,damp route cue,route-board reach,animation-pulse,True
771,65,roofward_archive,idle route poses,gesture cloth shift,warm wire,cool shared-session air,dry floor,listening tilt,animation-pulse,True
772,65,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,route-board reach,flower-node,True
773,65,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,ambient-rate,True
774,65,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,animation-pulse,True
775,65,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,route-board reach,animation-pulse,True
776,65,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,route-board reach,flower-node,True
777,65,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,route-board reach,animation-pulse,True
778,65,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,route-board reach,animation-pulse,True
779,65,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,ambient-rate,True
780,66,central_repair_ring,idle route poses,map room hum,warm wire,warm dialogue room,dry floor,route-board reach,flower-node,True
781,66,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,guarded crossed arms,animation-pulse,True
782,66,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
783,66,archive_signal,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,relieved reset stance,animation-pulse,True
784,66,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,guarded crossed arms,flower-node,True
785,66,orchard_riverbend,idle route poses,map room hum,wet wood,warm dialogue room,damp route cue,route-board reach,ambient-rate,True
786,66,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,route-board reach,animation-pulse,True
787,66,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,guarded crossed arms,animation-pulse,True
788,66,roofward_archive,idle route poses,gesture cloth shift,warm wire,cool shared-session air,dry floor,guarded crossed arms,flower-node,True
789,66,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
790,66,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
791,66,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,route-board reach,animation-pulse,True
792,67,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,flower-node,True
793,67,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,animation-pulse,True
794,67,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
795,67,archive_signal,idle route poses,map room hum,oil paper,cool shared-session air,dry floor,guarded crossed arms,animation-pulse,True
796,67,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,flower-node,True
797,67,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,route-board reach,ambient-rate,True
798,67,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,animation-pulse,True
799,67,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,animation-pulse,True
800,67,roofward_archive,idle route poses,map room hum,warm wire,cool shared-session air,dry floor,relieved reset stance,flower-node,True
801,67,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
802,67,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
803,67,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,route-board reach,animation-pulse,True
804,68,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,flower-node,True
805,68,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,careful pointing,animation-pulse,True
806,68,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,careful pointing,animation-pulse,True
807,68,archive_signal,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,relieved reset stance,animation-pulse,True
808,68,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,careful pointing,flower-node,True
809,68,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,route-board reach,animation-pulse,True
810,68,central_repair_ring,idle route poses,map room hum,warm wire,warm dialogue room,dry floor,open forward lean,animation-pulse,True
811,68,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,careful pointing,animation-pulse,True
812,68,roofward_archive,idle route poses,gesture cloth shift,warm wire,cool shared-session air,dry floor,careful pointing,flower-node,True
813,68,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,careful pointing,animation-pulse,True
814,68,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,careful pointing,animation-pulse,True
815,68,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,cool shared-session air,damp route cue,route-board reach,animation-pulse,True
816,69,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,flower-node,True
817,69,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,listening tilt,animation-pulse,True
818,69,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,listening tilt,animation-pulse,True
819,69,archive_signal,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,careful pointing,animation-pulse,True
820,69,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,listening tilt,flower-node,True
821,69,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,route-board reach,ambient-rate,True
822,69,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,animation-pulse,True
823,69,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,listening tilt,animation-pulse,True
824,69,roofward_archive,idle route poses,gesture cloth shift,warm wire,cool shared-session air,dry floor,listening tilt,flower-node,True
825,69,archive_signal,idle route poses,map room hum,oil paper,warm dialogue room,dry floor,listening tilt,animation-pulse,True
826,69,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,listening tilt,animation-pulse,True
827,69,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,route-board reach,ambient-rate,True
828,70,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,flower-node,True
829,70,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,route-board reach,animation-pulse,True
830,70,roofward_archive,idle route poses,map room hum,warm wire,warm dialogue room,dry floor,route-board reach,animation-pulse,True
831,70,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,cool shared-session air,dry floor,careful pointing,animation-pulse,True
832,70,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,route-board reach,flower-node,True
833,70,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,route-board reach,ambient-rate,True
834,70,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,animation-pulse,True
835,70,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,route-board reach,animation-pulse,True
836,70,roofward_archive,idle route poses,gesture cloth shift,warm wire,cool shared-session air,dry floor,route-board reach,flower-node,True
837,70,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,careful pointing,animation-pulse,True
838,70,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,route-board reach,animation-pulse,True
839,70,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,route-board reach,ambient-rate,True
840,71,central_repair_ring,idle route poses,map room hum,warm wire,warm dialogue room,dry floor,open forward lean,flower-node,True
841,71,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
842,71,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
843,71,archive_signal,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,route-board reach,animation-pulse,True
844,71,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,flower-node,True
845,71,orchard_riverbend,idle route poses,map room hum,wet wood,warm dialogue room,damp route cue,route-board reach,ambient-rate,True
846,71,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,animation-pulse,True
847,71,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
848,71,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,cool shared-session air,dry floor,relieved reset stance,flower-node,True
849,71,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
850,71,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
851,71,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,route-board reach,ambient-rate,True
852,72,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,flower-node,True
853,72,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
854,72,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
855,72,signal_orchard,idle route poses,map room hum,oil paper,cool shared-session air,dry floor,guarded crossed arms,animation-pulse,True
856,72,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,guarded crossed arms,flower-node,True
857,72,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,animation-pulse,True
858,72,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
859,72,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
860,72,archive_signal,idle route poses,map room hum,oil paper,cool shared-session air,dry floor,guarded crossed arms,flower-node,True
861,72,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
862,72,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,guarded crossed arms,animation-pulse,True
863,72,central_repair_ring,idle route poses,gesture cloth shift,warm wire,cool shared-session air,dry floor,guarded crossed arms,animation-pulse,True
864,73,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,flower-node,True
865,73,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
866,73,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
867,73,signal_orchard,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,guarded crossed arms,animation-pulse,True
868,73,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,flower-node,True
869,73,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
870,73,riverbend_roofward,idle route poses,map room hum,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
871,73,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,careful pointing,animation-pulse,True
872,73,archive_signal,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,guarded crossed arms,flower-node,True
873,73,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
874,73,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
875,73,central_repair_ring,idle route poses,map room hum,warm wire,cool shared-session air,dry floor,guarded crossed arms,animation-pulse,True
876,74,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,flower-node,True
877,74,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,listening tilt,animation-pulse,True
878,74,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
879,74,signal_orchard,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,guarded crossed arms,animation-pulse,True
880,74,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,listening tilt,flower-node,True
881,74,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
882,74,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
883,74,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,listening tilt,animation-pulse,True
884,74,archive_signal,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,guarded crossed arms,flower-node,True
885,74,signal_orchard,idle route poses,map room hum,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
886,74,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,listening tilt,animation-pulse,True
887,74,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,ambient-rate,True
888,75,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,flower-node,True
889,75,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,route-board reach,animation-pulse,True
890,75,archive_signal,idle route poses,map room hum,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
891,75,signal_orchard,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,guarded crossed arms,animation-pulse,True
892,75,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,route-board reach,flower-node,True
893,75,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,ambient-rate,True
