tick,day,lineage,agent,public_state,avatar_state,sleep_panel,rehearsal_panel,reentry_panel,welfare_panel,sensory_marker,private_trace_visible,local_storage_key,trace_integrity_token
174,29,Rainline,Vonn,day 29: Vonn recovered; avatar=reentry; weather=clear cold,avatar re-enters through public summary,Vonn wakes recovered; interruptions=0; avatar=reentry.,"Vonn rehearsed a public plan, not private workspace content.",accepts public summary and reopens routine,Vonn sleep/wake welfare score 0.83; avatar mode=reentry.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.16; flower=93.4,False,ssrm251_browser_world_v11_sleep_reentry,743d3658c6237b88b2
175,30,Hearthline,Sova,day 30: Sova recovered; avatar=idle_nearby; weather=wet wind,avatar present/passive; sleep routines remain agent-led,Sova wakes recovered; interruptions=1; avatar=idle_nearby.,"Sova rehearsed a public plan, not private workspace content.",no avatar re-entry today,Sova sleep/wake welfare score 0.83; avatar mode=idle_nearby.,sound=sleep bell 2.31Hz; smell=Hearth Archive night air; temp=0.61; wet=0.16; flower=236.8,False,ssrm251_browser_world_v11_sleep_reentry,a718220e9cfe03ed5a
176,30,Routeline,Keth,day 30: Keth recovered; avatar=idle_nearby; weather=wet wind,avatar present/passive; sleep routines remain agent-led,Keth wakes recovered; interruptions=1; avatar=idle_nearby.,"Keth rehearsed a public plan, not private workspace content.",no avatar re-entry today,Keth sleep/wake welfare score 0.83; avatar mode=idle_nearby.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.16; flower=232.5,False,ssrm251_browser_world_v11_sleep_reentry,8b12d39f1928fe21f0
177,30,Marketline,Melo,day 30: Melo recovered; avatar=idle_nearby; weather=wet wind,avatar present/passive; sleep routines remain agent-led,Melo wakes recovered; interruptions=1; avatar=idle_nearby.,"Melo rehearsed a public plan, not private workspace content.",no avatar re-entry today,Melo sleep/wake welfare score 0.83; avatar mode=idle_nearby.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.16; flower=241.8,False,ssrm251_browser_world_v11_sleep_reentry,75624b8d9f48837596
178,30,Ledgerline,Nari,day 30: Nari recovered; avatar=idle_nearby; weather=wet wind,avatar present/passive; sleep routines remain agent-led,Nari wakes recovered; interruptions=1; avatar=idle_nearby.,"Nari rehearsed a public plan, not private workspace content.",no avatar re-entry today,Nari sleep/wake welfare score 0.83; avatar mode=idle_nearby.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.16; flower=229.1,False,ssrm251_browser_world_v11_sleep_reentry,99bd15ebb24e29e52e
179,30,Orchardline,Ori,day 30: Ori recovered; avatar=idle_nearby; weather=wet wind,avatar present/passive; sleep routines remain agent-led,Ori wakes recovered; interruptions=1; avatar=idle_nearby.,"Ori rehearsed a public plan, not private workspace content.",no avatar re-entry today,Ori sleep/wake welfare score 0.83; avatar mode=idle_nearby.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.16; flower=239.6,False,ssrm251_browser_world_v11_sleep_reentry,e9d56902141a9ec311
180,30,Rainline,Vonn,day 30: Vonn recovered; avatar=idle_nearby; weather=wet wind,avatar present/passive; sleep routines remain agent-led,Vonn wakes recovered; interruptions=1; avatar=idle_nearby.,"Vonn rehearsed a public plan, not private workspace content.",no avatar re-entry today,Vonn sleep/wake welfare score 0.83; avatar mode=idle_nearby.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.16; flower=231.0,False,ssrm251_browser_world_v11_sleep_reentry,5d3d87d9f33a84f0c9
181,31,Hearthline,Sova,day 31: Sova recovered; avatar=present_passive; weather=hearth fog,avatar present/passive; sleep routines remain agent-led,Sova wakes recovered; interruptions=0; avatar=present_passive.,"Sova rehearsed a public plan, not private workspace content.",no avatar re-entry today,Sova sleep/wake welfare score 0.83; avatar mode=present_passive.,sound=sleep bell 2.31Hz; smell=Hearth Archive night air; temp=0.61; wet=0.16; flower=14.4,False,ssrm251_browser_world_v11_sleep_reentry,7a870a746e7d153147
182,31,Routeline,Keth,day 31: Keth recovered; avatar=present_passive; weather=hearth fog,avatar present/passive; sleep routines remain agent-led,Keth wakes recovered; interruptions=0; avatar=present_passive.,"Keth rehearsed a public plan, not private workspace content.",no avatar re-entry today,Keth sleep/wake welfare score 0.83; avatar mode=present_passive.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.16; flower=10.0,False,ssrm251_browser_world_v11_sleep_reentry,247c29711a1d6cd23b
183,31,Marketline,Melo,day 31: Melo recovered; avatar=present_passive; weather=hearth fog,avatar present/passive; sleep routines remain agent-led,Melo wakes recovered; interruptions=0; avatar=present_passive.,"Melo rehearsed a public plan, not private workspace content.",no avatar re-entry today,Melo sleep/wake welfare score 0.83; avatar mode=present_passive.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.16; flower=19.3,False,ssrm251_browser_world_v11_sleep_reentry,a1f95f4bcdd6c67b4a
184,31,Ledgerline,Nari,day 31: Nari recovered; avatar=present_passive; weather=hearth fog,avatar present/passive; sleep routines remain agent-led,Nari wakes recovered; interruptions=0; avatar=present_passive.,"Nari rehearsed a public plan, not private workspace content.",no avatar re-entry today,Nari sleep/wake welfare score 0.83; avatar mode=present_passive.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.16; flower=6.6,False,ssrm251_browser_world_v11_sleep_reentry,0497829974fa151f81
185,31,Orchardline,Ori,day 31: Ori recovered; avatar=present_passive; weather=hearth fog,avatar present/passive; sleep routines remain agent-led,Ori wakes recovered; interruptions=0; avatar=present_passive.,"Ori rehearsed a public plan, not private workspace content.",no avatar re-entry today,Ori sleep/wake welfare score 0.83; avatar mode=present_passive.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.16; flower=17.1,False,ssrm251_browser_world_v11_sleep_reentry,6fc4f1bf88ff55a212
186,31,Rainline,Vonn,day 31: Vonn recovered; avatar=present_passive; weather=hearth fog,avatar present/passive; sleep routines remain agent-led,Vonn wakes recovered; interruptions=0; avatar=present_passive.,"Vonn rehearsed a public plan, not private workspace content.",no avatar re-entry today,Vonn sleep/wake welfare score 0.83; avatar mode=present_passive.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.16; flower=8.5,False,ssrm251_browser_world_v11_sleep_reentry,365a049a3202ab0464
187,32,Hearthline,Sova,day 32: Sova recovered; avatar=present_passive; weather=market dry,avatar present/passive; sleep routines remain agent-led,Sova wakes recovered; interruptions=0; avatar=present_passive.,"Sova rehearsed a public plan, not private workspace content.",no avatar re-entry today,Sova sleep/wake welfare score 0.83; avatar mode=present_passive.,sound=sleep bell 2.31Hz; smell=Hearth Archive night air; temp=0.61; wet=0.16; flower=151.9,False,ssrm251_browser_world_v11_sleep_reentry,eaba9ead0deab485e2
188,32,Routeline,Keth,day 32: Keth recovered; avatar=present_passive; weather=market dry,avatar present/passive; sleep routines remain agent-led,Keth wakes recovered; interruptions=0; avatar=present_passive.,"Keth rehearsed a public plan, not private workspace content.",no avatar re-entry today,Keth sleep/wake welfare score 0.83; avatar mode=present_passive.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.16; flower=147.5,False,ssrm251_browser_world_v11_sleep_reentry,12580b11e56cd4132e
189,32,Marketline,Melo,day 32: Melo recovered; avatar=present_passive; weather=market dry,avatar present/passive; sleep routines remain agent-led,Melo wakes recovered; interruptions=0; avatar=present_passive.,"Melo rehearsed a public plan, not private workspace content.",no avatar re-entry today,Melo sleep/wake welfare score 0.83; avatar mode=present_passive.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.16; flower=156.8,False,ssrm251_browser_world_v11_sleep_reentry,052e1cd35cc8f279ce
190,32,Ledgerline,Nari,day 32: Nari recovered; avatar=present_passive; weather=market dry,avatar present/passive; sleep routines remain agent-led,Nari wakes recovered; interruptions=0; avatar=present_passive.,"Nari rehearsed a public plan, not private workspace content.",no avatar re-entry today,Nari sleep/wake welfare score 0.83; avatar mode=present_passive.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.16; flower=144.1,False,ssrm251_browser_world_v11_sleep_reentry,64796344328ca50469
191,32,Orchardline,Ori,day 32: Ori recovered; avatar=present_passive; weather=market dry,avatar present/passive; sleep routines remain agent-led,Ori wakes recovered; interruptions=0; avatar=present_passive.,"Ori rehearsed a public plan, not private workspace content.",no avatar re-entry today,Ori sleep/wake welfare score 0.83; avatar mode=present_passive.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.16; flower=154.6,False,ssrm251_browser_world_v11_sleep_reentry,6819ed7a4c3a0cf7c8
192,32,Rainline,Vonn,day 32: Vonn recovered; avatar=present_passive; weather=market dry,avatar present/passive; sleep routines remain agent-led,Vonn wakes recovered; interruptions=0; avatar=present_passive.,"Vonn rehearsed a public plan, not private workspace content.",no avatar re-entry today,Vonn sleep/wake welfare score 0.83; avatar mode=present_passive.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.16; flower=146.0,False,ssrm251_browser_world_v11_sleep_reentry,35b67b7a5ef152e269
193,33,Hearthline,Sova,day 33: Sova recovered; avatar=idle_nearby; weather=rain pulse,avatar present/passive; sleep routines remain agent-led,Sova wakes recovered; interruptions=0; avatar=idle_nearby.,"Sova rehearsed a public plan, not private workspace content.",no avatar re-entry today,Sova sleep/wake welfare score 0.83; avatar mode=idle_nearby.,sound=sleep bell 2.31Hz; smell=Hearth Archive night air; temp=0.61; wet=0.16; flower=289.4,False,ssrm251_browser_world_v11_sleep_reentry,f0186cdfad12f7732c
194,33,Routeline,Keth,day 33: Keth recovered; avatar=idle_nearby; weather=rain pulse,avatar present/passive; sleep routines remain agent-led,Keth wakes recovered; interruptions=0; avatar=idle_nearby.,"Keth rehearsed a public plan, not private workspace content.",no avatar re-entry today,Keth sleep/wake welfare score 0.83; avatar mode=idle_nearby.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.16; flower=285.0,False,ssrm251_browser_world_v11_sleep_reentry,bca4a1b0add22132d1
195,33,Marketline,Melo,day 33: Melo recovered; avatar=idle_nearby; weather=rain pulse,avatar present/passive; sleep routines remain agent-led,Melo wakes recovered; interruptions=0; avatar=idle_nearby.,"Melo rehearsed a public plan, not private workspace content.",no avatar re-entry today,Melo sleep/wake welfare score 0.83; avatar mode=idle_nearby.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.16; flower=294.3,False,ssrm251_browser_world_v11_sleep_reentry,bfe3cc501a01007812
196,33,Ledgerline,Nari,day 33: Nari recovered; avatar=idle_nearby; weather=rain pulse,avatar present/passive; sleep routines remain agent-led,Nari wakes recovered; interruptions=0; avatar=idle_nearby.,"Nari rehearsed a public plan, not private workspace content.",no avatar re-entry today,Nari sleep/wake welfare score 0.83; avatar mode=idle_nearby.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.16; flower=281.6,False,ssrm251_browser_world_v11_sleep_reentry,ac5c07534ed5e02f78
197,33,Orchardline,Ori,day 33: Ori recovered; avatar=idle_nearby; weather=rain pulse,avatar present/passive; sleep routines remain agent-led,Ori wakes recovered; interruptions=0; avatar=idle_nearby.,"Ori rehearsed a public plan, not private workspace content.",no avatar re-entry today,Ori sleep/wake welfare score 0.83; avatar mode=idle_nearby.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.16; flower=292.2,False,ssrm251_browser_world_v11_sleep_reentry,3044c883f7c0ce04f5
198,33,Rainline,Vonn,day 33: Vonn recovered; avatar=idle_nearby; weather=rain pulse,avatar present/passive; sleep routines remain agent-led,Vonn wakes recovered; interruptions=0; avatar=idle_nearby.,"Vonn rehearsed a public plan, not private workspace content.",no avatar re-entry today,Vonn sleep/wake welfare score 0.83; avatar mode=idle_nearby.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.16; flower=283.5,False,ssrm251_browser_world_v11_sleep_reentry,439e0b9573e6ae366b
199,34,Hearthline,Sova,day 34: Sova recovered; avatar=absent_saved; weather=orchard mild,avatar absent; society sleep/wake continues,Sova wakes recovered; interruptions=0; avatar=absent_saved.,"Sova rehearsed a public plan, not private workspace content.",no avatar re-entry today,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.31Hz; smell=Hearth Archive night air; temp=0.61; wet=0.19; flower=66.9,False,ssrm251_browser_world_v11_sleep_reentry,3e77552be69fdacde9
200,34,Routeline,Keth,day 34: Keth recovered; avatar=absent_saved; weather=orchard mild,avatar absent; society sleep/wake continues,Keth wakes recovered; interruptions=0; avatar=absent_saved.,"Keth rehearsed a public plan, not private workspace content.",no avatar re-entry today,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.19; flower=62.5,False,ssrm251_browser_world_v11_sleep_reentry,a67b9e47a1fbf9393f
201,34,Marketline,Melo,day 34: Melo recovered; avatar=absent_saved; weather=orchard mild,avatar absent; society sleep/wake continues,Melo wakes recovered; interruptions=0; avatar=absent_saved.,"Melo rehearsed a public plan, not private workspace content.",no avatar re-entry today,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.19; flower=71.8,False,ssrm251_browser_world_v11_sleep_reentry,31b21ba558b359bf23
202,34,Ledgerline,Nari,day 34: Nari recovered; avatar=absent_saved; weather=orchard mild,avatar absent; society sleep/wake continues,Nari wakes recovered; interruptions=0; avatar=absent_saved.,"Nari rehearsed a public plan, not private workspace content.",no avatar re-entry today,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.19; flower=59.1,False,ssrm251_browser_world_v11_sleep_reentry,8bddbff06a94851707
203,34,Orchardline,Ori,day 34: Ori recovered; avatar=absent_saved; weather=orchard mild,avatar absent; society sleep/wake continues,Ori wakes recovered; interruptions=0; avatar=absent_saved.,"Ori rehearsed a public plan, not private workspace content.",no avatar re-entry today,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.19; flower=69.7,False,ssrm251_browser_world_v11_sleep_reentry,e58b628fb574d72cde
204,34,Rainline,Vonn,day 34: Vonn recovered; avatar=absent_saved; weather=orchard mild,avatar absent; society sleep/wake continues,Vonn wakes recovered; interruptions=0; avatar=absent_saved.,"Vonn rehearsed a public plan, not private workspace content.",no avatar re-entry today,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.19; flower=61.0,False,ssrm251_browser_world_v11_sleep_reentry,7e200ca945360c052c
205,35,Hearthline,Sova,day 35: Sova recovered; avatar=absent_saved; weather=storm edge,avatar absent; society sleep/wake continues,Sova wakes recovered; interruptions=1; avatar=absent_saved.,"Sova rehearsed a public plan, not private workspace content.",no avatar re-entry today,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.31Hz; smell=Hearth Archive night air; temp=0.61; wet=0.22; flower=204.4,False,ssrm251_browser_world_v11_sleep_reentry,3f2fb29a25157b33f6
206,35,Routeline,Keth,day 35: Keth recovered; avatar=absent_saved; weather=storm edge,avatar absent; society sleep/wake continues,Keth wakes recovered; interruptions=1; avatar=absent_saved.,"Keth rehearsed a public plan, not private workspace content.",no avatar re-entry today,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.22; flower=200.0,False,ssrm251_browser_world_v11_sleep_reentry,cf1471676d18105290
207,35,Marketline,Melo,day 35: Melo recovered; avatar=absent_saved; weather=storm edge,avatar absent; society sleep/wake continues,Melo wakes recovered; interruptions=1; avatar=absent_saved.,"Melo rehearsed a public plan, not private workspace content.",no avatar re-entry today,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.22; flower=209.3,False,ssrm251_browser_world_v11_sleep_reentry,00efa1f5024e120646
208,35,Ledgerline,Nari,day 35: Nari recovered; avatar=absent_saved; weather=storm edge,avatar absent; society sleep/wake continues,Nari wakes recovered; interruptions=1; avatar=absent_saved.,"Nari rehearsed a public plan, not private workspace content.",no avatar re-entry today,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.22; flower=196.6,False,ssrm251_browser_world_v11_sleep_reentry,41d20621d3f4671a9e
209,35,Orchardline,Ori,day 35: Ori recovered; avatar=absent_saved; weather=storm edge,avatar absent; society sleep/wake continues,Ori wakes recovered; interruptions=1; avatar=absent_saved.,"Ori rehearsed a public plan, not private workspace content.",no avatar re-entry today,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.22; flower=207.2,False,ssrm251_browser_world_v11_sleep_reentry,43d5ed53212d1199d0
210,35,Rainline,Vonn,day 35: Vonn recovered; avatar=absent_saved; weather=storm edge,avatar absent; society sleep/wake continues,Vonn wakes recovered; interruptions=1; avatar=absent_saved.,"Vonn rehearsed a public plan, not private workspace content.",no avatar re-entry today,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.22; flower=198.5,False,ssrm251_browser_world_v11_sleep_reentry,b32dd64fca8280dd4d
211,36,Hearthline,Sova,day 36: Sova recovered; avatar=absent_saved; weather=clear cold,avatar absent; society sleep/wake continues,Sova wakes recovered; interruptions=0; avatar=absent_saved.,"Sova rehearsed a public plan, not private workspace content.",no avatar re-entry today,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.31Hz; smell=Hearth Archive night air; temp=0.61; wet=0.25; flower=341.9,False,ssrm251_browser_world_v11_sleep_reentry,d437d3215ac06095e1
212,36,Routeline,Keth,day 36: Keth recovered; avatar=absent_saved; weather=clear cold,avatar absent; society sleep/wake continues,Keth wakes recovered; interruptions=0; avatar=absent_saved.,"Keth rehearsed a public plan, not private workspace content.",no avatar re-entry today,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.25; flower=337.5,False,ssrm251_browser_world_v11_sleep_reentry,b83b907996ae7afc69
213,36,Marketline,Melo,day 36: Melo recovered; avatar=absent_saved; weather=clear cold,avatar absent; society sleep/wake continues,Melo wakes recovered; interruptions=0; avatar=absent_saved.,"Melo rehearsed a public plan, not private workspace content.",no avatar re-entry today,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.25; flower=346.8,False,ssrm251_browser_world_v11_sleep_reentry,32cdd0328e4c743653
214,36,Ledgerline,Nari,day 36: Nari recovered; avatar=absent_saved; weather=clear cold,avatar absent; society sleep/wake continues,Nari wakes recovered; interruptions=0; avatar=absent_saved.,"Nari rehearsed a public plan, not private workspace content.",no avatar re-entry today,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.25; flower=334.1,False,ssrm251_browser_world_v11_sleep_reentry,23be90e25181910747
215,36,Orchardline,Ori,day 36: Ori recovered; avatar=absent_saved; weather=clear cold,avatar absent; society sleep/wake continues,Ori wakes recovered; interruptions=0; avatar=absent_saved.,"Ori rehearsed a public plan, not private workspace content.",no avatar re-entry today,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.25; flower=344.7,False,ssrm251_browser_world_v11_sleep_reentry,e46f1fbf9ac0c9db69
216,36,Rainline,Vonn,day 36: Vonn recovered; avatar=absent_saved; weather=clear cold,avatar absent; society sleep/wake continues,Vonn wakes recovered; interruptions=0; avatar=absent_saved.,"Vonn rehearsed a public plan, not private workspace content.",no avatar re-entry today,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.25; flower=336.0,False,ssrm251_browser_world_v11_sleep_reentry,dbf700f17558e0032f
217,37,Hearthline,Sova,day 37: Sova recovered; avatar=absent_saved; weather=wet wind,avatar absent; society sleep/wake continues,Sova wakes recovered; interruptions=1; avatar=absent_saved.,"Sova rehearsed a public plan, not private workspace content.",no avatar re-entry today,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.31Hz; smell=Hearth Archive night air; temp=0.61; wet=0.28; flower=119.4,False,ssrm251_browser_world_v11_sleep_reentry,bd6ff61b3236c7c983
218,37,Routeline,Keth,day 37: Keth recovered; avatar=absent_saved; weather=wet wind,avatar absent; society sleep/wake continues,Keth wakes recovered; interruptions=1; avatar=absent_saved.,"Keth rehearsed a public plan, not private workspace content.",no avatar re-entry today,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.28; flower=115.1,False,ssrm251_browser_world_v11_sleep_reentry,77c617564ef863cecf
219,37,Marketline,Melo,day 37: Melo recovered; avatar=absent_saved; weather=wet wind,avatar absent; society sleep/wake continues,Melo wakes recovered; interruptions=1; avatar=absent_saved.,"Melo rehearsed a public plan, not private workspace content.",no avatar re-entry today,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.28; flower=124.4,False,ssrm251_browser_world_v11_sleep_reentry,0ba7681b859e461f06
220,37,Ledgerline,Nari,day 37: Nari recovered; avatar=absent_saved; weather=wet wind,avatar absent; society sleep/wake continues,Nari wakes recovered; interruptions=1; avatar=absent_saved.,"Nari rehearsed a public plan, not private workspace content.",no avatar re-entry today,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.28; flower=111.6,False,ssrm251_browser_world_v11_sleep_reentry,f615d9c202f954abd0
221,37,Orchardline,Ori,day 37: Ori recovered; avatar=absent_saved; weather=wet wind,avatar absent; society sleep/wake continues,Ori wakes recovered; interruptions=1; avatar=absent_saved.,"Ori rehearsed a public plan, not private workspace content.",no avatar re-entry today,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.28; flower=122.2,False,ssrm251_browser_world_v11_sleep_reentry,58bdaed1f08b12f87c
222,37,Rainline,Vonn,day 37: Vonn recovered; avatar=absent_saved; weather=wet wind,avatar absent; society sleep/wake continues,Vonn wakes recovered; interruptions=1; avatar=absent_saved.,"Vonn rehearsed a public plan, not private workspace content.",no avatar re-entry today,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.28; flower=113.5,False,ssrm251_browser_world_v11_sleep_reentry,cce06d52280c44e91f
223,38,Hearthline,Sova,day 38: Sova recovered; avatar=absent_saved; weather=hearth fog,avatar absent; society sleep/wake continues,Sova wakes recovered; interruptions=0; avatar=absent_saved.,"Sova rehearsed a public plan, not private workspace content.",no avatar re-entry today,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.31Hz; smell=Hearth Archive night air; temp=0.61; wet=0.31; flower=256.9,False,ssrm251_browser_world_v11_sleep_reentry,c13a373c2da6757068
224,38,Routeline,Keth,day 38: Keth recovered; avatar=absent_saved; weather=hearth fog,avatar absent; society sleep/wake continues,Keth wakes recovered; interruptions=0; avatar=absent_saved.,"Keth rehearsed a public plan, not private workspace content.",no avatar re-entry today,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.31; flower=252.6,False,ssrm251_browser_world_v11_sleep_reentry,b21f101acc5a27f56c
225,38,Marketline,Melo,day 38: Melo recovered; avatar=absent_saved; weather=hearth fog,avatar absent; society sleep/wake continues,Melo wakes recovered; interruptions=0; avatar=absent_saved.,"Melo rehearsed a public plan, not private workspace content.",no avatar re-entry today,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.31; flower=261.9,False,ssrm251_browser_world_v11_sleep_reentry,0b6f2236247026208f
226,38,Ledgerline,Nari,day 38: Nari recovered; avatar=absent_saved; weather=hearth fog,avatar absent; society sleep/wake continues,Nari wakes recovered; interruptions=0; avatar=absent_saved.,"Nari rehearsed a public plan, not private workspace content.",no avatar re-entry today,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.31; flower=249.2,False,ssrm251_browser_world_v11_sleep_reentry,c87716e0aac52d3728
227,38,Orchardline,Ori,day 38: Ori recovered; avatar=absent_saved; weather=hearth fog,avatar absent; society sleep/wake continues,Ori wakes recovered; interruptions=0; avatar=absent_saved.,"Ori rehearsed a public plan, not private workspace content.",no avatar re-entry today,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.31; flower=259.7,False,ssrm251_browser_world_v11_sleep_reentry,7f58d4768767c95528
228,38,Rainline,Vonn,day 38: Vonn recovered; avatar=absent_saved; weather=hearth fog,avatar absent; society sleep/wake continues,Vonn wakes recovered; interruptions=0; avatar=absent_saved.,"Vonn rehearsed a public plan, not private workspace content.",no avatar re-entry today,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.31; flower=251.0,False,ssrm251_browser_world_v11_sleep_reentry,11f04c739ba20f5e4e
229,39,Hearthline,Sova,day 39: Sova recovered; avatar=absent_saved; weather=market dry,avatar absent; society sleep/wake continues,Sova wakes recovered; interruptions=0; avatar=absent_saved.,"Sova rehearsed a public plan, not private workspace content.",no avatar re-entry today,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.31Hz; smell=Hearth Archive night air; temp=0.61; wet=0.34; flower=34.4,False,ssrm251_browser_world_v11_sleep_reentry,4a507c4d00deac764a
230,39,Routeline,Keth,day 39: Keth recovered; avatar=absent_saved; weather=market dry,avatar absent; society sleep/wake continues,Keth wakes recovered; interruptions=0; avatar=absent_saved.,"Keth rehearsed a public plan, not private workspace content.",no avatar re-entry today,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.34; flower=30.1,False,ssrm251_browser_world_v11_sleep_reentry,8ca4b9c04e3ea72402
231,39,Marketline,Melo,day 39: Melo recovered; avatar=absent_saved; weather=market dry,avatar absent; society sleep/wake continues,Melo wakes recovered; interruptions=0; avatar=absent_saved.,"Melo rehearsed a public plan, not private workspace content.",no avatar re-entry today,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.34; flower=39.4,False,ssrm251_browser_world_v11_sleep_reentry,5c9071579c936ca08f
