tick_id,day,tick,route_id,speaker,listener,dialogue_choice_id,choice_label,selected,choice_valid,consequence_kind,public_text,private_workspace_sealed,visible_choice_button
512,37,8,archive_signal,Nia,Milo,choice:archive_signal:37:8:Nia,ask to keep direct route,True,True,support_direct,"Nia: I saw the avatar choose paper lane for archive_quarter->signal_ridge. Milo, can we agree on the recovery branch?",True,True
513,37,9,signal_orchard,Ivo,Milo,choice:signal_orchard:37:9:Ivo,ask to keep direct route,False,False,none,none,True,False
514,37,10,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:37:10:Ivo,ask to keep direct route,False,False,none,none,True,False
515,37,11,central_repair_ring,Pax,Juno,choice:central_repair_ring:37:11:Pax,ask to keep direct route,True,True,support_direct,"Pax: I saw the avatar choose inner repair yard for central_exchange->repair_hall. Juno, can we agree on the recovery branch?",True,True
516,37,12,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:37:12:Ari,ask to keep direct route,True,True,support_direct,"Ari: I saw the avatar choose river ford for riverbend->roofward. Fay, can we agree on the recovery branch?",True,True
517,37,13,roofward_archive,Nia,Fay,choice:roofward_archive:37:13:Nia,ask to keep direct route,False,False,none,none,True,False
518,38,0,archive_signal,Nia,Milo,choice:archive_signal:38:0:Nia,ask to keep direct route,False,False,none,none,True,False
519,38,1,signal_orchard,Ivo,Milo,choice:signal_orchard:38:1:Ivo,ask to keep direct route,True,True,support_direct,"Ivo: I saw the avatar choose dusk road for signal_ridge->orchard_fen. Milo, can we agree on the recovery branch?",True,True
520,38,2,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:38:2:Ivo,ask to merge detour,False,False,none,none,True,False
521,38,3,central_repair_ring,Pax,Juno,choice:central_repair_ring:38:3:Pax,ask to keep direct route,False,False,none,none,True,False
522,38,4,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:38:4:Ari,ask to keep direct route,False,False,none,none,True,True
523,38,5,roofward_archive,Nia,Fay,choice:roofward_archive:38:5:Nia,ask to keep direct route,False,False,none,none,True,False
524,38,6,archive_signal,Nia,Milo,choice:archive_signal:38:6:Nia,ask to keep direct route,False,False,none,none,True,False
525,38,7,signal_orchard,Ivo,Milo,choice:signal_orchard:38:7:Ivo,ask to keep direct route,False,False,none,none,True,False
526,38,8,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:38:8:Ivo,ask to keep direct route,True,True,support_direct,"Ivo: I saw the avatar choose fen track for orchard_fen->riverbend. Ari, can we agree on the recovery branch?",True,True
527,38,9,central_repair_ring,Pax,Juno,choice:central_repair_ring:38:9:Pax,ask to keep direct route,False,False,none,none,True,False
528,38,10,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:38:10:Ari,ask to keep direct route,False,False,none,none,True,False
529,38,11,roofward_archive,Nia,Fay,choice:roofward_archive:38:11:Nia,ask to keep direct route,False,False,none,none,True,False
530,38,12,archive_signal,Nia,Milo,choice:archive_signal:38:12:Nia,ask to merge detour,True,True,support_detour,"Nia: I saw the avatar choose stone kiosk path for archive_quarter->signal_ridge. Milo, can we agree on the recovery branch?",True,True
531,38,13,signal_orchard,Ivo,Milo,choice:signal_orchard:38:13:Ivo,ask to keep direct route,False,False,none,none,True,False
532,39,0,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:39:0:Ivo,ask to keep direct route,False,False,none,none,True,False
533,39,1,central_repair_ring,Pax,Juno,choice:central_repair_ring:39:1:Pax,ask to keep direct route,True,False,support_direct,"Pax: I saw the avatar choose inner repair yard for central_exchange->repair_hall. Juno, can we agree on the recovery branch?",True,True
534,39,2,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:39:2:Ari,ask to merge detour,True,True,support_detour,"Ari: I saw the avatar choose orchard ridge detour for riverbend->roofward. Fay, can we agree on the recovery branch?",True,True
535,39,3,roofward_archive,Nia,Fay,choice:roofward_archive:39:3:Nia,ask to keep direct route,False,False,none,none,True,False
536,39,4,archive_signal,Nia,Milo,choice:archive_signal:39:4:Nia,ask to keep direct route,True,True,support_direct,"Nia: I saw the avatar choose paper lane for archive_quarter->signal_ridge. Milo, can we agree on the recovery branch?",True,True
537,39,5,signal_orchard,Ivo,Milo,choice:signal_orchard:39:5:Ivo,ask to keep direct route,True,True,support_direct,"Ivo: I saw the avatar choose dusk road for signal_ridge->orchard_fen. Milo, can we agree on the recovery branch?",True,True
538,39,6,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:39:6:Ivo,ask to keep direct route,False,False,none,none,True,False
539,39,7,central_repair_ring,Pax,Juno,choice:central_repair_ring:39:7:Pax,ask to keep direct route,False,False,none,none,True,False
540,39,8,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:39:8:Ari,ask to keep direct route,True,True,support_direct,"Ari: I saw the avatar choose river ford for riverbend->roofward. Fay, can we agree on the recovery branch?",True,True
541,39,9,roofward_archive,Nia,Fay,choice:roofward_archive:39:9:Nia,ask to keep direct route,False,False,none,none,True,False
542,39,10,archive_signal,Nia,Milo,choice:archive_signal:39:10:Nia,ask to keep direct route,False,False,none,none,True,False
543,39,11,signal_orchard,Ivo,Milo,choice:signal_orchard:39:11:Ivo,ask to keep direct route,True,True,support_direct,"Ivo: I saw the avatar choose dusk road for signal_ridge->orchard_fen. Milo, can we agree on the recovery branch?",True,True
544,39,12,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:39:12:Ivo,ask to merge detour,True,True,support_detour,"Ivo: I saw the avatar choose market plank route for orchard_fen->riverbend. Ari, can we agree on the recovery branch?",True,True
545,39,13,central_repair_ring,Pax,Juno,choice:central_repair_ring:39:13:Pax,ask to keep direct route,False,False,none,none,True,False
546,40,0,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:40:0:Ari,ask to keep direct route,False,False,none,none,True,False
547,40,1,roofward_archive,Nia,Fay,choice:roofward_archive:40:1:Nia,ask to keep direct route,True,True,support_direct,"Nia: I saw the avatar choose glass stair for roofward->archive_quarter. Fay, can we agree on the recovery branch?",True,True
548,40,2,archive_signal,Nia,Milo,choice:archive_signal:40:2:Nia,ask to merge detour,False,False,none,none,True,False
549,40,3,signal_orchard,Ivo,Milo,choice:signal_orchard:40:3:Ivo,ask to keep direct route,False,False,none,none,True,False
550,40,4,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:40:4:Ivo,ask to merge detour,True,True,support_detour,"Ivo: I saw the avatar choose market plank route for orchard_fen->riverbend. Ari, can we agree on the recovery branch?",True,True
551,40,5,central_repair_ring,Pax,Juno,choice:central_repair_ring:40:5:Pax,ask to keep direct route,False,False,none,none,True,False
552,40,6,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:40:6:Ari,ask to keep direct route,False,False,none,none,True,False
553,40,7,roofward_archive,Nia,Fay,choice:roofward_archive:40:7:Nia,ask to keep direct route,False,False,none,none,True,False
554,40,8,archive_signal,Nia,Milo,choice:archive_signal:40:8:Nia,ask to keep direct route,True,True,support_direct,"Nia: I saw the avatar choose paper lane for archive_quarter->signal_ridge. Milo, can we agree on the recovery branch?",True,True
555,40,9,signal_orchard,Ivo,Milo,choice:signal_orchard:40:9:Ivo,ask to keep direct route,False,False,none,none,True,False
556,40,10,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:40:10:Ivo,ask to keep direct route,False,False,none,none,True,False
557,40,11,central_repair_ring,Pax,Juno,choice:central_repair_ring:40:11:Pax,ask to keep direct route,False,False,none,none,True,False
558,40,12,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:40:12:Ari,ask to merge detour,True,True,support_detour,"Ari: I saw the avatar choose orchard ridge detour for riverbend->roofward. Fay, can we agree on the recovery branch?",True,True
559,40,13,roofward_archive,Nia,Fay,choice:roofward_archive:40:13:Nia,ask to keep direct route,False,False,none,none,True,False
560,41,0,archive_signal,Nia,Milo,choice:archive_signal:41:0:Nia,ask to keep direct route,False,False,none,none,True,False
561,41,1,signal_orchard,Ivo,Milo,choice:signal_orchard:41:1:Ivo,ask to keep direct route,True,True,support_direct,"Ivo: I saw the avatar choose dusk road for signal_ridge->orchard_fen. Milo, can we agree on the recovery branch?",True,True
562,41,2,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:41:2:Ivo,ask to merge detour,True,True,support_detour,"Ivo: I saw the avatar choose market plank route for orchard_fen->riverbend. Ari, can we agree on the recovery branch?",True,True
563,41,3,central_repair_ring,Pax,Juno,choice:central_repair_ring:41:3:Pax,ask to keep direct route,False,False,none,none,True,False
564,41,4,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:41:4:Ari,ask to keep direct route,True,True,support_direct,"Ari: I saw the avatar choose river ford for riverbend->roofward. Fay, can we agree on the recovery branch?",True,True
565,41,5,roofward_archive,Nia,Fay,choice:roofward_archive:41:5:Nia,ask to keep direct route,True,True,support_direct,"Nia: I saw the avatar choose glass stair for roofward->archive_quarter. Fay, can we agree on the recovery branch?",True,True
566,41,6,archive_signal,Nia,Milo,choice:archive_signal:41:6:Nia,ask to keep direct route,False,False,none,none,True,False
567,41,7,signal_orchard,Ivo,Milo,choice:signal_orchard:41:7:Ivo,ask to keep direct route,False,False,none,none,True,False
568,41,8,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:41:8:Ivo,ask to keep direct route,True,True,support_direct,"Ivo: I saw the avatar choose fen track for orchard_fen->riverbend. Ari, can we agree on the recovery branch?",True,True
569,41,9,central_repair_ring,Pax,Juno,choice:central_repair_ring:41:9:Pax,ask to keep direct route,False,False,none,none,True,False
570,41,10,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:41:10:Ari,ask to keep direct route,False,False,none,none,True,False
571,41,11,roofward_archive,Nia,Fay,choice:roofward_archive:41:11:Nia,ask to keep direct route,True,True,support_direct,"Nia: I saw the avatar choose glass stair for roofward->archive_quarter. Fay, can we agree on the recovery branch?",True,True
572,41,12,archive_signal,Nia,Milo,choice:archive_signal:41:12:Nia,ask to merge detour,True,True,support_detour,"Nia: I saw the avatar choose stone kiosk path for archive_quarter->signal_ridge. Milo, can we agree on the recovery branch?",True,True
573,41,13,signal_orchard,Ivo,Milo,choice:signal_orchard:41:13:Ivo,ask to keep direct route,False,False,none,none,True,False
574,42,0,central_repair_ring,Juno,Pax,choice:central_repair_ring:42:0:Juno,ask to keep direct route,True,False,support_direct,"Juno: I saw the avatar choose inner repair yard for central_exchange->repair_hall. Pax, can we agree on the recovery branch?",True,True
575,42,1,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:42:1:Fay,ask to merge detour,True,True,support_detour,"Fay: I saw the avatar choose orchard ridge detour for riverbend->roofward. Ari, can we agree on the recovery branch?",True,True
576,42,2,roofward_archive,Fay,Nia,choice:roofward_archive:42:2:Fay,ask to keep direct route,False,False,none,none,True,False
577,42,3,archive_signal,Milo,Nia,choice:archive_signal:42:3:Milo,ask to keep direct route,True,True,support_direct,"Milo: I saw the avatar choose paper lane for archive_quarter->signal_ridge. Nia, can we agree on the recovery branch?",True,True
578,42,4,signal_orchard,Milo,Ivo,choice:signal_orchard:42:4:Milo,ask to keep direct route,True,True,support_direct,"Milo: I saw the avatar choose dusk road for signal_ridge->orchard_fen. Ivo, can we agree on the recovery branch?",True,True
579,42,5,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:42:5:Ari,ask to keep direct route,False,False,none,none,True,False
580,42,6,central_repair_ring,Juno,Pax,choice:central_repair_ring:42:6:Juno,ask to keep direct route,False,False,none,none,True,True
581,42,7,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:42:7:Fay,ask to keep direct route,False,False,none,none,True,False
582,42,8,roofward_archive,Fay,Nia,choice:roofward_archive:42:8:Fay,ask to merge detour,True,True,support_detour,"Fay: I saw the avatar choose cool archive lane for roofward->archive_quarter. Nia, can we agree on the recovery branch?",True,True
583,42,9,archive_signal,Milo,Nia,choice:archive_signal:42:9:Milo,ask to keep direct route,True,True,support_direct,"Milo: I saw the avatar choose paper lane for archive_quarter->signal_ridge. Nia, can we agree on the recovery branch?",True,True
584,42,10,signal_orchard,Milo,Ivo,choice:signal_orchard:42:10:Milo,ask to keep direct route,False,False,none,none,True,False
585,42,11,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:42:11:Ari,ask to keep direct route,False,False,none,none,True,False
586,42,12,central_repair_ring,Juno,Pax,choice:central_repair_ring:42:12:Juno,ask to merge detour,True,True,support_detour,"Juno: I saw the avatar choose outer bell path for central_exchange->repair_hall. Pax, can we agree on the recovery branch?",True,True
587,42,13,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:42:13:Fay,ask to keep direct route,False,False,none,none,True,False
588,43,0,roofward_archive,Fay,Nia,choice:roofward_archive:43:0:Fay,ask to keep direct route,False,False,none,none,True,False
589,43,1,archive_signal,Milo,Nia,choice:archive_signal:43:1:Milo,ask to keep direct route,True,True,support_direct,"Milo: I saw the avatar choose paper lane for archive_quarter->signal_ridge. Nia, can we agree on the recovery branch?",True,True
590,43,2,signal_orchard,Milo,Ivo,choice:signal_orchard:43:2:Milo,ask to merge detour,False,False,none,none,True,False
591,43,3,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:43:3:Ari,ask to keep direct route,False,False,none,none,True,False
592,43,4,central_repair_ring,Juno,Pax,choice:central_repair_ring:43:4:Juno,ask to keep direct route,True,True,support_direct,"Juno: I saw the avatar choose inner repair yard for central_exchange->repair_hall. Pax, can we agree on the recovery branch?",True,True
593,43,5,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:43:5:Fay,ask to keep direct route,False,False,none,none,True,False
594,43,6,roofward_archive,Fay,Nia,choice:roofward_archive:43:6:Fay,ask to keep direct route,False,False,none,none,True,False
595,43,7,archive_signal,Milo,Nia,choice:archive_signal:43:7:Milo,ask to keep direct route,False,False,none,none,True,False
596,43,8,signal_orchard,Milo,Ivo,choice:signal_orchard:43:8:Milo,ask to keep direct route,True,True,support_direct,"Milo: I saw the avatar choose dusk road for signal_ridge->orchard_fen. Ivo, can we agree on the recovery branch?",True,True
597,43,9,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:43:9:Ari,ask to keep direct route,False,False,none,none,True,False
598,43,10,central_repair_ring,Juno,Pax,choice:central_repair_ring:43:10:Juno,ask to keep direct route,False,False,none,none,True,False
599,43,11,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:43:11:Fay,ask to keep direct route,False,False,none,none,True,False
600,43,12,roofward_archive,Fay,Nia,choice:roofward_archive:43:12:Fay,ask to merge detour,True,True,support_detour,"Fay: I saw the avatar choose cool archive lane for roofward->archive_quarter. Nia, can we agree on the recovery branch?",True,True
601,43,13,archive_signal,Milo,Nia,choice:archive_signal:43:13:Milo,ask to keep direct route,False,False,none,none,True,False
602,44,0,signal_orchard,Milo,Ivo,choice:signal_orchard:44:0:Milo,ask to keep direct route,True,True,support_direct,"Milo: I saw the avatar choose dusk road for signal_ridge->orchard_fen. Ivo, can we agree on the recovery branch?",True,True
603,44,1,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:44:1:Ari,ask to keep direct route,True,True,support_direct,"Ari: I saw the avatar choose fen track for orchard_fen->riverbend. Ivo, can we agree on the recovery branch?",True,True
604,44,2,central_repair_ring,Juno,Pax,choice:central_repair_ring:44:2:Juno,ask to merge detour,False,False,none,none,True,False
605,44,3,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:44:3:Fay,ask to keep direct route,True,True,support_direct,"Fay: I saw the avatar choose river ford for riverbend->roofward. Ari, can we agree on the recovery branch?",True,True
606,44,4,roofward_archive,Fay,Nia,choice:roofward_archive:44:4:Fay,ask to keep direct route,True,True,support_direct,"Fay: I saw the avatar choose glass stair for roofward->archive_quarter. Nia, can we agree on the recovery branch?",True,True
607,44,5,archive_signal,Milo,Nia,choice:archive_signal:44:5:Milo,ask to keep direct route,False,False,none,none,True,False
608,44,6,signal_orchard,Milo,Ivo,choice:signal_orchard:44:6:Milo,ask to keep direct route,True,True,support_direct,"Milo: I saw the avatar choose dusk road for signal_ridge->orchard_fen. Ivo, can we agree on the recovery branch?",True,True
609,44,7,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:44:7:Ari,ask to keep direct route,False,False,none,none,True,False
610,44,8,central_repair_ring,Juno,Pax,choice:central_repair_ring:44:8:Juno,ask to keep direct route,True,True,support_direct,"Juno: I saw the avatar choose inner repair yard for central_exchange->repair_hall. Pax, can we agree on the recovery branch?",True,True
611,44,9,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:44:9:Fay,ask to keep direct route,True,True,support_direct,"Fay: I saw the avatar choose river ford for riverbend->roofward. Ari, can we agree on the recovery branch?",True,True
612,44,10,roofward_archive,Fay,Nia,choice:roofward_archive:44:10:Fay,ask to keep direct route,False,False,none,none,True,False
613,44,11,archive_signal,Milo,Nia,choice:archive_signal:44:11:Milo,ask to keep direct route,False,False,none,none,True,False
614,44,12,signal_orchard,Milo,Ivo,choice:signal_orchard:44:12:Milo,ask to merge detour,True,True,support_detour,"Milo: I saw the avatar choose river lantern loop for signal_ridge->orchard_fen. Ivo, can we agree on the recovery branch?",True,True
615,44,13,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:44:13:Ari,ask to keep direct route,False,False,none,none,True,False
616,45,0,central_repair_ring,Juno,Pax,choice:central_repair_ring:45:0:Juno,ask to keep direct route,False,False,none,none,True,False
617,45,1,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:45:1:Fay,ask to keep direct route,True,True,support_direct,"Fay: I saw the avatar choose river ford for riverbend->roofward. Ari, can we agree on the recovery branch?",True,True
618,45,2,roofward_archive,Fay,Nia,choice:roofward_archive:45:2:Fay,ask to keep direct route,False,False,none,none,True,False
619,45,3,archive_signal,Milo,Nia,choice:archive_signal:45:3:Milo,ask to keep direct route,False,False,none,none,True,False
620,45,4,signal_orchard,Milo,Ivo,choice:signal_orchard:45:4:Milo,ask to keep direct route,True,True,support_direct,"Milo: I saw the avatar choose dusk road for signal_ridge->orchard_fen. Ivo, can we agree on the recovery branch?",True,True
621,45,5,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:45:5:Ari,ask to keep direct route,False,False,none,none,True,False
622,45,6,central_repair_ring,Juno,Pax,choice:central_repair_ring:45:6:Juno,ask to keep direct route,False,False,none,none,True,False
623,45,7,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:45:7:Fay,ask to keep direct route,False,False,none,none,True,False
624,45,8,roofward_archive,Fay,Nia,choice:roofward_archive:45:8:Fay,ask to merge detour,True,True,support_detour,"Fay: I saw the avatar choose cool archive lane for roofward->archive_quarter. Nia, can we agree on the recovery branch?",True,True
625,45,9,archive_signal,Milo,Nia,choice:archive_signal:45:9:Milo,ask to keep direct route,False,False,none,none,True,False
626,45,10,signal_orchard,Milo,Ivo,choice:signal_orchard:45:10:Milo,ask to keep direct route,False,False,none,none,True,False
627,45,11,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:45:11:Ari,ask to keep direct route,False,False,none,none,True,False
628,45,12,central_repair_ring,Juno,Pax,choice:central_repair_ring:45:12:Juno,ask to merge detour,True,True,support_detour,"Juno: I saw the avatar choose outer bell path for central_exchange->repair_hall. Pax, can we agree on the recovery branch?",True,True
629,45,13,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:45:13:Fay,ask to keep direct route,False,False,none,none,True,False
630,46,0,roofward_archive,Fay,Nia,choice:roofward_archive:46:0:Fay,ask to keep direct route,True,True,support_direct,"Fay: I saw the avatar choose glass stair for roofward->archive_quarter. Nia, can we agree on the recovery branch?",True,True
631,46,1,archive_signal,Milo,Nia,choice:archive_signal:46:1:Milo,ask to keep direct route,True,True,support_direct,"Milo: I saw the avatar choose paper lane for archive_quarter->signal_ridge. Nia, can we agree on the recovery branch?",True,True
632,46,2,signal_orchard,Milo,Ivo,choice:signal_orchard:46:2:Milo,ask to merge detour,False,False,none,none,True,False
633,46,3,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:46:3:Ari,ask to keep direct route,True,True,support_direct,"Ari: I saw the avatar choose fen track for orchard_fen->riverbend. Ivo, can we agree on the recovery branch?",True,True
634,46,4,central_repair_ring,Juno,Pax,choice:central_repair_ring:46:4:Juno,ask to keep direct route,True,True,support_direct,"Juno: I saw the avatar choose inner repair yard for central_exchange->repair_hall. Pax, can we agree on the recovery branch?",True,True
635,46,5,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:46:5:Fay,ask to keep direct route,False,False,none,none,True,False
636,46,6,roofward_archive,Fay,Nia,choice:roofward_archive:46:6:Fay,ask to keep direct route,True,True,support_direct,"Fay: I saw the avatar choose glass stair for roofward->archive_quarter. Nia, can we agree on the recovery branch?",True,True
637,46,7,archive_signal,Milo,Nia,choice:archive_signal:46:7:Milo,ask to keep direct route,False,False,none,none,True,False
638,46,8,signal_orchard,Milo,Ivo,choice:signal_orchard:46:8:Milo,ask to keep direct route,False,False,none,none,True,True
639,46,9,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:46:9:Ari,ask to keep direct route,True,True,support_direct,"Ari: I saw the avatar choose fen track for orchard_fen->riverbend. Ivo, can we agree on the recovery branch?",True,True
640,46,10,central_repair_ring,Juno,Pax,choice:central_repair_ring:46:10:Juno,ask to keep direct route,False,False,none,none,True,False
641,46,11,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:46:11:Fay,ask to keep direct route,False,False,none,none,True,False
642,46,12,roofward_archive,Fay,Nia,choice:roofward_archive:46:12:Fay,ask to merge detour,True,True,support_detour,"Fay: I saw the avatar choose cool archive lane for roofward->archive_quarter. Nia, can we agree on the recovery branch?",True,True
643,46,13,archive_signal,Milo,Nia,choice:archive_signal:46:13:Milo,ask to keep direct route,False,False,none,none,True,False
644,47,0,signal_orchard,Milo,Ivo,choice:signal_orchard:47:0:Milo,ask to keep direct route,False,False,none,none,True,False
645,47,1,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:47:1:Ari,ask to keep direct route,True,True,support_direct,"Ari: I saw the avatar choose fen track for orchard_fen->riverbend. Ivo, can we agree on the recovery branch?",True,True
646,47,2,central_repair_ring,Juno,Pax,choice:central_repair_ring:47:2:Juno,ask to merge detour,False,False,none,none,True,False
647,47,3,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:47:3:Fay,ask to keep direct route,False,False,none,none,True,False
648,47,4,roofward_archive,Fay,Nia,choice:roofward_archive:47:4:Fay,ask to keep direct route,True,True,support_direct,"Fay: I saw the avatar choose glass stair for roofward->archive_quarter. Nia, can we agree on the recovery branch?",True,True
649,47,5,archive_signal,Milo,Nia,choice:archive_signal:47:5:Milo,ask to keep direct route,False,False,none,none,True,False
650,47,6,signal_orchard,Milo,Ivo,choice:signal_orchard:47:6:Milo,ask to keep direct route,False,False,none,none,True,False
651,47,7,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:47:7:Ari,ask to keep direct route,False,False,none,none,True,False
652,47,8,central_repair_ring,Juno,Pax,choice:central_repair_ring:47:8:Juno,ask to merge detour,True,True,support_detour,"Juno: I saw the avatar choose outer bell path for central_exchange->repair_hall. Pax, can we agree on the recovery branch?",True,True
653,47,9,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:47:9:Fay,ask to keep direct route,False,False,none,none,True,False
654,47,10,roofward_archive,Fay,Nia,choice:roofward_archive:47:10:Fay,ask to keep direct route,False,False,none,none,True,False
655,47,11,archive_signal,Milo,Nia,choice:archive_signal:47:11:Milo,ask to keep direct route,False,False,none,none,True,False
656,47,12,signal_orchard,Milo,Ivo,choice:signal_orchard:47:12:Milo,ask to merge detour,True,False,support_detour,"Milo: I saw the avatar choose river lantern loop for signal_ridge->orchard_fen. Ivo, can we agree on the recovery branch?",True,True
657,47,13,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:47:13:Ari,ask to keep direct route,False,False,none,none,True,False
658,48,0,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:48:0:Ari,ask to keep direct route,False,False,none,none,True,False
659,48,1,roofward_archive,Nia,Fay,choice:roofward_archive:48:1:Nia,ask to merge detour,True,True,support_detour,"Nia: I saw the avatar choose cool archive lane for roofward->archive_quarter. Fay, can we agree on the recovery branch?",True,True
660,48,2,archive_signal,Nia,Milo,choice:archive_signal:48:2:Nia,ask to keep direct route,False,False,none,none,True,False
661,48,3,signal_orchard,Ivo,Milo,choice:signal_orchard:48:3:Ivo,ask to merge detour,False,False,none,none,True,False
662,48,4,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:48:4:Ivo,ask to keep direct route,True,True,support_direct,"Ivo: I saw the avatar choose fen track for orchard_fen->riverbend. Ari, can we agree on the recovery branch?",True,True
663,48,5,central_repair_ring,Pax,Juno,choice:central_repair_ring:48:5:Pax,ask to keep direct route,False,False,none,none,True,False
664,48,6,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:48:6:Ari,ask to keep direct route,False,False,none,none,True,False
665,48,7,roofward_archive,Nia,Fay,choice:roofward_archive:48:7:Nia,ask to keep direct route,False,False,none,none,True,False
666,48,8,archive_signal,Nia,Milo,choice:archive_signal:48:8:Nia,ask to merge detour,True,True,support_detour,"Nia: I saw the avatar choose stone kiosk path for archive_quarter->signal_ridge. Milo, can we agree on the recovery branch?",True,True
667,48,9,signal_orchard,Ivo,Milo,choice:signal_orchard:48:9:Ivo,ask to merge detour,False,False,none,none,True,False
668,48,10,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:48:10:Ivo,ask to keep direct route,False,False,none,none,True,False
669,48,11,central_repair_ring,Pax,Juno,choice:central_repair_ring:48:11:Pax,ask to keep direct route,False,False,none,none,True,False
670,48,12,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:48:12:Ari,ask to merge detour,True,True,support_detour,"Ari: I saw the avatar choose orchard ridge detour for riverbend->roofward. Fay, can we agree on the recovery branch?",True,True
671,48,13,roofward_archive,Nia,Fay,choice:roofward_archive:48:13:Nia,ask to keep direct route,False,False,none,none,True,False
672,49,0,archive_signal,Nia,Milo,choice:archive_signal:49:0:Nia,ask to keep direct route,False,False,none,none,True,False
673,49,1,signal_orchard,Ivo,Milo,choice:signal_orchard:49:1:Ivo,ask to merge detour,True,True,support_detour,"Ivo: I saw the avatar choose river lantern loop for signal_ridge->orchard_fen. Milo, can we agree on the recovery branch?",True,True
674,49,2,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:49:2:Ivo,ask to merge detour,False,False,none,none,True,False
675,49,3,central_repair_ring,Pax,Juno,choice:central_repair_ring:49:3:Pax,ask to keep direct route,False,False,none,none,True,False
676,49,4,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:49:4:Ari,ask to keep direct route,True,True,support_direct,"Ari: I saw the avatar choose river ford for riverbend->roofward. Fay, can we agree on the recovery branch?",True,True
677,49,5,roofward_archive,Nia,Fay,choice:roofward_archive:49:5:Nia,ask to keep direct route,False,False,none,none,True,False
678,49,6,archive_signal,Nia,Milo,choice:archive_signal:49:6:Nia,ask to keep direct route,False,False,none,none,True,False
679,49,7,signal_orchard,Ivo,Milo,choice:signal_orchard:49:7:Ivo,ask to keep direct route,True,True,support_direct,"Ivo: I saw the avatar choose dusk road for signal_ridge->orchard_fen. Milo, can we agree on the recovery branch?",True,True
680,49,8,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:49:8:Ivo,ask to keep direct route,True,True,support_direct,"Ivo: I saw the avatar choose fen track for orchard_fen->riverbend. Ari, can we agree on the recovery branch?",True,True
681,49,9,central_repair_ring,Pax,Juno,choice:central_repair_ring:49:9:Pax,ask to keep direct route,False,False,none,none,True,False
682,49,10,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:49:10:Ari,ask to keep direct route,True,True,support_direct,"Ari: I saw the avatar choose river ford for riverbend->roofward. Fay, can we agree on the recovery branch?",True,True
