tick_id,day,settlement_id,resident_id,public_summary,memory_delta,continuity_before,continuity_after,history_hash_before,history_hash_after,private_workspace_sealed,no_private_memory_dump,no_llm_call,memory_safe
2030,113,lichen_bridge,Rin,Rin heard 'I offer rope help' and answered 'meal room welcomes',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2031,113,orchid_engine,Eli,Eli heard 'I do not turn key' and answered 'cup before engine',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2032,113,moss_ward,Ari,Ari heard 'I need translation' and answered 'speak slower',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2033,113,glass_harbor,Oren,Oren heard 'I wait by lamp' and answered 'tea before crossing',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2034,114,lichen_bridge,Kio,Kio heard 'I need translation' and answered 'gesture again',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2035,114,orchid_engine,Cai,Cai heard 'I wait outside ring' and answered 'valve listener first',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2036,114,moss_ward,Milo,Milo heard 'I ask rain custom' and answered 'rain clay is named',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2037,114,glass_harbor,Sera,Sera heard 'I offer salt token' and answered 'net has keeper',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2038,114,cinder_garden,Juno,Juno heard 'I do not cross rows' and answered 'ash path open',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2039,114,lichen_bridge,Luma,Luma heard 'I need translation' and answered 'gesture again',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2040,114,orchid_engine,Dax,Dax heard 'I wait outside ring' and answered 'valve listener first',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2041,114,moss_ward,Tala,Tala heard 'I ask rain custom' and answered 'rain clay is named',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2042,114,glass_harbor,Nia,Nia heard 'I offer salt token' and answered 'net has keeper',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2043,114,cinder_garden,Pax,Pax heard 'I do not cross rows' and answered 'ash path open',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2044,114,lichen_bridge,Rin,Rin heard 'I need translation' and answered 'gesture again',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2045,114,orchid_engine,Eli,Eli heard 'I wait outside ring' and answered 'valve listener first',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2046,114,moss_ward,Ari,Ari heard 'I ask rain custom' and answered 'rain clay is named',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2047,114,glass_harbor,Oren,Oren heard 'I offer salt token' and answered 'net has keeper',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2048,114,cinder_garden,Vale,Vale heard 'I do not cross rows' and answered 'ash path open',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2049,114,lichen_bridge,Sol,Sol heard 'I need translation' and answered 'gesture again',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2050,114,orchid_engine,Bea,Bea heard 'I wait outside ring' and answered 'valve listener first',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2051,114,moss_ward,Fay,Fay heard 'I ask rain custom' and answered 'rain clay is named',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2052,115,cinder_garden,Juno,Juno heard 'I bow to shade' and answered 'shade cloth first',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2053,115,lichen_bridge,Luma,Luma heard 'I ask bell custom' and answered 'rope has tension',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2054,115,orchid_engine,Dax,Dax heard 'I offer gear cloth' and answered 'gear lane open',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2055,115,moss_ward,Tala,Tala heard 'I do not touch' and answered 'trade can wait',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2056,115,glass_harbor,Nia,Nia heard 'I need translation' and answered 'repeat with bell',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2057,115,cinder_garden,Pax,Pax heard 'I bow to shade' and answered 'shade cloth first',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2058,115,lichen_bridge,Rin,Rin heard 'I ask bell custom' and answered 'rope has tension',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2059,115,orchid_engine,Eli,Eli heard 'I offer gear cloth' and answered 'gear lane open',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2060,115,moss_ward,Ari,Ari heard 'I do not touch' and answered 'trade can wait',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2061,115,glass_harbor,Oren,Oren heard 'I need translation' and answered 'repeat with bell',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2062,115,cinder_garden,Vale,Vale heard 'I bow to shade' and answered 'shade cloth first',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2063,115,lichen_bridge,Sol,Sol heard 'I ask bell custom' and answered 'rope has tension',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2064,115,orchid_engine,Bea,Bea heard 'I offer gear cloth' and answered 'gear lane open',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2065,115,moss_ward,Fay,Fay heard 'I do not touch' and answered 'trade can wait',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2066,115,glass_harbor,Puck,Puck heard 'I need translation' and answered 'repeat with bell',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2067,115,cinder_garden,Wren,Wren heard 'I bow to shade' and answered 'shade cloth first',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2068,115,lichen_bridge,Kio,Kio heard 'I ask bell custom' and answered 'rope has tension',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2069,115,orchid_engine,Cai,Cai heard 'I offer gear cloth' and answered 'gear lane open',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2070,116,glass_harbor,Nia,Nia heard 'I ask net owner' and answered 'lamp stays bright',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2071,116,cinder_garden,Pax,Pax heard 'I offer cool stone' and answered 'cool hand means wait',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2072,116,lichen_bridge,Rin,Rin heard 'I do not step on rope' and answered 'bell has keeper',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2073,116,orchid_engine,Eli,Eli heard 'I need translation' and answered 'say it with palms',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2074,116,moss_ward,Ari,Ari heard 'I wait' and answered 'warm cup first',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2075,116,glass_harbor,Oren,Oren heard 'I ask net owner' and answered 'lamp stays bright',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2076,116,cinder_garden,Vale,Vale heard 'I offer cool stone' and answered 'cool hand means wait',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2077,116,lichen_bridge,Sol,Sol heard 'I do not step on rope' and answered 'bell has keeper',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2078,116,orchid_engine,Bea,Bea heard 'I need translation' and answered 'say it with palms',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2079,116,moss_ward,Fay,Fay heard 'I wait' and answered 'warm cup first',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2080,116,glass_harbor,Puck,Puck heard 'I ask net owner' and answered 'lamp stays bright',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2081,116,cinder_garden,Wren,Wren heard 'I offer cool stone' and answered 'cool hand means wait',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2082,116,lichen_bridge,Kio,Kio heard 'I do not step on rope' and answered 'bell has keeper',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2083,116,orchid_engine,Cai,Cai heard 'I need translation' and answered 'say it with palms',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2084,116,moss_ward,Milo,Milo heard 'I wait' and answered 'warm cup first',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2085,116,glass_harbor,Sera,Sera heard 'I ask net owner' and answered 'lamp stays bright',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2086,116,cinder_garden,Juno,Juno heard 'I offer cool stone' and answered 'cool hand means wait',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2087,116,lichen_bridge,Luma,Luma heard 'I do not step on rope' and answered 'bell has keeper',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2088,117,moss_ward,Ari,Ari heard 'I offer trade' and answered 'blanket path clear',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2089,117,glass_harbor,Oren,Oren heard 'I do not dim lamp' and answered 'fog catcher closed',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2090,117,cinder_garden,Vale,Vale heard 'I need translation' and answered 'repeat without hurry',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2091,117,lichen_bridge,Sol,Sol heard 'I touch rope post' and answered 'signal hush first',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2092,117,orchid_engine,Bea,Bea heard 'I ask valve custom' and answered 'orchid lamp rests',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2093,117,moss_ward,Fay,Fay heard 'I offer trade' and answered 'blanket path clear',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2094,117,glass_harbor,Puck,Puck heard 'I do not dim lamp' and answered 'fog catcher closed',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2095,117,cinder_garden,Wren,Wren heard 'I need translation' and answered 'repeat without hurry',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2096,117,lichen_bridge,Kio,Kio heard 'I touch rope post' and answered 'signal hush first',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2097,117,orchid_engine,Cai,Cai heard 'I ask valve custom' and answered 'orchid lamp rests',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2098,117,moss_ward,Milo,Milo heard 'I offer trade' and answered 'blanket path clear',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2099,117,glass_harbor,Sera,Sera heard 'I do not dim lamp' and answered 'fog catcher closed',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2100,117,cinder_garden,Juno,Juno heard 'I need translation' and answered 'repeat without hurry',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2101,117,lichen_bridge,Luma,Luma heard 'I touch rope post' and answered 'signal hush first',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2102,117,orchid_engine,Dax,Dax heard 'I ask valve custom' and answered 'orchid lamp rests',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2103,117,moss_ward,Tala,Tala heard 'I offer trade' and answered 'blanket path clear',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2104,117,glass_harbor,Nia,Nia heard 'I do not dim lamp' and answered 'fog catcher closed',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2105,117,cinder_garden,Pax,Pax heard 'I need translation' and answered 'repeat without hurry',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2106,118,orchid_engine,Bea,Bea heard 'I do not turn key' and answered 'cup before engine',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2107,118,moss_ward,Fay,Fay heard 'I need translation' and answered 'speak slower',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2108,118,glass_harbor,Puck,Puck heard 'I wait by lamp' and answered 'tea before crossing',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2109,118,cinder_garden,Wren,Wren heard 'I ask seed path' and answered 'seed rows sleep',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2110,118,lichen_bridge,Kio,Kio heard 'I offer rope help' and answered 'meal room welcomes',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2111,118,orchid_engine,Cai,Cai heard 'I do not turn key' and answered 'cup before engine',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2112,118,moss_ward,Milo,Milo heard 'I need translation' and answered 'speak slower',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2113,118,glass_harbor,Sera,Sera heard 'I wait by lamp' and answered 'tea before crossing',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2114,118,cinder_garden,Juno,Juno heard 'I ask seed path' and answered 'seed rows sleep',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2115,118,lichen_bridge,Luma,Luma heard 'I offer rope help' and answered 'meal room welcomes',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2116,118,orchid_engine,Dax,Dax heard 'I do not turn key' and answered 'cup before engine',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2117,118,moss_ward,Tala,Tala heard 'I need translation' and answered 'speak slower',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2118,118,glass_harbor,Nia,Nia heard 'I wait by lamp' and answered 'tea before crossing',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2119,118,cinder_garden,Pax,Pax heard 'I ask seed path' and answered 'seed rows sleep',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2120,118,lichen_bridge,Rin,Rin heard 'I offer rope help' and answered 'meal room welcomes',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2121,118,orchid_engine,Eli,Eli heard 'I do not turn key' and answered 'cup before engine',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2122,118,moss_ward,Ari,Ari heard 'I need translation' and answered 'speak slower',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2123,118,glass_harbor,Oren,Oren heard 'I wait by lamp' and answered 'tea before crossing',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2124,119,lichen_bridge,Kio,Kio heard 'I need translation' and answered 'gesture again',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2125,119,orchid_engine,Cai,Cai heard 'I wait outside ring' and answered 'valve listener first',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2126,119,moss_ward,Milo,Milo heard 'I ask rain custom' and answered 'rain clay is named',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2127,119,glass_harbor,Sera,Sera heard 'I offer salt token' and answered 'net has keeper',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2128,119,cinder_garden,Juno,Juno heard 'I do not cross rows' and answered 'ash path open',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2129,119,lichen_bridge,Luma,Luma heard 'I need translation' and answered 'gesture again',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2130,119,orchid_engine,Dax,Dax heard 'I wait outside ring' and answered 'valve listener first',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2131,119,moss_ward,Tala,Tala heard 'I ask rain custom' and answered 'rain clay is named',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2132,119,glass_harbor,Nia,Nia heard 'I offer salt token' and answered 'net has keeper',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2133,119,cinder_garden,Pax,Pax heard 'I do not cross rows' and answered 'ash path open',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2134,119,lichen_bridge,Rin,Rin heard 'I need translation' and answered 'gesture again',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2135,119,orchid_engine,Eli,Eli heard 'I wait outside ring' and answered 'valve listener first',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2136,119,moss_ward,Ari,Ari heard 'I ask rain custom' and answered 'rain clay is named',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2137,119,glass_harbor,Oren,Oren heard 'I offer salt token' and answered 'net has keeper',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2138,119,cinder_garden,Vale,Vale heard 'I do not cross rows' and answered 'ash path open',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2139,119,lichen_bridge,Sol,Sol heard 'I need translation' and answered 'gesture again',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2140,119,orchid_engine,Bea,Bea heard 'I wait outside ring' and answered 'valve listener first',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2141,119,moss_ward,Fay,Fay heard 'I ask rain custom' and answered 'rain clay is named',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2142,120,cinder_garden,Juno,Juno heard 'I bow to shade' and answered 'shade cloth first',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2143,120,lichen_bridge,Luma,Luma heard 'I ask bell custom' and answered 'rope has tension',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2144,120,orchid_engine,Dax,Dax heard 'I offer gear cloth' and answered 'gear lane open',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2145,120,moss_ward,Tala,Tala heard 'I do not touch' and answered 'trade can wait',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2146,120,glass_harbor,Nia,Nia heard 'I need translation' and answered 'repeat with bell',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2147,120,cinder_garden,Pax,Pax heard 'I bow to shade' and answered 'shade cloth first',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2148,120,lichen_bridge,Rin,Rin heard 'I ask bell custom' and answered 'rope has tension',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2149,120,orchid_engine,Eli,Eli heard 'I offer gear cloth' and answered 'gear lane open',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2150,120,moss_ward,Ari,Ari heard 'I do not touch' and answered 'trade can wait',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2151,120,glass_harbor,Oren,Oren heard 'I need translation' and answered 'repeat with bell',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2152,120,cinder_garden,Vale,Vale heard 'I bow to shade' and answered 'shade cloth first',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2153,120,lichen_bridge,Sol,Sol heard 'I ask bell custom' and answered 'rope has tension',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2154,120,orchid_engine,Bea,Bea heard 'I offer gear cloth' and answered 'gear lane open',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2155,120,moss_ward,Fay,Fay heard 'I do not touch' and answered 'trade can wait',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2156,120,glass_harbor,Puck,Puck heard 'I need translation' and answered 'repeat with bell',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2157,120,cinder_garden,Wren,Wren heard 'I bow to shade' and answered 'shade cloth first',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2158,120,lichen_bridge,Kio,Kio heard 'I ask bell custom' and answered 'rope has tension',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2159,120,orchid_engine,Cai,Cai heard 'I offer gear cloth' and answered 'gear lane open',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2160,121,glass_harbor,Nia,Nia heard 'I ask net owner' and answered 'lamp stays bright',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2161,121,cinder_garden,Pax,Pax heard 'I offer cool stone' and answered 'cool hand means wait',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2162,121,lichen_bridge,Rin,Rin heard 'I do not step on rope' and answered 'bell has keeper',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2163,121,orchid_engine,Eli,Eli heard 'I need translation' and answered 'say it with palms',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2164,121,moss_ward,Ari,Ari heard 'I wait' and answered 'warm cup first',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2165,121,glass_harbor,Oren,Oren heard 'I ask net owner' and answered 'lamp stays bright',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2166,121,cinder_garden,Vale,Vale heard 'I offer cool stone' and answered 'cool hand means wait',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2167,121,lichen_bridge,Sol,Sol heard 'I do not step on rope' and answered 'bell has keeper',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2168,121,orchid_engine,Bea,Bea heard 'I need translation' and answered 'say it with palms',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2169,121,moss_ward,Fay,Fay heard 'I wait' and answered 'warm cup first',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2170,121,glass_harbor,Puck,Puck heard 'I ask net owner' and answered 'lamp stays bright',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2171,121,cinder_garden,Wren,Wren heard 'I offer cool stone' and answered 'cool hand means wait',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2172,121,lichen_bridge,Kio,Kio heard 'I do not step on rope' and answered 'bell has keeper',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
2173,121,orchid_engine,Cai,Cai heard 'I need translation' and answered 'say it with palms',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
