tick_id,day,settlement_id,resident_id,object_id,avatar_choice,remembered_debt,remembered_default,prompt,resident_reply,debt_before,debt_after,trust_before,trust_after,choice_visible,choice_affects_state,private_memory_not_dumped
3217,179,riverbend,Cee,cedar plank,offer_return_help,0.76,defaulted,offer return help,"Cee: Help with returning cedar plank, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3218,179,roofward,Bex,herb ledger,choose_repay,0.76,defaulted,repay remembered object debt,Bex: Repayment lowers the herb ledger debt.,0.76,0.74,0.12,0.128,True,True,True
3219,179,archive,Nia,memory tag,choose_ignore,0.72,not due,ignore remembered debt,Nia: Ignoring the memory tag debt keeps it on the board.,0.72,0.726,0.136,0.133,True,True,True
3222,180,riverbend,Lio,cedar plank,listen_later,0.76,defaulted,ask debt status,Lio: The cedar plank debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
3223,180,roofward,Orr,herb ledger,offer_return_help,0.76,defaulted,offer return help,"Orr: Help with returning herb ledger, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3224,180,archive,Rin,memory tag,choose_repay,0.752,not due,repay remembered object debt,Rin: Repayment lowers the memory tag debt.,0.752,0.732,0.122,0.13,True,True,True
3225,180,signal,Milo,wind wrap,choose_ignore,0.76,defaulted,ignore remembered debt,Milo: Ignoring the wind wrap debt keeps it on the board.,0.76,0.76,0.131,0.128,True,True,True
3228,180,riverbend,Nox,binding cord,choose_ignore,0.76,defaulted,ignore remembered debt,Nox: Ignoring the binding cord debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
3231,180,signal,Kesh,oil lantern,offer_return_help,0.76,defaulted,offer return help,"Kesh: Help with returning oil lantern, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3232,180,orchard,Suf,dry cord,choose_repay,0.76,defaulted,repay remembered object debt,Suf: Repayment lowers the dry cord debt.,0.76,0.74,0.12,0.128,True,True,True
3233,180,repair_ring,Juno,cool cloth,choose_ignore,0.76,defaulted,ignore remembered debt,Juno: Ignoring the cool cloth debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
3234,180,riverbend,Lio,cedar plank,offer_return_help,0.759,not due,offer return help,"Lio: Help with returning cedar plank, not with erasing the debt.",0.759,0.745,0.13,0.136,True,True,True
3235,180,roofward,Orr,herb ledger,choose_repay,0.76,defaulted,repay remembered object debt,Orr: Repayment lowers the herb ledger debt.,0.76,0.74,0.12,0.128,True,True,True
3236,180,archive,Rin,memory tag,choose_ignore,0.744,not due,ignore remembered debt,Rin: Ignoring the memory tag debt keeps it on the board.,0.744,0.75,0.124,0.121,True,True,True
3237,180,signal,Milo,wind wrap,absent,0.76,defaulted,ask debt status,Milo: The wind wrap debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
3239,180,repair_ring,Vale,copper wire,offer_return_help,0.76,defaulted,offer return help,"Vale: Help with returning copper wire, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3240,181,roofward,Sera,herb ledger,offer_return_help,0.76,defaulted,offer return help,"Sera: Help with returning herb ledger, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3241,181,archive,Vell,memory tag,choose_repay,0.76,defaulted,repay remembered object debt,Vell: Repayment lowers the memory tag debt.,0.76,0.74,0.12,0.128,True,True,True
3242,181,signal,Oda,wind wrap,choose_ignore,0.76,defaulted,ignore remembered debt,Oda: Ignoring the wind wrap debt keeps it on the board.,0.76,0.76,0.125,0.122,True,True,True
3243,181,orchard,Ivo,seed satchel,absent,0.76,defaulted,ask debt status,Ivo: The seed satchel debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
3245,181,riverbend,Cee,binding cord,choose_ignore,0.746,not due,ignore remembered debt,Cee: Ignoring the binding cord debt keeps it on the board.,0.746,0.752,0.136,0.133,True,True,True
3246,181,roofward,Bex,shade cloth,absent,0.74,not due,ask debt status,Bex: The shade cloth debt is remembered by role and witness.,0.74,0.739,0.128,0.128,True,True,True
3248,181,signal,Ren,oil lantern,offer_return_help,0.76,defaulted,offer return help,"Ren: Help with returning oil lantern, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3249,181,orchard,Pim,dry cord,choose_repay,0.76,defaulted,repay remembered object debt,Pim: Repayment lowers the dry cord debt.,0.76,0.74,0.12,0.128,True,True,True
3250,181,repair_ring,Wren,cool cloth,choose_ignore,0.76,defaulted,ignore remembered debt,Wren: Ignoring the cool cloth debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
3251,181,riverbend,Ari,cedar plank,offer_return_help,0.76,not due,offer return help,"Ari: Help with returning cedar plank, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3252,181,roofward,Sera,herb ledger,choose_repay,0.76,defaulted,repay remembered object debt,Sera: Repayment lowers the herb ledger debt.,0.76,0.74,0.12,0.128,True,True,True
3253,181,archive,Vell,memory tag,choose_ignore,0.752,defaulted,ignore remembered debt,Vell: Ignoring the memory tag debt keeps it on the board.,0.752,0.758,0.122,0.12,True,True,True
3255,181,orchard,Ivo,seed satchel,listen_later,0.76,defaulted,ask debt status,Ivo: The seed satchel debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
3256,181,repair_ring,Pax,copper wire,offer_return_help,0.76,not due,offer return help,"Pax: Help with returning copper wire, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3258,182,archive,Toma,memory tag,choose_repay,0.76,defaulted,repay remembered object debt,Toma: Repayment lowers the memory tag debt.,0.76,0.74,0.12,0.128,True,True,True
3259,182,signal,Kesh,wind wrap,choose_ignore,0.76,defaulted,ignore remembered debt,Kesh: Ignoring the wind wrap debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
3261,182,repair_ring,Juno,copper wire,listen_later,0.76,not due,ask debt status,Juno: The copper wire debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
3262,182,riverbend,Lio,binding cord,choose_ignore,0.745,not due,ignore remembered debt,Lio: Ignoring the binding cord debt keeps it on the board.,0.745,0.751,0.136,0.133,True,True,True
3264,182,archive,Rin,signal spool,listen_later,0.76,defaulted,ask debt status,Rin: The signal spool debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
3265,182,signal,Milo,oil lantern,offer_return_help,0.76,defaulted,offer return help,"Milo: Help with returning oil lantern, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3266,182,orchard,Mara,dry cord,choose_repay,0.76,defaulted,repay remembered object debt,Mara: Repayment lowers the dry cord debt.,0.76,0.74,0.12,0.128,True,True,True
3267,182,repair_ring,Vale,cool cloth,choose_ignore,0.746,not due,ignore remembered debt,Vale: Ignoring the cool cloth debt keeps it on the board.,0.746,0.752,0.136,0.133,True,True,True
3268,182,riverbend,Nox,cedar plank,offer_return_help,0.76,defaulted,offer return help,"Nox: Help with returning cedar plank, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3269,182,roofward,Fay,herb ledger,choose_repay,0.76,defaulted,repay remembered object debt,Fay: Repayment lowers the herb ledger debt.,0.76,0.74,0.12,0.128,True,True,True
3270,182,archive,Toma,memory tag,choose_ignore,0.76,defaulted,ignore remembered debt,Toma: Ignoring the memory tag debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
3273,182,repair_ring,Juno,copper wire,offer_return_help,0.759,not due,offer return help,"Juno: Help with returning copper wire, not with erasing the debt.",0.759,0.745,0.13,0.136,True,True,True
3276,183,signal,Ren,wind wrap,choose_ignore,0.76,defaulted,ignore remembered debt,Ren: Ignoring the wind wrap debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
3279,183,riverbend,Ari,binding cord,choose_ignore,0.746,not due,ignore remembered debt,Ari: Ignoring the binding cord debt keeps it on the board.,0.746,0.752,0.136,0.133,True,True,True
3282,183,signal,Oda,oil lantern,offer_return_help,0.76,defaulted,offer return help,"Oda: Help with returning oil lantern, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3283,183,orchard,Ivo,dry cord,choose_repay,0.76,defaulted,repay remembered object debt,Ivo: Repayment lowers the dry cord debt.,0.76,0.74,0.12,0.128,True,True,True
3284,183,repair_ring,Pax,cool cloth,choose_ignore,0.758,not due,ignore remembered debt,Pax: Ignoring the cool cloth debt keeps it on the board.,0.758,0.76,0.13,0.127,True,True,True
3285,183,riverbend,Cee,cedar plank,offer_return_help,0.76,defaulted,offer return help,"Cee: Help with returning cedar plank, not with erasing the debt.",0.76,0.746,0.131,0.137,True,True,True
3286,183,roofward,Bex,herb ledger,choose_repay,0.76,defaulted,repay remembered object debt,Bex: Repayment lowers the herb ledger debt.,0.76,0.74,0.12,0.128,True,True,True
3287,183,archive,Nia,memory tag,choose_ignore,0.76,defaulted,ignore remembered debt,Nia: Ignoring the memory tag debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
3288,183,signal,Ren,wind wrap,absent,0.76,defaulted,ask debt status,Ren: The wind wrap debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
3290,183,repair_ring,Wren,copper wire,offer_return_help,0.76,not due,offer return help,"Wren: Help with returning copper wire, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3291,183,riverbend,Ari,binding cord,absent,0.752,not due,ask debt status,Ari: The binding cord debt is remembered by role and witness.,0.752,0.751,0.133,0.133,True,True,True
3293,183,archive,Vell,signal spool,offer_return_help,0.76,defaulted,offer return help,"Vell: Help with returning signal spool, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3294,184,orchard,Mara,seed satchel,absent,0.74,not due,ask debt status,Mara: The seed satchel debt is remembered by role and witness.,0.74,0.739,0.128,0.128,True,True,True
3296,184,riverbend,Nox,binding cord,choose_ignore,0.758,not due,ignore remembered debt,Nox: Ignoring the binding cord debt keeps it on the board.,0.758,0.76,0.13,0.127,True,True,True
3297,184,roofward,Fay,shade cloth,absent,0.76,defaulted,ask debt status,Fay: The shade cloth debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
3299,184,signal,Kesh,oil lantern,offer_return_help,0.76,defaulted,offer return help,"Kesh: Help with returning oil lantern, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3300,184,orchard,Suf,dry cord,choose_repay,0.76,not due,repay remembered object debt,Suf: Repayment lowers the dry cord debt.,0.76,0.74,0.12,0.128,True,True,True
3301,184,repair_ring,Juno,cool cloth,choose_ignore,0.757,defaulted,ignore remembered debt,Juno: Ignoring the cool cloth debt keeps it on the board.,0.757,0.76,0.13,0.127,True,True,True
3302,184,riverbend,Lio,cedar plank,offer_return_help,0.76,defaulted,offer return help,"Lio: Help with returning cedar plank, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3303,184,roofward,Orr,herb ledger,choose_repay,0.76,defaulted,repay remembered object debt,Orr: Repayment lowers the herb ledger debt.,0.76,0.74,0.12,0.128,True,True,True
3304,184,archive,Rin,memory tag,choose_ignore,0.76,defaulted,ignore remembered debt,Rin: Ignoring the memory tag debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
3306,184,orchard,Mara,seed satchel,listen_later,0.739,not due,ask debt status,Mara: The seed satchel debt is remembered by role and witness.,0.739,0.738,0.128,0.128,True,True,True
3307,184,repair_ring,Vale,copper wire,offer_return_help,0.76,defaulted,offer return help,"Vale: Help with returning copper wire, not with erasing the debt.",0.76,0.746,0.131,0.137,True,True,True
3309,184,roofward,Fay,shade cloth,listen_later,0.76,defaulted,ask debt status,Fay: The shade cloth debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
3310,184,archive,Toma,signal spool,offer_return_help,0.76,defaulted,offer return help,"Toma: Help with returning signal spool, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3311,184,signal,Kesh,oil lantern,choose_repay,0.76,defaulted,repay remembered object debt,Kesh: Repayment lowers the oil lantern debt.,0.76,0.74,0.12,0.128,True,True,True
3312,185,repair_ring,Pax,copper wire,listen_later,0.76,defaulted,ask debt status,Pax: The copper wire debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
3313,185,riverbend,Cee,binding cord,choose_ignore,0.758,defaulted,ignore remembered debt,Cee: Ignoring the binding cord debt keeps it on the board.,0.758,0.76,0.131,0.128,True,True,True
3315,185,archive,Nia,signal spool,listen_later,0.76,defaulted,ask debt status,Nia: The signal spool debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
3316,185,signal,Ren,oil lantern,offer_return_help,0.76,defaulted,offer return help,"Ren: Help with returning oil lantern, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3317,185,orchard,Pim,dry cord,choose_repay,0.76,not due,repay remembered object debt,Pim: Repayment lowers the dry cord debt.,0.76,0.74,0.12,0.128,True,True,True
3318,185,repair_ring,Wren,cool cloth,choose_ignore,0.76,defaulted,ignore remembered debt,Wren: Ignoring the cool cloth debt keeps it on the board.,0.76,0.76,0.124,0.121,True,True,True
3319,185,riverbend,Ari,cedar plank,offer_return_help,0.76,defaulted,offer return help,"Ari: Help with returning cedar plank, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3320,185,roofward,Sera,herb ledger,choose_repay,0.76,defaulted,repay remembered object debt,Sera: Repayment lowers the herb ledger debt.,0.76,0.74,0.12,0.128,True,True,True
3321,185,archive,Vell,memory tag,choose_ignore,0.76,defaulted,ignore remembered debt,Vell: Ignoring the memory tag debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
3324,185,repair_ring,Pax,copper wire,offer_return_help,0.76,defaulted,offer return help,"Pax: Help with returning copper wire, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3327,185,archive,Nia,signal spool,offer_return_help,0.76,defaulted,offer return help,"Nia: Help with returning signal spool, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3328,185,signal,Ren,oil lantern,choose_repay,0.76,defaulted,repay remembered object debt,Ren: Repayment lowers the oil lantern debt.,0.76,0.74,0.12,0.128,True,True,True
3329,185,orchard,Pim,dry cord,choose_ignore,0.752,not due,ignore remembered debt,Pim: Ignoring the dry cord debt keeps it on the board.,0.752,0.758,0.122,0.12,True,True,True
3330,186,riverbend,Lio,binding cord,choose_ignore,0.76,defaulted,ignore remembered debt,Lio: Ignoring the binding cord debt keeps it on the board.,0.76,0.76,0.124,0.121,True,True,True
3333,186,signal,Milo,oil lantern,offer_return_help,0.76,defaulted,offer return help,"Milo: Help with returning oil lantern, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3334,186,orchard,Mara,dry cord,choose_repay,0.75,defaulted,repay remembered object debt,Mara: Repayment lowers the dry cord debt.,0.75,0.73,0.122,0.13,True,True,True
3335,186,repair_ring,Vale,cool cloth,choose_ignore,0.76,defaulted,ignore remembered debt,Vale: Ignoring the cool cloth debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
3336,186,riverbend,Nox,cedar plank,offer_return_help,0.76,defaulted,offer return help,"Nox: Help with returning cedar plank, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3337,186,roofward,Fay,herb ledger,choose_repay,0.76,defaulted,repay remembered object debt,Fay: Repayment lowers the herb ledger debt.,0.76,0.74,0.12,0.128,True,True,True
3338,186,archive,Toma,memory tag,choose_ignore,0.76,defaulted,ignore remembered debt,Toma: Ignoring the memory tag debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
3339,186,signal,Kesh,wind wrap,absent,0.74,not due,ask debt status,Kesh: The wind wrap debt is remembered by role and witness.,0.74,0.739,0.128,0.128,True,True,True
3341,186,repair_ring,Juno,copper wire,offer_return_help,0.76,defaulted,offer return help,"Juno: Help with returning copper wire, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3342,186,riverbend,Lio,binding cord,absent,0.76,defaulted,ask debt status,Lio: The binding cord debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
3344,186,archive,Rin,signal spool,offer_return_help,0.76,not due,offer return help,"Rin: Help with returning signal spool, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3345,186,signal,Milo,oil lantern,choose_repay,0.76,defaulted,repay remembered object debt,Milo: Repayment lowers the oil lantern debt.,0.76,0.74,0.12,0.128,True,True,True
3346,186,orchard,Mara,dry cord,choose_ignore,0.742,defaulted,ignore remembered debt,Mara: Ignoring the dry cord debt keeps it on the board.,0.742,0.748,0.124,0.121,True,True,True
3348,187,roofward,Sera,shade cloth,absent,0.76,defaulted,ask debt status,Sera: The shade cloth debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
3350,187,signal,Oda,oil lantern,offer_return_help,0.76,defaulted,offer return help,"Oda: Help with returning oil lantern, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3351,187,orchard,Ivo,dry cord,choose_repay,0.76,defaulted,repay remembered object debt,Ivo: Repayment lowers the dry cord debt.,0.76,0.74,0.12,0.128,True,True,True
3352,187,repair_ring,Pax,cool cloth,choose_ignore,0.76,defaulted,ignore remembered debt,Pax: Ignoring the cool cloth debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
3353,187,riverbend,Cee,cedar plank,offer_return_help,0.76,defaulted,offer return help,"Cee: Help with returning cedar plank, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3354,187,roofward,Bex,herb ledger,choose_repay,0.76,defaulted,repay remembered object debt,Bex: Repayment lowers the herb ledger debt.,0.76,0.74,0.12,0.128,True,True,True
3355,187,archive,Nia,memory tag,choose_ignore,0.746,not due,ignore remembered debt,Nia: Ignoring the memory tag debt keeps it on the board.,0.746,0.752,0.136,0.133,True,True,True
3357,187,orchard,Pim,seed satchel,listen_later,0.76,defaulted,ask debt status,Pim: The seed satchel debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
3358,187,repair_ring,Wren,copper wire,offer_return_help,0.76,defaulted,offer return help,"Wren: Help with returning copper wire, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3360,187,roofward,Sera,shade cloth,listen_later,0.76,defaulted,ask debt status,Sera: The shade cloth debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
3361,187,archive,Vell,signal spool,offer_return_help,0.76,not due,offer return help,"Vell: Help with returning signal spool, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3362,187,signal,Oda,oil lantern,choose_repay,0.76,defaulted,repay remembered object debt,Oda: Repayment lowers the oil lantern debt.,0.76,0.74,0.12,0.128,True,True,True
3363,187,orchard,Ivo,dry cord,choose_ignore,0.76,defaulted,ignore remembered debt,Ivo: Ignoring the dry cord debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
3365,187,riverbend,Cee,cedar plank,choose_repay,0.76,defaulted,repay remembered object debt,Cee: Repayment lowers the cedar plank debt.,0.76,0.74,0.12,0.128,True,True,True
3366,188,archive,Toma,signal spool,listen_later,0.76,not due,ask debt status,Toma: The signal spool debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
3367,188,signal,Kesh,oil lantern,offer_return_help,0.76,defaulted,offer return help,"Kesh: Help with returning oil lantern, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3368,188,orchard,Suf,dry cord,choose_repay,0.76,defaulted,repay remembered object debt,Suf: Repayment lowers the dry cord debt.,0.76,0.74,0.12,0.128,True,True,True
3369,188,repair_ring,Juno,cool cloth,choose_ignore,0.76,defaulted,ignore remembered debt,Juno: Ignoring the cool cloth debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
3370,188,riverbend,Lio,cedar plank,offer_return_help,0.76,defaulted,offer return help,"Lio: Help with returning cedar plank, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3371,188,roofward,Orr,herb ledger,choose_repay,0.76,defaulted,repay remembered object debt,Orr: Repayment lowers the herb ledger debt.,0.76,0.74,0.12,0.128,True,True,True
3372,188,archive,Rin,memory tag,choose_ignore,0.746,not due,ignore remembered debt,Rin: Ignoring the memory tag debt keeps it on the board.,0.746,0.752,0.136,0.133,True,True,True
3375,188,repair_ring,Vale,copper wire,offer_return_help,0.76,defaulted,offer return help,"Vale: Help with returning copper wire, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3378,188,archive,Toma,signal spool,offer_return_help,0.759,not due,offer return help,"Toma: Help with returning signal spool, not with erasing the debt.",0.759,0.745,0.13,0.136,True,True,True
3379,188,signal,Kesh,oil lantern,choose_repay,0.76,defaulted,repay remembered object debt,Kesh: Repayment lowers the oil lantern debt.,0.76,0.74,0.12,0.128,True,True,True
3380,188,orchard,Suf,dry cord,choose_ignore,0.76,defaulted,ignore remembered debt,Suf: Ignoring the dry cord debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
3381,188,repair_ring,Juno,cool cloth,absent,0.76,defaulted,ask debt status,Juno: The cool cloth debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
3382,188,riverbend,Lio,cedar plank,choose_repay,0.76,defaulted,repay remembered object debt,Lio: Repayment lowers the cedar plank debt.,0.76,0.74,0.12,0.128,True,True,True
3383,188,roofward,Orr,herb ledger,choose_ignore,0.76,defaulted,ignore remembered debt,Orr: Ignoring the herb ledger debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
3384,189,signal,Ren,oil lantern,offer_return_help,0.76,defaulted,offer return help,"Ren: Help with returning oil lantern, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3385,189,orchard,Pim,dry cord,choose_repay,0.76,defaulted,repay remembered object debt,Pim: Repayment lowers the dry cord debt.,0.76,0.74,0.12,0.128,True,True,True
3386,189,repair_ring,Wren,cool cloth,choose_ignore,0.76,defaulted,ignore remembered debt,Wren: Ignoring the cool cloth debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
3387,189,riverbend,Ari,cedar plank,offer_return_help,0.76,defaulted,offer return help,"Ari: Help with returning cedar plank, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3388,189,roofward,Sera,herb ledger,choose_repay,0.759,not due,repay remembered object debt,Sera: Repayment lowers the herb ledger debt.,0.759,0.739,0.12,0.128,True,True,True
3389,189,archive,Vell,memory tag,choose_ignore,0.758,not due,ignore remembered debt,Vell: Ignoring the memory tag debt keeps it on the board.,0.758,0.76,0.13,0.127,True,True,True
3390,189,signal,Oda,wind wrap,absent,0.76,defaulted,ask debt status,Oda: The wind wrap debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
3392,189,repair_ring,Pax,copper wire,offer_return_help,0.76,defaulted,offer return help,"Pax: Help with returning copper wire, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3393,189,riverbend,Cee,binding cord,absent,0.76,defaulted,ask debt status,Cee: The binding cord debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
3395,189,archive,Nia,signal spool,offer_return_help,0.76,not due,offer return help,"Nia: Help with returning signal spool, not with erasing the debt.",0.76,0.746,0.137,0.143,True,True,True
3396,189,signal,Ren,oil lantern,choose_repay,0.76,defaulted,repay remembered object debt,Ren: Repayment lowers the oil lantern debt.,0.76,0.74,0.12,0.128,True,True,True
3397,189,orchard,Pim,dry cord,choose_ignore,0.76,defaulted,ignore remembered debt,Pim: Ignoring the dry cord debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
3399,189,riverbend,Ari,cedar plank,choose_repay,0.76,defaulted,repay remembered object debt,Ari: Repayment lowers the cedar plank debt.,0.76,0.74,0.12,0.128,True,True,True
3400,189,roofward,Sera,herb ledger,choose_ignore,0.739,not due,ignore remembered debt,Sera: Ignoring the herb ledger debt keeps it on the board.,0.739,0.745,0.128,0.125,True,True,True
3402,190,orchard,Mara,dry cord,choose_repay,0.76,defaulted,repay remembered object debt,Mara: Repayment lowers the dry cord debt.,0.76,0.74,0.12,0.128,True,True,True
3403,190,repair_ring,Vale,cool cloth,choose_ignore,0.76,defaulted,ignore remembered debt,Vale: Ignoring the cool cloth debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
3404,190,riverbend,Nox,cedar plank,offer_return_help,0.76,defaulted,offer return help,"Nox: Help with returning cedar plank, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3405,190,roofward,Fay,herb ledger,choose_repay,0.74,not due,repay remembered object debt,Fay: Repayment lowers the herb ledger debt.,0.74,0.72,0.128,0.136,True,True,True
3406,190,archive,Toma,memory tag,choose_ignore,0.757,defaulted,ignore remembered debt,Toma: Ignoring the memory tag debt keeps it on the board.,0.757,0.76,0.13,0.127,True,True,True
3408,190,orchard,Suf,seed satchel,listen_later,0.76,defaulted,ask debt status,Suf: The seed satchel debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
3409,190,repair_ring,Juno,copper wire,offer_return_help,0.76,defaulted,offer return help,"Juno: Help with returning copper wire, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3411,190,roofward,Orr,shade cloth,listen_later,0.76,not due,ask debt status,Orr: The shade cloth debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
3412,190,archive,Rin,signal spool,offer_return_help,0.76,defaulted,offer return help,"Rin: Help with returning signal spool, not with erasing the debt.",0.76,0.746,0.137,0.143,True,True,True
3413,190,signal,Milo,oil lantern,choose_repay,0.76,defaulted,repay remembered object debt,Milo: Repayment lowers the oil lantern debt.,0.76,0.74,0.12,0.128,True,True,True
3414,190,orchard,Mara,dry cord,choose_ignore,0.76,defaulted,ignore remembered debt,Mara: Ignoring the dry cord debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
3416,190,riverbend,Nox,cedar plank,choose_repay,0.76,defaulted,repay remembered object debt,Nox: Repayment lowers the cedar plank debt.,0.76,0.74,0.12,0.128,True,True,True
3417,190,roofward,Fay,herb ledger,choose_ignore,0.72,not due,ignore remembered debt,Fay: Ignoring the herb ledger debt keeps it on the board.,0.72,0.726,0.136,0.133,True,True,True
3420,191,repair_ring,Pax,cool cloth,choose_ignore,0.76,defaulted,ignore remembered debt,Pax: Ignoring the cool cloth debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
3421,191,riverbend,Cee,cedar plank,offer_return_help,0.76,defaulted,offer return help,"Cee: Help with returning cedar plank, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3422,191,roofward,Bex,herb ledger,choose_repay,0.752,not due,repay remembered object debt,Bex: Repayment lowers the herb ledger debt.,0.752,0.732,0.122,0.13,True,True,True
3423,191,archive,Nia,memory tag,choose_ignore,0.76,defaulted,ignore remembered debt,Nia: Ignoring the memory tag debt keeps it on the board.,0.76,0.76,0.131,0.128,True,True,True
3426,191,repair_ring,Wren,copper wire,offer_return_help,0.76,defaulted,offer return help,"Wren: Help with returning copper wire, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3429,191,archive,Vell,signal spool,offer_return_help,0.76,defaulted,offer return help,"Vell: Help with returning signal spool, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
3430,191,signal,Oda,oil lantern,choose_repay,0.76,defaulted,repay remembered object debt,Oda: Repayment lowers the oil lantern debt.,0.76,0.74,0.12,0.128,True,True,True
3431,191,orchard,Ivo,dry cord,choose_ignore,0.76,defaulted,ignore remembered debt,Ivo: Ignoring the dry cord debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
3432,191,repair_ring,Pax,cool cloth,absent,0.76,not due,ask debt status,Pax: The cool cloth debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
3433,191,riverbend,Cee,cedar plank,choose_repay,0.76,defaulted,repay remembered object debt,Cee: Repayment lowers the cedar plank debt.,0.76,0.74,0.12,0.128,True,True,True
3434,191,roofward,Bex,herb ledger,choose_ignore,0.744,not due,ignore remembered debt,Bex: Ignoring the herb ledger debt keeps it on the board.,0.744,0.75,0.124,0.121,True,True,True
