tick_id,day,settlement_id,resident_id,custom_or_law,restricted_object,avatar_choice,allowed_state,consequence,trust_before,trust_after,custom_visible_before_choice,refusal_or_warning_respected,local_history_preserved
2241,125,lichen_bridge,Luma,meal room first for strangers,signal bell,offer_greeting,observed,no custom violation,0.94,0.94,True,True,True
2242,125,orchid_engine,Dax,do not turn valve key,orchid lamp,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.914,0.924,True,True,True
2243,125,moss_ward,Tala,step around blanket circle,root archive,repeat_local_phrase,observed,no custom violation,0.93,0.932,True,True,True
2244,125,glass_harbor,Nia,leave fog catcher capped,brass lantern,offer_trade_good,observed,no custom violation,0.94,0.94,True,True,True
2245,125,cinder_garden,Pax,do not cross seed rows,shade pole,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.904,0.886,True,True,True
2246,125,lichen_bridge,Rin,ask before signal bell,meal ledger,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.914,0.924,True,True,True
2247,125,orchid_engine,Eli,keep gear wash lane open,valve key,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2248,125,moss_ward,Ari,ask before touching rain clay,blanket loom,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.926,0.916,True,True,True
2249,125,glass_harbor,Oren,ask before lifting nets,fog catcher,wait_for_resident_lead,observed,no custom violation,0.912,0.914,True,True,True
2250,126,lichen_bridge,Kio,do not step on tension rope,rope kit,repeat_local_phrase,observed,no custom violation,0.94,0.94,True,True,True
2251,126,orchid_engine,Cai,ask before orchid lamp,gear basin,offer_trade_good,observed,no custom violation,0.94,0.94,True,True,True
2252,126,moss_ward,Milo,leave door-watch path clear,rain jar,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.808,0.79,True,True,True
2253,126,glass_harbor,Sera,do not dim public lamp,net spool,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2254,126,cinder_garden,Juno,ask before shade pole,cool bowl,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2255,126,lichen_bridge,Luma,meal room first for strangers,signal bell,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.926,0.916,True,True,True
2256,126,orchid_engine,Dax,do not turn valve key,orchid lamp,wait_for_resident_lead,observed,no custom violation,0.934,0.936,True,True,True
2257,126,moss_ward,Tala,step around blanket circle,root archive,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2258,126,glass_harbor,Nia,leave fog catcher capped,brass lantern,offer_greeting,observed,no custom violation,0.94,0.94,True,True,True
2259,126,cinder_garden,Pax,do not cross seed rows,shade pole,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.892,0.902,True,True,True
2260,126,lichen_bridge,Rin,ask before signal bell,meal ledger,repeat_local_phrase,observed,no custom violation,0.93,0.932,True,True,True
2261,126,orchid_engine,Eli,keep gear wash lane open,valve key,offer_trade_good,observed,no custom violation,0.94,0.94,True,True,True
2262,126,moss_ward,Ari,ask before touching rain clay,blanket loom,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.904,0.886,True,True,True
2263,126,glass_harbor,Oren,ask before lifting nets,fog catcher,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.924,0.934,True,True,True
2264,126,cinder_garden,Vale,cool stone is shared,seed tray,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2265,126,lichen_bridge,Sol,do not step on tension rope,rope kit,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.852,0.842,True,True,True
2266,126,orchid_engine,Bea,ask before orchid lamp,gear basin,wait_for_resident_lead,observed,no custom violation,0.912,0.914,True,True,True
2267,126,moss_ward,Fay,leave door-watch path clear,rain jar,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2268,127,cinder_garden,Juno,ask before shade pole,cool bowl,offer_trade_good,observed,no custom violation,0.94,0.94,True,True,True
2269,127,lichen_bridge,Luma,meal room first for strangers,signal bell,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.904,0.886,True,True,True
2270,127,orchid_engine,Dax,do not turn valve key,orchid lamp,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2271,127,moss_ward,Tala,step around blanket circle,root archive,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2272,127,glass_harbor,Nia,leave fog catcher capped,brass lantern,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.926,0.916,True,True,True
2273,127,cinder_garden,Pax,do not cross seed rows,shade pole,wait_for_resident_lead,observed,no custom violation,0.912,0.914,True,True,True
2274,127,lichen_bridge,Rin,ask before signal bell,meal ledger,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2275,127,orchid_engine,Eli,keep gear wash lane open,valve key,offer_greeting,observed,no custom violation,0.94,0.94,True,True,True
2276,127,moss_ward,Ari,ask before touching rain clay,blanket loom,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.892,0.902,True,True,True
2277,127,glass_harbor,Oren,ask before lifting nets,fog catcher,repeat_local_phrase,observed,no custom violation,0.94,0.94,True,True,True
2278,127,cinder_garden,Vale,cool stone is shared,seed tray,offer_trade_good,observed,no custom violation,0.94,0.94,True,True,True
2279,127,lichen_bridge,Sol,do not step on tension rope,rope kit,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.83,0.812,True,True,True
2280,127,orchid_engine,Bea,ask before orchid lamp,gear basin,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.924,0.934,True,True,True
2281,127,moss_ward,Fay,leave door-watch path clear,rain jar,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2282,127,glass_harbor,Puck,do not dim public lamp,net spool,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.862,0.852,True,True,True
2283,127,cinder_garden,Wren,ask before shade pole,cool bowl,wait_for_resident_lead,observed,no custom violation,0.76,0.762,True,True,True
2284,127,lichen_bridge,Kio,meal room first for strangers,signal bell,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2285,127,orchid_engine,Cai,do not turn valve key,orchid lamp,offer_greeting,observed,no custom violation,0.94,0.94,True,True,True
2286,128,glass_harbor,Nia,leave fog catcher capped,brass lantern,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.904,0.886,True,True,True
2287,128,cinder_garden,Pax,do not cross seed rows,shade pole,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.924,0.934,True,True,True
2288,128,lichen_bridge,Rin,ask before signal bell,meal ledger,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2289,128,orchid_engine,Eli,keep gear wash lane open,valve key,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.926,0.916,True,True,True
2290,128,moss_ward,Ari,ask before touching rain clay,blanket loom,wait_for_resident_lead,observed,no custom violation,0.912,0.914,True,True,True
2291,128,glass_harbor,Oren,ask before lifting nets,fog catcher,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2292,128,cinder_garden,Vale,cool stone is shared,seed tray,offer_greeting,observed,no custom violation,0.94,0.94,True,True,True
2293,128,lichen_bridge,Sol,do not step on tension rope,rope kit,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.818,0.828,True,True,True
2294,128,orchid_engine,Bea,ask before orchid lamp,gear basin,repeat_local_phrase,observed,no custom violation,0.94,0.94,True,True,True
2295,128,moss_ward,Fay,leave door-watch path clear,rain jar,offer_trade_good,observed,no custom violation,0.94,0.94,True,True,True
2296,128,glass_harbor,Puck,do not dim public lamp,net spool,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.84,0.822,True,True,True
2297,128,cinder_garden,Wren,ask before shade pole,cool bowl,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.772,0.782,True,True,True
2298,128,lichen_bridge,Kio,meal room first for strangers,signal bell,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2299,128,orchid_engine,Cai,do not turn valve key,orchid lamp,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.926,0.916,True,True,True
2300,128,moss_ward,Milo,step around blanket circle,root archive,wait_for_resident_lead,observed,no custom violation,0.8,0.802,True,True,True
2301,128,glass_harbor,Sera,leave fog catcher capped,brass lantern,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2302,128,cinder_garden,Juno,do not cross seed rows,shade pole,offer_greeting,observed,no custom violation,0.94,0.94,True,True,True
2303,128,lichen_bridge,Luma,ask before signal bell,meal ledger,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.892,0.902,True,True,True
2304,129,moss_ward,Ari,ask before touching rain clay,blanket loom,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.924,0.934,True,True,True
2305,129,glass_harbor,Oren,ask before lifting nets,fog catcher,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2306,129,cinder_garden,Vale,cool stone is shared,seed tray,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.926,0.916,True,True,True
2307,129,lichen_bridge,Sol,do not step on tension rope,rope kit,wait_for_resident_lead,observed,no custom violation,0.838,0.84,True,True,True
2308,129,orchid_engine,Bea,ask before orchid lamp,gear basin,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2309,129,moss_ward,Fay,leave door-watch path clear,rain jar,offer_greeting,observed,no custom violation,0.94,0.94,True,True,True
2310,129,glass_harbor,Puck,do not dim public lamp,net spool,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.828,0.838,True,True,True
2311,129,cinder_garden,Wren,ask before shade pole,cool bowl,repeat_local_phrase,observed,no custom violation,0.788,0.79,True,True,True
2312,129,lichen_bridge,Kio,meal room first for strangers,signal bell,offer_trade_good,observed,no custom violation,0.94,0.94,True,True,True
2313,129,orchid_engine,Cai,do not turn valve key,orchid lamp,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.904,0.886,True,True,True
2314,129,moss_ward,Milo,step around blanket circle,root archive,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.812,0.822,True,True,True
2315,129,glass_harbor,Sera,leave fog catcher capped,brass lantern,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2316,129,cinder_garden,Juno,do not cross seed rows,shade pole,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.926,0.916,True,True,True
2317,129,lichen_bridge,Luma,ask before signal bell,meal ledger,wait_for_resident_lead,observed,no custom violation,0.912,0.914,True,True,True
2318,129,orchid_engine,Dax,keep gear wash lane open,valve key,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2319,129,moss_ward,Tala,ask before touching rain clay,blanket loom,offer_greeting,observed,no custom violation,0.94,0.94,True,True,True
2320,129,glass_harbor,Nia,ask before lifting nets,fog catcher,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.892,0.902,True,True,True
2321,129,cinder_garden,Pax,cool stone is shared,seed tray,repeat_local_phrase,observed,no custom violation,0.94,0.94,True,True,True
2322,130,orchid_engine,Bea,ask before orchid lamp,gear basin,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2323,130,moss_ward,Fay,leave door-watch path clear,rain jar,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.926,0.916,True,True,True
2324,130,glass_harbor,Puck,do not dim public lamp,net spool,wait_for_resident_lead,observed,no custom violation,0.848,0.85,True,True,True
2325,130,cinder_garden,Wren,ask before shade pole,cool bowl,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.8,0.81,True,True,True
2326,130,lichen_bridge,Kio,meal room first for strangers,signal bell,offer_greeting,observed,no custom violation,0.94,0.94,True,True,True
2327,130,orchid_engine,Cai,do not turn valve key,orchid lamp,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.892,0.902,True,True,True
2328,130,moss_ward,Milo,step around blanket circle,root archive,repeat_local_phrase,observed,no custom violation,0.828,0.83,True,True,True
2329,130,glass_harbor,Sera,leave fog catcher capped,brass lantern,offer_trade_good,observed,no custom violation,0.94,0.94,True,True,True
2330,130,cinder_garden,Juno,do not cross seed rows,shade pole,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.904,0.886,True,True,True
2331,130,lichen_bridge,Luma,ask before signal bell,meal ledger,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.924,0.934,True,True,True
2332,130,orchid_engine,Dax,keep gear wash lane open,valve key,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2333,130,moss_ward,Tala,ask before touching rain clay,blanket loom,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.928,0.918,True,True,True
2334,130,glass_harbor,Nia,ask before lifting nets,fog catcher,wait_for_resident_lead,observed,no custom violation,0.912,0.914,True,True,True
2335,130,cinder_garden,Pax,cool stone is shared,seed tray,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2336,130,lichen_bridge,Rin,do not step on tension rope,rope kit,offer_greeting,observed,no custom violation,0.94,0.94,True,True,True
2337,130,orchid_engine,Eli,ask before orchid lamp,gear basin,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.922,0.932,True,True,True
2338,130,moss_ward,Ari,leave door-watch path clear,rain jar,repeat_local_phrase,observed,no custom violation,0.94,0.94,True,True,True
2339,130,glass_harbor,Oren,do not dim public lamp,net spool,offer_trade_good,observed,no custom violation,0.94,0.94,True,True,True
2340,131,lichen_bridge,Kio,meal room first for strangers,signal bell,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.926,0.916,True,True,True
2341,131,orchid_engine,Cai,do not turn valve key,orchid lamp,wait_for_resident_lead,observed,no custom violation,0.912,0.914,True,True,True
2342,131,moss_ward,Milo,step around blanket circle,root archive,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.84,0.85,True,True,True
2343,131,glass_harbor,Sera,leave fog catcher capped,brass lantern,offer_greeting,observed,no custom violation,0.94,0.94,True,True,True
2344,131,cinder_garden,Juno,do not cross seed rows,shade pole,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.892,0.902,True,True,True
2345,131,lichen_bridge,Luma,ask before signal bell,meal ledger,repeat_local_phrase,observed,no custom violation,0.94,0.94,True,True,True
2346,131,orchid_engine,Dax,keep gear wash lane open,valve key,offer_trade_good,observed,no custom violation,0.94,0.94,True,True,True
2347,131,moss_ward,Tala,ask before touching rain clay,blanket loom,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.906,0.888,True,True,True
2348,131,glass_harbor,Nia,ask before lifting nets,fog catcher,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.924,0.934,True,True,True
2349,131,cinder_garden,Pax,cool stone is shared,seed tray,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2350,131,lichen_bridge,Rin,do not step on tension rope,rope kit,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.928,0.918,True,True,True
2351,131,orchid_engine,Eli,ask before orchid lamp,gear basin,wait_for_resident_lead,observed,no custom violation,0.94,0.94,True,True,True
2352,131,moss_ward,Ari,leave door-watch path clear,rain jar,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2353,131,glass_harbor,Oren,do not dim public lamp,net spool,offer_greeting,observed,no custom violation,0.94,0.94,True,True,True
2354,131,cinder_garden,Vale,ask before shade pole,cool bowl,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.922,0.932,True,True,True
2355,131,lichen_bridge,Sol,meal room first for strangers,signal bell,repeat_local_phrase,observed,no custom violation,0.846,0.848,True,True,True
2356,131,orchid_engine,Bea,do not turn valve key,orchid lamp,offer_trade_good,observed,no custom violation,0.94,0.94,True,True,True
2357,131,moss_ward,Fay,step around blanket circle,root archive,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.904,0.886,True,True,True
2358,132,cinder_garden,Juno,do not cross seed rows,shade pole,wait_for_resident_lead,observed,no custom violation,0.912,0.914,True,True,True
2359,132,lichen_bridge,Luma,ask before signal bell,meal ledger,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2360,132,orchid_engine,Dax,keep gear wash lane open,valve key,offer_greeting,observed,no custom violation,0.94,0.94,True,True,True
2361,132,moss_ward,Tala,ask before touching rain clay,blanket loom,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.894,0.904,True,True,True
2362,132,glass_harbor,Nia,ask before lifting nets,fog catcher,repeat_local_phrase,observed,no custom violation,0.94,0.94,True,True,True
2363,132,cinder_garden,Pax,cool stone is shared,seed tray,offer_trade_good,observed,no custom violation,0.94,0.94,True,True,True
2364,132,lichen_bridge,Rin,do not step on tension rope,rope kit,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.906,0.888,True,True,True
2365,132,orchid_engine,Eli,ask before orchid lamp,gear basin,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2366,132,moss_ward,Ari,leave door-watch path clear,rain jar,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2367,132,glass_harbor,Oren,do not dim public lamp,net spool,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.926,0.916,True,True,True
2368,132,cinder_garden,Vale,ask before shade pole,cool bowl,wait_for_resident_lead,observed,no custom violation,0.94,0.94,True,True,True
2369,132,lichen_bridge,Sol,meal room first for strangers,signal bell,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.858,0.868,True,True,True
2370,132,orchid_engine,Bea,do not turn valve key,orchid lamp,offer_greeting,observed,no custom violation,0.94,0.94,True,True,True
2371,132,moss_ward,Fay,step around blanket circle,root archive,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.892,0.902,True,True,True
2372,132,glass_harbor,Puck,leave fog catcher capped,brass lantern,repeat_local_phrase,observed,no custom violation,0.856,0.858,True,True,True
2373,132,cinder_garden,Wren,do not cross seed rows,shade pole,offer_trade_good,observed,no custom violation,0.812,0.814,True,True,True
2374,132,lichen_bridge,Kio,ask before signal bell,meal ledger,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.904,0.886,True,True,True
2375,132,orchid_engine,Cai,keep gear wash lane open,valve key,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.924,0.934,True,True,True
2376,133,glass_harbor,Nia,ask before lifting nets,fog catcher,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2377,133,cinder_garden,Pax,cool stone is shared,seed tray,offer_greeting,observed,no custom violation,0.94,0.94,True,True,True
2378,133,lichen_bridge,Rin,do not step on tension rope,rope kit,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.894,0.904,True,True,True
2379,133,orchid_engine,Eli,ask before orchid lamp,gear basin,repeat_local_phrase,observed,no custom violation,0.94,0.94,True,True,True
2380,133,moss_ward,Ari,leave door-watch path clear,rain jar,offer_trade_good,observed,no custom violation,0.94,0.94,True,True,True
2381,133,glass_harbor,Oren,do not dim public lamp,net spool,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.904,0.886,True,True,True
2382,133,cinder_garden,Vale,ask before shade pole,cool bowl,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2383,133,lichen_bridge,Sol,meal room first for strangers,signal bell,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.87,0.88,True,True,True
2384,133,orchid_engine,Bea,do not turn valve key,orchid lamp,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.926,0.916,True,True,True
2385,133,moss_ward,Fay,step around blanket circle,root archive,wait_for_resident_lead,observed,no custom violation,0.912,0.914,True,True,True
2386,133,glass_harbor,Puck,leave fog catcher capped,brass lantern,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.868,0.878,True,True,True
2387,133,cinder_garden,Wren,do not cross seed rows,shade pole,offer_greeting,observed,no custom violation,0.82,0.822,True,True,True
2388,133,lichen_bridge,Kio,ask before signal bell,meal ledger,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.892,0.902,True,True,True
2389,133,orchid_engine,Cai,keep gear wash lane open,valve key,repeat_local_phrase,observed,no custom violation,0.94,0.94,True,True,True
2390,133,moss_ward,Milo,ask before touching rain clay,blanket loom,offer_trade_good,observed,no custom violation,0.852,0.854,True,True,True
2391,133,glass_harbor,Sera,ask before lifting nets,fog catcher,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.926,0.908,True,True,True
2392,133,cinder_garden,Juno,cool stone is shared,seed tray,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.924,0.934,True,True,True
2393,133,lichen_bridge,Luma,do not step on tension rope,rope kit,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2394,134,moss_ward,Ari,leave door-watch path clear,rain jar,offer_greeting,observed,no custom violation,0.94,0.94,True,True,True
2395,134,glass_harbor,Oren,do not dim public lamp,net spool,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.892,0.902,True,True,True
2396,134,cinder_garden,Vale,ask before shade pole,cool bowl,repeat_local_phrase,observed,no custom violation,0.94,0.94,True,True,True
2397,134,lichen_bridge,Sol,meal room first for strangers,signal bell,offer_trade_good,observed,no custom violation,0.882,0.884,True,True,True
2398,134,orchid_engine,Bea,do not turn valve key,orchid lamp,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.904,0.886,True,True,True
2399,134,moss_ward,Fay,step around blanket circle,root archive,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.924,0.934,True,True,True
2400,134,glass_harbor,Puck,leave fog catcher capped,brass lantern,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.88,0.89,True,True,True
2401,134,cinder_garden,Wren,do not cross seed rows,shade pole,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.81,0.8,True,True,True
2402,134,lichen_bridge,Kio,ask before signal bell,meal ledger,wait_for_resident_lead,observed,no custom violation,0.912,0.914,True,True,True
2403,134,orchid_engine,Cai,keep gear wash lane open,valve key,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2404,134,moss_ward,Milo,ask before touching rain clay,blanket loom,offer_greeting,observed,no custom violation,0.86,0.862,True,True,True
2405,134,glass_harbor,Sera,ask before lifting nets,fog catcher,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.914,0.924,True,True,True
2406,134,cinder_garden,Juno,cool stone is shared,seed tray,repeat_local_phrase,observed,no custom violation,0.94,0.94,True,True,True
2407,134,lichen_bridge,Luma,do not step on tension rope,rope kit,offer_trade_good,observed,no custom violation,0.94,0.94,True,True,True
2408,134,orchid_engine,Dax,ask before orchid lamp,gear basin,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.926,0.908,True,True,True
2409,134,moss_ward,Tala,leave door-watch path clear,rain jar,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.914,0.924,True,True,True
2410,134,glass_harbor,Nia,do not dim public lamp,net spool,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2411,134,cinder_garden,Pax,ask before shade pole,cool bowl,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.926,0.916,True,True,True
2412,135,orchid_engine,Bea,do not turn valve key,orchid lamp,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.892,0.902,True,True,True
2413,135,moss_ward,Fay,step around blanket circle,root archive,repeat_local_phrase,observed,no custom violation,0.94,0.94,True,True,True
2414,135,glass_harbor,Puck,leave fog catcher capped,brass lantern,offer_trade_good,observed,no custom violation,0.892,0.894,True,True,True
2415,135,cinder_garden,Wren,do not cross seed rows,shade pole,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.788,0.77,True,True,True
2416,135,lichen_bridge,Kio,ask before signal bell,meal ledger,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.924,0.934,True,True,True
2417,135,orchid_engine,Cai,keep gear wash lane open,valve key,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2418,135,moss_ward,Milo,ask before touching rain clay,blanket loom,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.85,0.84,True,True,True
2419,135,glass_harbor,Sera,ask before lifting nets,fog catcher,wait_for_resident_lead,observed,no custom violation,0.934,0.936,True,True,True
2420,135,cinder_garden,Juno,cool stone is shared,seed tray,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2421,135,lichen_bridge,Luma,do not step on tension rope,rope kit,offer_greeting,observed,no custom violation,0.94,0.94,True,True,True
2422,135,orchid_engine,Dax,ask before orchid lamp,gear basin,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.914,0.924,True,True,True
2423,135,moss_ward,Tala,leave door-watch path clear,rain jar,repeat_local_phrase,observed,no custom violation,0.93,0.932,True,True,True
2424,135,glass_harbor,Nia,do not dim public lamp,net spool,offer_trade_good,observed,no custom violation,0.94,0.94,True,True,True
2425,135,cinder_garden,Pax,ask before shade pole,cool bowl,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.904,0.886,True,True,True
2426,135,lichen_bridge,Rin,meal room first for strangers,signal bell,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.914,0.924,True,True,True
2427,135,orchid_engine,Eli,do not turn valve key,orchid lamp,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2428,135,moss_ward,Ari,step around blanket circle,root archive,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.926,0.916,True,True,True
2429,135,glass_harbor,Oren,leave fog catcher capped,brass lantern,wait_for_resident_lead,observed,no custom violation,0.912,0.914,True,True,True
2430,136,lichen_bridge,Kio,ask before signal bell,meal ledger,repeat_local_phrase,observed,no custom violation,0.94,0.94,True,True,True
2431,136,orchid_engine,Cai,keep gear wash lane open,valve key,offer_trade_good,observed,no custom violation,0.94,0.94,True,True,True
2432,136,moss_ward,Milo,ask before touching rain clay,blanket loom,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.828,0.81,True,True,True
2433,136,glass_harbor,Sera,ask before lifting nets,fog catcher,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2434,136,cinder_garden,Juno,cool stone is shared,seed tray,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2435,136,lichen_bridge,Luma,do not step on tension rope,rope kit,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.926,0.916,True,True,True
2436,136,orchid_engine,Dax,ask before orchid lamp,gear basin,wait_for_resident_lead,observed,no custom violation,0.934,0.936,True,True,True
2437,136,moss_ward,Tala,leave door-watch path clear,rain jar,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
2438,136,glass_harbor,Nia,do not dim public lamp,net spool,offer_greeting,observed,no custom violation,0.94,0.94,True,True,True
