tick_id,day,route_id,sight_cue,sound_cue,smell_cue,temperature_cue,wetness_cue,body_cue,rhythm_marker,sensory_bound_to_branch
758,51,riverbend_roofward,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
759,51,roofward_archive,single active branch,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
760,51,archive_signal,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,flower-node,True
761,51,signal_orchard,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,listening posture,branch-pulse,True
762,51,orchard_riverbend,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
763,51,central_repair_ring,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
764,51,riverbend_roofward,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,ambient-rate,True
765,52,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,flower-node,True
766,52,archive_signal,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
767,52,signal_orchard,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
768,52,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,avatar multitask strain,branch-pulse,True
769,52,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
770,52,riverbend_roofward,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,flower-node,True
771,52,roofward_archive,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
772,52,archive_signal,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
773,52,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
774,52,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,avatar multitask strain,branch-pulse,True
775,52,central_repair_ring,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,flower-node,True
776,52,riverbend_roofward,branch comparison cards,dialogue chime,wet cargo,cool route air,route damp,listening posture,branch-pulse,True
777,52,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
778,52,archive_signal,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
779,52,signal_orchard,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,ambient-rate,True
780,53,orchard_riverbend,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,flower-node,True
781,53,central_repair_ring,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
782,53,riverbend_roofward,single active branch,caravan task bell,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
783,53,roofward_archive,branch comparison cards,dialogue chime,dry rope,cool route air,dry route board,listening posture,branch-pulse,True
784,53,archive_signal,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
785,53,signal_orchard,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,flower-node,True
786,53,orchard_riverbend,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
787,53,central_repair_ring,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
788,53,riverbend_roofward,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
789,53,roofward_archive,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
790,53,archive_signal,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,flower-node,True
791,53,signal_orchard,branch comparison cards,dialogue chime,oil paper,cool route air,dry route board,listening posture,branch-pulse,True
792,53,orchard_riverbend,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
793,53,central_repair_ring,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
794,53,riverbend_roofward,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,ambient-rate,True
795,54,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,flower-node,True
796,54,archive_signal,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
797,54,signal_orchard,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
798,54,orchard_riverbend,branch comparison cards,dialogue chime,wet cargo,cool route air,route damp,listening posture,branch-pulse,True
799,54,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
800,54,riverbend_roofward,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,flower-node,True
801,54,roofward_archive,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
802,54,archive_signal,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
803,54,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
804,54,orchard_riverbend,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
805,54,central_repair_ring,single active branch,caravan task bell,dry rope,cool route air,dry route board,steady route stance,flower-node,True
806,54,riverbend_roofward,branch comparison cards,dialogue chime,wet cargo,cool route air,route damp,listening posture,branch-pulse,True
807,54,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
808,54,archive_signal,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
809,54,signal_orchard,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,ambient-rate,True
810,55,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,flower-node,True
811,55,riverbend_roofward,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
812,55,roofward_archive,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
813,55,archive_signal,branch comparison cards,dialogue chime,oil paper,cool route air,dry route board,listening posture,branch-pulse,True
814,55,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
815,55,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,flower-node,True
816,55,central_repair_ring,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
817,55,riverbend_roofward,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
818,55,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
819,55,archive_signal,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
820,55,signal_orchard,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,flower-node,True
821,55,orchard_riverbend,branch comparison cards,dialogue chime,wet cargo,cool route air,route damp,listening posture,branch-pulse,True
822,55,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
823,55,riverbend_roofward,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
824,55,roofward_archive,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,ambient-rate,True
825,56,archive_signal,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,flower-node,True
826,56,signal_orchard,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
827,56,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
828,56,central_repair_ring,single active branch,dialogue chime,dry rope,cool route air,dry route board,listening posture,branch-pulse,True
829,56,riverbend_roofward,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
830,56,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,flower-node,True
831,56,archive_signal,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
832,56,signal_orchard,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
833,56,orchard_riverbend,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
834,56,central_repair_ring,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
835,56,riverbend_roofward,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,flower-node,True
836,56,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
837,56,archive_signal,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
838,56,signal_orchard,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
839,56,orchard_riverbend,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,ambient-rate,True
840,57,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,flower-node,True
841,57,riverbend_roofward,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
842,57,roofward_archive,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
843,57,archive_signal,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
844,57,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
845,57,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,flower-node,True
846,57,central_repair_ring,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
847,57,riverbend_roofward,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
848,57,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
849,57,archive_signal,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
850,57,signal_orchard,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,flower-node,True
851,57,orchard_riverbend,single active branch,dialogue chime,wet cargo,cool route air,route damp,listening posture,branch-pulse,True
852,57,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
853,57,riverbend_roofward,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
854,57,roofward_archive,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,ambient-rate,True
855,58,archive_signal,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,flower-node,True
856,58,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
857,58,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
858,58,central_repair_ring,branch comparison cards,dialogue chime,dry rope,cool route air,dry route board,listening posture,branch-pulse,True
859,58,riverbend_roofward,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
860,58,roofward_archive,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,flower-node,True
861,58,archive_signal,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
862,58,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
863,58,orchard_riverbend,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
864,58,central_repair_ring,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
865,58,riverbend_roofward,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,flower-node,True
866,58,roofward_archive,branch comparison cards,dialogue chime,dry rope,cool route air,dry route board,listening posture,branch-pulse,True
867,58,archive_signal,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
868,58,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
869,58,orchard_riverbend,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,ambient-rate,True
870,59,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,flower-node,True
871,59,riverbend_roofward,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
872,59,roofward_archive,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
873,59,archive_signal,branch comparison cards,dialogue chime,oil paper,cool route air,dry route board,listening posture,branch-pulse,True
874,59,signal_orchard,single active branch,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
875,59,orchard_riverbend,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,flower-node,True
876,59,central_repair_ring,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
877,59,riverbend_roofward,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
878,59,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
879,59,archive_signal,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
880,59,signal_orchard,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,flower-node,True
881,59,orchard_riverbend,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
882,59,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
883,59,riverbend_roofward,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
884,59,roofward_archive,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,ambient-rate,True
885,60,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,flower-node,True
886,60,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
887,60,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
888,60,riverbend_roofward,branch comparison cards,dialogue chime,wet cargo,cool route air,route damp,listening posture,branch-pulse,True
889,60,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
890,60,archive_signal,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,flower-node,True
891,60,signal_orchard,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
892,60,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
893,60,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
894,60,riverbend_roofward,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
895,60,roofward_archive,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,flower-node,True
896,60,archive_signal,branch comparison cards,dialogue chime,oil paper,cool route air,dry route board,listening posture,branch-pulse,True
897,60,signal_orchard,single active branch,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
898,60,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
899,60,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,ambient-rate,True
900,61,riverbend_roofward,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,flower-node,True
901,61,roofward_archive,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
902,61,archive_signal,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
903,61,signal_orchard,branch comparison cards,dialogue chime,oil paper,cool route air,dry route board,listening posture,branch-pulse,True
904,61,orchard_riverbend,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
905,61,central_repair_ring,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,flower-node,True
906,61,riverbend_roofward,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
907,61,roofward_archive,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
908,61,archive_signal,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
909,61,signal_orchard,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
910,61,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,flower-node,True
911,61,central_repair_ring,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,listening posture,branch-pulse,True
912,61,riverbend_roofward,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
913,61,roofward_archive,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
914,61,archive_signal,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,ambient-rate,True
915,62,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,flower-node,True
916,62,orchard_riverbend,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
917,62,central_repair_ring,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
918,62,riverbend_roofward,branch comparison cards,dialogue chime,wet cargo,cool route air,route damp,listening posture,branch-pulse,True
919,62,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
920,62,archive_signal,single active branch,caravan task bell,oil paper,cool route air,dry route board,steady route stance,flower-node,True
921,62,signal_orchard,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
922,62,orchard_riverbend,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
923,62,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
924,62,riverbend_roofward,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
925,62,roofward_archive,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,flower-node,True
926,62,archive_signal,branch comparison cards,dialogue chime,oil paper,cool route air,dry route board,listening posture,branch-pulse,True
927,62,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
928,62,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
929,62,central_repair_ring,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,ambient-rate,True
930,63,riverbend_roofward,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,flower-node,True
931,63,roofward_archive,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
932,63,archive_signal,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
933,63,signal_orchard,branch comparison cards,dialogue chime,oil paper,cool route air,dry route board,listening posture,branch-pulse,True
934,63,orchard_riverbend,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
935,63,central_repair_ring,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,flower-node,True
936,63,riverbend_roofward,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
937,63,roofward_archive,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
938,63,archive_signal,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
939,63,signal_orchard,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
940,63,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,flower-node,True
941,63,central_repair_ring,branch comparison cards,dialogue chime,dry rope,cool route air,dry route board,listening posture,branch-pulse,True
942,63,riverbend_roofward,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
943,63,roofward_archive,single active branch,caravan task bell,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
944,63,archive_signal,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,ambient-rate,True
945,64,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,flower-node,True
946,64,orchard_riverbend,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
947,64,central_repair_ring,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
948,64,riverbend_roofward,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,avatar multitask strain,branch-pulse,True
949,64,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
950,64,archive_signal,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,flower-node,True
951,64,signal_orchard,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
952,64,orchard_riverbend,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
953,64,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
954,64,riverbend_roofward,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,avatar multitask strain,branch-pulse,True
955,64,roofward_archive,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,flower-node,True
956,64,archive_signal,branch comparison cards,dialogue chime,oil paper,cool route air,dry route board,listening posture,branch-pulse,True
957,64,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
958,64,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
959,64,central_repair_ring,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,ambient-rate,True
