tick_id,day,settlement_id,resident_id,avatar_room,resident_room,egocentric_relation,visual_near,audible_near,smell_near,temperature_c,wetness_signal,pain_signal,tactile_signal,attention_focus,packet_source,local_not_global,private_workspace_sealed
2036,114,orchard,Ivo,arrival court,arrival court,co-present,dry cord,roof drip,apple soil,13.14,0.23,0.16272,neutral air,queued work,avatar first-person local sample,True,True
2037,114,repair_ring,Pax,spark lane,spark lane,co-present,insulated tongs,cool fan,clean cloth,16.62,0.66,0.2384,wet sole,queued work,avatar first-person local sample,True,True
2038,114,riverbend,Ari,dry ridge,kit alcove,near-right,ridge lantern,cedar knock,wet cedar,12.2,0.25,0.16272,neutral air,queued work,avatar first-person local sample,True,True
2039,114,roofward,Sera,arrival court,arrival court,co-present,brass hinge,sun glass hum,thyme paper,17.58,0.68,0.24272,wet sole,queued work,avatar first-person local sample,True,True
2040,114,archive,Nia,spool room,stone stacks,near-left,signal spool,stone echo,wax seal,15.26,0.28,0.16002,neutral air,queued work,avatar first-person local sample,True,True
2041,114,signal,Ren,signal perch,mast base,distant-behind,doorway shape,muffled beacon pulse,salt wind,11.54,0.26,0.15948,neutral air,queued work,avatar first-person local sample,True,True
2042,114,orchard,Ivo,seed lane,arrival court,near-left,dry cord,cart creak,mud reed,14.32,0.27,0.15948,neutral air,queued work,avatar first-person local sample,True,True
2043,114,repair_ring,Pax,bell alcove,spark lane,near-left,insulated tongs,bell hum,hot copper,17.08,0.25,0.15732,warm edge,resident boundary,avatar first-person local sample,True,True
2044,114,riverbend,Ari,kit alcove,kit alcove,co-present,ridge lantern,lantern tick,mud thread,12.66,0.29,0.15948,neutral air,queued work,avatar first-person local sample,True,True
2045,114,roofward,Sera,glass stair,glass stair,co-present,brass hinge,hinge ticks,warm dust,18.04,0.25,0.15948,neutral air,queued work,avatar first-person local sample,True,True
2046,114,archive,Nia,ink niche,stone stacks,distant-behind,doorway shape,muffled page flutter,ink linen,15.72,0.23,0.15894,neutral air,resident boundary,avatar first-person local sample,True,True
2047,114,signal,Ren,arrival court,mast base,near-right,oil lantern,rope creak,lamp oil,8.5,0.66,0.24092,wet sole,queued work,avatar first-person local sample,True,True
2048,114,orchard,Ivo,mud row,arrival court,distant-behind,doorway shape,muffled seed rattle,dry twine,14.78,0.67,0.24092,wet sole,queued work,avatar first-person local sample,True,True
2049,114,repair_ring,Pax,cool corner,spark lane,distant-behind,doorway shape,muffled wire snap,stone chalk,18.26,0.29,0.1584,warm edge,queued work,avatar first-person local sample,True,True
2050,114,riverbend,Ari,arrival court,arrival court,co-present,ridge lantern,cedar knock,wet cedar,10.34,0.22,0.16092,neutral air,queued work,avatar first-person local sample,True,True
2051,114,roofward,Sera,warm lane,glass stair,near-left,brass hinge,paper hush,polished brass,19.22,0.29,0.16092,warm edge,queued work,avatar first-person local sample,True,True
2052,115,signal,Ren,lens room,mast base,distant-behind,doorway shape,muffled static crickets,salt wind,10.28,0.24,0.1692,neutral air,queued work,avatar first-person local sample,True,True
2053,115,orchard,Ivo,arrival court,arrival court,co-present,dry cord,seed rattle,mud reed,13.06,0.25,0.16236,neutral air,queued work,avatar first-person local sample,True,True
2054,115,repair_ring,Pax,spark lane,spark lane,co-present,insulated tongs,wire snap,hot copper,16.54,0.68,0.23732,wet sole,queued work,avatar first-person local sample,True,True
2055,115,riverbend,Ari,dry ridge,plank hall,distant-behind,doorway shape,muffled river slap,mud thread,12.12,0.22,0.1692,neutral air,queued work,avatar first-person local sample,True,True
2056,115,roofward,Sera,arrival court,glass stair,near-right,brass hinge,paper hush,warm dust,17.5,0.65,0.24236,wet sole,queued work,avatar first-person local sample,True,True
2057,115,archive,Nia,spool room,stone stacks,near-left,signal spool,spool click,ink linen,15.18,0.3,0.16002,neutral air,queued work,avatar first-person local sample,True,True
2058,115,signal,Ren,signal perch,mast base,distant-behind,doorway shape,muffled rope creak,hot glass,11.46,0.28,0.16596,neutral air,queued work,avatar first-person local sample,True,True
2059,115,orchard,Ivo,seed lane,arrival court,near-left,dry cord,roof drip,dry twine,14.24,0.29,0.15912,neutral air,queued work,avatar first-person local sample,True,True
2060,115,repair_ring,Pax,bell alcove,bell alcove,co-present,insulated tongs,cool fan,stone chalk,17.72,0.22,0.15624,warm edge,resident boundary,avatar first-person local sample,True,True
2061,115,riverbend,Ari,kit alcove,plank hall,distant-behind,doorway shape,muffled cedar knock,warm oil,12.58,0.26,0.16596,neutral air,queued work,avatar first-person local sample,True,True
2062,115,roofward,Sera,glass stair,glass stair,co-present,brass hinge,sun glass hum,polished brass,17.96,0.27,0.15912,neutral air,queued work,avatar first-person local sample,True,True
2063,115,archive,Nia,ink niche,stone stacks,distant-behind,doorway shape,muffled stone echo,cold dust,15.64,0.25,0.15894,neutral air,resident boundary,avatar first-person local sample,True,True
2064,115,signal,Ren,arrival court,mast base,near-right,oil lantern,static crickets,salt wind,8.42,0.68,0.24272,wet sole,queued work,avatar first-person local sample,True,True
2065,115,orchard,Ivo,mud row,seed lane,near-left,dry cord,cart creak,apple soil,14.7,0.64,0.24056,wet sole,queued work,avatar first-person local sample,True,True
2066,115,repair_ring,Pax,cool corner,bell alcove,near-left,insulated tongs,bell hum,clean cloth,18.18,0.26,0.16434,warm edge,queued work,avatar first-person local sample,True,True
2067,115,riverbend,Ari,arrival court,plank hall,near-right,ridge lantern,river slap,mud thread,10.26,0.24,0.16272,neutral air,queued work,avatar first-person local sample,True,True
2068,115,roofward,Sera,warm lane,glass stair,near-left,brass hinge,hinge ticks,thyme paper,19.14,0.31,0.16056,neutral air,queued work,avatar first-person local sample,True,True
2069,115,archive,Nia,memory desk,stone stacks,distant-behind,doorway shape,muffled page flutter,wax seal,16.82,0.29,0.16002,warm edge,queued work,avatar first-person local sample,True,True
2070,116,orchard,Ivo,arrival court,mud row,distant-ahead,doorway shape,muffled cart creak,dry twine,12.98,0.22,0.162,neutral air,queued work,avatar first-person local sample,True,True
2071,116,repair_ring,Pax,spark lane,bell alcove,near-right,insulated tongs,bell hum,stone chalk,16.46,0.65,0.24326,wet sole,queued work,avatar first-person local sample,True,True
2072,116,riverbend,Ari,dry ridge,plank hall,distant-behind,doorway shape,muffled lantern tick,warm oil,12.04,0.24,0.15948,neutral air,queued work,avatar first-person local sample,True,True
2073,116,roofward,Sera,arrival court,glass stair,near-right,brass hinge,hinge ticks,polished brass,17.42,0.67,0.242,wet sole,queued work,avatar first-person local sample,True,True
2074,116,archive,Nia,spool room,stone stacks,near-left,signal spool,page flutter,cold dust,15.1,0.32,0.15894,neutral air,queued work,avatar first-person local sample,True,True
2075,116,signal,Ren,signal perch,lantern walk,distant-behind,doorway shape,muffled static crickets,lamp oil,11.38,0.25,0.15948,neutral air,queued work,avatar first-person local sample,True,True
2076,116,orchard,Ivo,seed lane,mud row,near-right,dry cord,seed rattle,apple soil,14.16,0.26,0.15876,neutral air,queued work,avatar first-person local sample,True,True
2077,116,repair_ring,Pax,bell alcove,bell alcove,co-present,insulated tongs,wire snap,clean cloth,17.64,0.24,0.16218,warm edge,resident boundary,avatar first-person local sample,True,True
2078,116,riverbend,Ari,kit alcove,plank hall,distant-behind,doorway shape,muffled river slap,wet cedar,13.22,0.28,0.1692,neutral air,queued work,avatar first-person local sample,True,True
2079,116,roofward,Sera,glass stair,glass stair,co-present,brass hinge,paper hush,thyme paper,17.88,0.29,0.15876,neutral air,queued work,avatar first-person local sample,True,True
2080,116,archive,Nia,ink niche,spool room,near-left,signal spool,spool click,wax seal,15.56,0.22,0.15786,neutral air,resident boundary,avatar first-person local sample,True,True
2081,116,signal,Ren,arrival court,lantern walk,distant-ahead,doorway shape,muffled beacon pulse,hot glass,8.34,0.65,0.24092,wet sole,queued work,avatar first-person local sample,True,True
2082,116,orchard,Ivo,mud row,mud row,co-present,dry cord,roof drip,mud reed,14.62,0.66,0.2402,wet sole,queued work,avatar first-person local sample,True,True
2083,116,repair_ring,Pax,cool corner,bell alcove,near-left,insulated tongs,cool fan,hot copper,18.1,0.28,0.15894,warm edge,queued work,avatar first-person local sample,True,True
2084,116,riverbend,Ari,arrival court,plank hall,near-right,ridge lantern,lantern tick,warm oil,10.18,0.26,0.16596,neutral air,queued work,avatar first-person local sample,True,True
2085,116,roofward,Sera,warm lane,warm lane,co-present,brass hinge,sun glass hum,warm dust,19.06,0.28,0.1602,neutral air,queued work,avatar first-person local sample,True,True
2086,116,archive,Nia,memory desk,spool room,distant-behind,doorway shape,muffled stone echo,ink linen,16.74,0.26,0.16596,warm edge,queued work,avatar first-person local sample,True,True
2087,116,signal,Ren,mast base,lantern walk,near-right,oil lantern,static crickets,lamp oil,9.52,0.27,0.1692,neutral air,queued work,avatar first-person local sample,True,True
2088,117,repair_ring,Pax,spark lane,bell alcove,near-right,insulated tongs,cool fan,clean cloth,16.38,0.67,0.23786,wet sole,queued work,avatar first-person local sample,True,True
2089,117,riverbend,Ari,dry ridge,plank hall,distant-behind,doorway shape,muffled cedar knock,wet cedar,11.96,0.26,0.16272,neutral air,queued work,avatar first-person local sample,True,True
2090,117,roofward,Sera,arrival court,ledger loft,distant-ahead,doorway shape,muffled sun glass hum,thyme paper,17.34,0.64,0.24164,wet sole,queued work,avatar first-person local sample,True,True
2091,117,archive,Nia,spool room,spool room,co-present,signal spool,stone echo,wax seal,15.02,0.29,0.16488,neutral air,queued work,avatar first-person local sample,True,True
2092,117,signal,Ren,signal perch,lantern walk,distant-behind,doorway shape,muffled beacon pulse,salt wind,11.3,0.27,0.16596,neutral air,queued work,avatar first-person local sample,True,True
2093,117,orchard,Ivo,seed lane,mud row,near-right,dry cord,cart creak,mud reed,14.08,0.28,0.16164,neutral air,queued work,avatar first-person local sample,True,True
2094,117,repair_ring,Pax,bell alcove,bell alcove,co-present,insulated tongs,bell hum,hot copper,17.56,0.26,0.15678,warm edge,resident boundary,avatar first-person local sample,True,True
2095,117,riverbend,Ari,kit alcove,wet crossing,distant-behind,doorway shape,muffled lantern tick,mud thread,13.14,0.25,0.15948,neutral air,queued work,avatar first-person local sample,True,True
2096,117,roofward,Sera,glass stair,ledger loft,distant-ahead,doorway shape,muffled hinge ticks,warm dust,18.52,0.26,0.16308,neutral air,queued work,avatar first-person local sample,True,True
2097,117,archive,Nia,ink niche,spool room,near-left,signal spool,page flutter,ink linen,15.48,0.24,0.1638,neutral air,resident boundary,avatar first-person local sample,True,True
2098,117,signal,Ren,arrival court,lantern walk,distant-ahead,doorway shape,muffled rope creak,lamp oil,8.26,0.67,0.24272,wet sole,queued work,avatar first-person local sample,True,True
2099,117,orchard,Ivo,mud row,mud row,co-present,dry cord,seed rattle,dry twine,14.54,0.68,0.24308,wet sole,queued work,avatar first-person local sample,True,True
2100,117,repair_ring,Pax,cool corner,cool corner,co-present,insulated tongs,wire snap,stone chalk,18.02,0.25,0.15786,warm edge,queued work,avatar first-person local sample,True,True
2101,117,riverbend,Ari,arrival court,wet crossing,distant-ahead,doorway shape,muffled cedar knock,wet cedar,10.1,0.23,0.16092,neutral air,queued work,avatar first-person local sample,True,True
2102,117,roofward,Sera,warm lane,ledger loft,near-right,brass hinge,paper hush,polished brass,18.98,0.3,0.15984,neutral air,queued work,avatar first-person local sample,True,True
2103,117,archive,Nia,memory desk,spool room,distant-behind,doorway shape,muffled spool click,cold dust,16.66,0.28,0.16056,warm edge,queued work,avatar first-person local sample,True,True
2104,117,signal,Ren,mast base,lantern walk,near-right,oil lantern,beacon pulse,salt wind,9.44,0.29,0.15948,neutral air,queued work,avatar first-person local sample,True,True
2105,117,orchard,Ivo,market plank,market plank,co-present,dry cord,roof drip,apple soil,15.72,0.22,0.15984,warm edge,queued work,avatar first-person local sample,True,True
2106,118,riverbend,Ari,dry ridge,wet crossing,near-left,ridge lantern,river slap,mud thread,11.88,0.23,0.1692,neutral air,queued work,avatar first-person local sample,True,True
2107,118,roofward,Sera,arrival court,ledger loft,distant-ahead,doorway shape,muffled paper hush,warm dust,17.26,0.66,0.24128,wet sole,queued work,avatar first-person local sample,True,True
2108,118,archive,Nia,spool room,spool room,co-present,signal spool,spool click,ink linen,14.94,0.31,0.15948,neutral air,queued work,avatar first-person local sample,True,True
2109,118,signal,Ren,signal perch,lantern walk,distant-behind,doorway shape,muffled rope creak,hot glass,11.22,0.29,0.16092,neutral air,queued work,avatar first-person local sample,True,True
2110,118,orchard,Ivo,seed lane,satchel shed,distant-ahead,doorway shape,muffled roof drip,dry twine,14.0,0.25,0.16128,neutral air,queued work,avatar first-person local sample,True,True
2111,118,repair_ring,Pax,bell alcove,cool corner,near-right,insulated tongs,cool fan,stone chalk,17.48,0.23,0.15678,warm edge,resident boundary,avatar first-person local sample,True,True
2112,118,riverbend,Ari,kit alcove,wet crossing,distant-behind,doorway shape,muffled cedar knock,warm oil,13.06,0.27,0.16596,neutral air,queued work,avatar first-person local sample,True,True
2113,118,roofward,Sera,glass stair,ledger loft,distant-ahead,doorway shape,muffled sun glass hum,polished brass,18.44,0.28,0.16272,neutral air,queued work,avatar first-person local sample,True,True
2114,118,archive,Nia,ink niche,spool room,near-left,signal spool,stone echo,cold dust,16.12,0.26,0.1584,warm edge,resident boundary,avatar first-person local sample,True,True
2115,118,signal,Ren,arrival court,lens room,distant-ahead,doorway shape,muffled static crickets,salt wind,8.18,0.64,0.24236,wet sole,queued work,avatar first-person local sample,True,True
2116,118,orchard,Ivo,mud row,satchel shed,distant-ahead,doorway shape,muffled cart creak,apple soil,14.46,0.65,0.24272,wet sole,queued work,avatar first-person local sample,True,True
2117,118,repair_ring,Pax,cool corner,cool corner,co-present,insulated tongs,bell hum,clean cloth,17.94,0.27,0.15786,warm edge,queued work,avatar first-person local sample,True,True
2118,118,riverbend,Ari,arrival court,wet crossing,distant-ahead,doorway shape,muffled river slap,mud thread,10.02,0.25,0.16272,neutral air,queued work,avatar first-person local sample,True,True
2119,118,roofward,Sera,warm lane,ledger loft,near-right,brass hinge,hinge ticks,thyme paper,18.9,0.32,0.15948,neutral air,queued work,avatar first-person local sample,True,True
2120,118,archive,Nia,memory desk,ink niche,near-left,signal spool,page flutter,wax seal,16.58,0.25,0.15948,warm edge,queued work,avatar first-person local sample,True,True
2121,118,signal,Ren,mast base,lens room,distant-ahead,doorway shape,muffled rope creak,hot glass,9.36,0.26,0.15912,neutral air,queued work,avatar first-person local sample,True,True
2122,118,orchard,Ivo,market plank,satchel shed,near-right,dry cord,seed rattle,mud reed,15.64,0.24,0.15948,neutral air,queued work,avatar first-person local sample,True,True
2123,118,repair_ring,Pax,arrival court,cool corner,distant-ahead,doorway shape,muffled cool fan,stone chalk,15.62,0.25,0.15678,neutral air,resident boundary,avatar first-person local sample,True,True
2124,119,roofward,Sera,arrival court,ledger loft,distant-ahead,doorway shape,muffled hinge ticks,polished brass,17.18,0.68,0.24092,wet sole,queued work,avatar first-person local sample,True,True
2125,119,archive,Nia,spool room,memory desk,distant-ahead,doorway shape,muffled page flutter,cold dust,14.86,0.28,0.1584,neutral air,queued work,avatar first-person local sample,True,True
2126,119,signal,Ren,signal perch,lens room,near-left,oil lantern,static crickets,lamp oil,11.14,0.26,0.16056,neutral air,queued work,avatar first-person local sample,True,True
2127,119,orchard,Ivo,seed lane,satchel shed,distant-ahead,doorway shape,muffled seed rattle,apple soil,13.92,0.27,0.16092,neutral air,queued work,avatar first-person local sample,True,True
2128,119,repair_ring,Pax,bell alcove,cool corner,near-right,insulated tongs,wire snap,clean cloth,17.4,0.25,0.15786,warm edge,resident boundary,avatar first-person local sample,True,True
2129,119,riverbend,Ari,kit alcove,wet crossing,distant-behind,doorway shape,muffled river slap,wet cedar,12.98,0.29,0.15948,neutral air,queued work,avatar first-person local sample,True,True
2130,119,roofward,Sera,glass stair,sun sill,distant-ahead,doorway shape,muffled paper hush,thyme paper,18.36,0.25,0.16236,neutral air,queued work,avatar first-person local sample,True,True
2131,119,archive,Nia,ink niche,memory desk,near-right,signal spool,spool click,wax seal,16.04,0.23,0.15732,neutral air,resident boundary,avatar first-person local sample,True,True
2132,119,signal,Ren,arrival court,lens room,distant-ahead,doorway shape,muffled beacon pulse,hot glass,8.82,0.66,0.242,wet sole,queued work,avatar first-person local sample,True,True
2133,119,orchard,Ivo,mud row,satchel shed,distant-ahead,doorway shape,muffled roof drip,mud reed,14.38,0.67,0.24236,wet sole,queued work,avatar first-person local sample,True,True
2134,119,repair_ring,Pax,cool corner,cool corner,co-present,insulated tongs,cool fan,hot copper,17.86,0.29,0.16596,warm edge,queued work,avatar first-person local sample,True,True
2135,119,riverbend,Ari,arrival court,dry ridge,distant-ahead,doorway shape,muffled lantern tick,warm oil,9.94,0.22,0.16092,neutral air,queued work,avatar first-person local sample,True,True
2136,119,roofward,Sera,warm lane,sun sill,distant-ahead,doorway shape,muffled sun glass hum,warm dust,18.82,0.29,0.15912,neutral air,queued work,avatar first-person local sample,True,True
2137,119,archive,Nia,memory desk,memory desk,co-present,signal spool,stone echo,ink linen,16.5,0.27,0.1584,warm edge,queued work,avatar first-person local sample,True,True
2138,119,signal,Ren,mast base,lens room,distant-ahead,doorway shape,muffled static crickets,lamp oil,9.28,0.28,0.1692,neutral air,queued work,avatar first-person local sample,True,True
2139,119,orchard,Ivo,market plank,satchel shed,near-right,dry cord,cart creak,dry twine,15.56,0.26,0.15912,neutral air,queued work,avatar first-person local sample,True,True
2140,119,repair_ring,Pax,arrival court,arrival court,co-present,insulated tongs,wire snap,clean cloth,15.54,0.22,0.16488,neutral air,resident boundary,avatar first-person local sample,True,True
2141,119,riverbend,Ari,plank hall,dry ridge,distant-ahead,doorway shape,muffled river slap,wet cedar,11.12,0.26,0.1692,neutral air,queued work,avatar first-person local sample,True,True
2142,120,archive,Nia,spool room,memory desk,distant-ahead,doorway shape,muffled stone echo,wax seal,14.78,0.3,0.15732,neutral air,queued work,avatar first-person local sample,True,True
2143,120,signal,Ren,signal perch,lens room,near-left,oil lantern,beacon pulse,salt wind,11.06,0.28,0.16596,neutral air,queued work,avatar first-person local sample,True,True
2144,120,orchard,Ivo,seed lane,satchel shed,distant-ahead,doorway shape,muffled cart creak,mud reed,13.84,0.29,0.16056,neutral air,queued work,avatar first-person local sample,True,True
2145,120,repair_ring,Pax,bell alcove,wire bench,distant-behind,doorway shape,muffled bell hum,hot copper,17.32,0.22,0.16164,warm edge,resident boundary,avatar first-person local sample,True,True
2146,120,riverbend,Ari,kit alcove,dry ridge,near-left,ridge lantern,lantern tick,mud thread,12.9,0.26,0.16596,neutral air,queued work,avatar first-person local sample,True,True
2147,120,roofward,Sera,glass stair,sun sill,distant-ahead,doorway shape,muffled hinge ticks,warm dust,18.28,0.27,0.16056,neutral air,queued work,avatar first-person local sample,True,True
2148,120,archive,Nia,ink niche,memory desk,near-right,signal spool,page flutter,ink linen,15.96,0.25,0.15624,neutral air,resident boundary,avatar first-person local sample,True,True
2149,120,signal,Ren,arrival court,lens room,distant-ahead,doorway shape,muffled rope creak,lamp oil,8.74,0.68,0.24272,wet sole,queued work,avatar first-person local sample,True,True
2150,120,orchard,Ivo,mud row,arrival court,distant-behind,doorway shape,muffled seed rattle,dry twine,15.02,0.64,0.242,wet sole,queued work,avatar first-person local sample,True,True
2151,120,repair_ring,Pax,cool corner,wire bench,distant-behind,doorway shape,muffled wire snap,stone chalk,17.78,0.26,0.16272,warm edge,queued work,avatar first-person local sample,True,True
2152,120,riverbend,Ari,arrival court,dry ridge,distant-ahead,doorway shape,muffled cedar knock,wet cedar,9.86,0.24,0.16272,neutral air,queued work,avatar first-person local sample,True,True
2153,120,roofward,Sera,warm lane,sun sill,distant-ahead,doorway shape,muffled paper hush,polished brass,18.74,0.31,0.162,neutral air,queued work,avatar first-person local sample,True,True
2154,120,archive,Nia,memory desk,memory desk,co-present,signal spool,spool click,cold dust,16.42,0.29,0.16434,warm edge,queued work,avatar first-person local sample,True,True
2155,120,signal,Ren,mast base,signal perch,distant-ahead,doorway shape,muffled beacon pulse,salt wind,9.2,0.25,0.15948,neutral air,queued work,avatar first-person local sample,True,True
2156,120,orchard,Ivo,market plank,arrival court,distant-behind,doorway shape,muffled roof drip,apple soil,15.48,0.23,0.15876,neutral air,queued work,avatar first-person local sample,True,True
2157,120,repair_ring,Pax,arrival court,wire bench,near-right,insulated tongs,bell hum,hot copper,15.46,0.24,0.16164,neutral air,resident boundary,avatar first-person local sample,True,True
2158,120,riverbend,Ari,plank hall,dry ridge,distant-ahead,doorway shape,muffled lantern tick,mud thread,11.04,0.28,0.15948,neutral air,queued work,avatar first-person local sample,True,True
2159,120,roofward,Sera,ledger loft,sun sill,near-right,brass hinge,sun glass hum,thyme paper,19.92,0.26,0.15876,warm edge,queued work,avatar first-person local sample,True,True
2160,121,signal,Ren,signal perch,arrival court,distant-behind,doorway shape,muffled rope creak,hot glass,10.98,0.25,0.16092,neutral air,queued work,avatar first-person local sample,True,True
2161,121,orchard,Ivo,seed lane,arrival court,near-left,dry cord,roof drip,dry twine,13.76,0.26,0.1602,neutral air,queued work,avatar first-person local sample,True,True
2162,121,repair_ring,Pax,bell alcove,wire bench,distant-behind,doorway shape,muffled cool fan,stone chalk,17.24,0.24,0.16272,warm edge,resident boundary,avatar first-person local sample,True,True
2163,121,riverbend,Ari,kit alcove,dry ridge,near-left,ridge lantern,cedar knock,warm oil,12.82,0.28,0.16092,neutral air,queued work,avatar first-person local sample,True,True
2164,121,roofward,Sera,glass stair,sun sill,distant-ahead,doorway shape,muffled sun glass hum,polished brass,18.2,0.29,0.1602,neutral air,queued work,avatar first-person local sample,True,True
2165,121,archive,Nia,ink niche,arrival court,distant-behind,doorway shape,muffled stone echo,cold dust,15.88,0.22,0.16326,neutral air,resident boundary,avatar first-person local sample,True,True
2166,121,signal,Ren,arrival court,arrival court,co-present,oil lantern,static crickets,salt wind,8.66,0.65,0.24236,wet sole,queued work,avatar first-person local sample,True,True
2167,121,orchard,Ivo,mud row,arrival court,distant-behind,doorway shape,muffled cart creak,apple soil,14.94,0.66,0.24164,wet sole,queued work,avatar first-person local sample,True,True
2168,121,repair_ring,Pax,cool corner,wire bench,distant-behind,doorway shape,muffled bell hum,clean cloth,18.42,0.28,0.15948,warm edge,queued work,avatar first-person local sample,True,True
2169,121,riverbend,Ari,arrival court,dry ridge,distant-ahead,doorway shape,muffled river slap,mud thread,9.78,0.26,0.16236,neutral air,queued work,avatar first-person local sample,True,True
2170,121,roofward,Sera,warm lane,arrival court,distant-behind,doorway shape,muffled hinge ticks,thyme paper,18.66,0.28,0.16164,neutral air,queued work,avatar first-person local sample,True,True
2171,121,archive,Nia,memory desk,arrival court,distant-behind,doorway shape,muffled page flutter,wax seal,16.34,0.26,0.16002,warm edge,queued work,avatar first-person local sample,True,True
2172,121,signal,Ren,mast base,arrival court,near-left,oil lantern,rope creak,hot glass,9.12,0.27,0.15912,neutral air,queued work,avatar first-person local sample,True,True
2173,121,orchard,Ivo,market plank,arrival court,distant-behind,doorway shape,muffled seed rattle,mud reed,15.4,0.25,0.16308,neutral air,queued work,avatar first-person local sample,True,True
2174,121,repair_ring,Pax,arrival court,wire bench,near-right,insulated tongs,cool fan,stone chalk,15.38,0.26,0.1584,neutral air,resident boundary,avatar first-person local sample,True,True
2175,121,riverbend,Ari,plank hall,kit alcove,distant-ahead,doorway shape,muffled cedar knock,warm oil,10.96,0.25,0.15912,neutral air,queued work,avatar first-person local sample,True,True
2176,121,roofward,Sera,ledger loft,arrival court,distant-behind,doorway shape,muffled paper hush,warm dust,19.84,0.23,0.16308,warm edge,queued work,avatar first-person local sample,True,True
2177,121,archive,Nia,arrival court,arrival court,co-present,signal spool,stone echo,cold dust,14.02,0.66,0.23894,wet sole,resident boundary,avatar first-person local sample,True,True
2178,122,orchard,Ivo,seed lane,arrival court,near-left,dry cord,seed rattle,apple soil,13.68,0.28,0.15984,neutral air,queued work,avatar first-person local sample,True,True
2179,122,repair_ring,Pax,bell alcove,wire bench,distant-behind,doorway shape,muffled wire snap,clean cloth,17.16,0.26,0.15948,warm edge,resident boundary,avatar first-person local sample,True,True
2180,122,riverbend,Ari,kit alcove,arrival court,distant-behind,doorway shape,muffled river slap,wet cedar,12.74,0.25,0.16056,neutral air,queued work,avatar first-person local sample,True,True
2181,122,roofward,Sera,glass stair,arrival court,near-left,brass hinge,paper hush,thyme paper,18.12,0.26,0.15984,neutral air,queued work,avatar first-person local sample,True,True
2182,122,archive,Nia,ink niche,arrival court,distant-behind,doorway shape,muffled spool click,wax seal,15.8,0.24,0.16002,neutral air,resident boundary,avatar first-person local sample,True,True
2183,122,signal,Ren,arrival court,arrival court,co-present,oil lantern,beacon pulse,hot glass,8.58,0.67,0.24056,wet sole,queued work,avatar first-person local sample,True,True
2184,122,orchard,Ivo,mud row,arrival court,distant-behind,doorway shape,muffled roof drip,mud reed,14.86,0.68,0.24128,wet sole,queued work,avatar first-person local sample,True,True
2185,122,repair_ring,Pax,cool corner,spark lane,distant-behind,doorway shape,muffled cool fan,hot copper,18.34,0.25,0.16056,warm edge,queued work,avatar first-person local sample,True,True
2186,122,riverbend,Ari,arrival court,arrival court,co-present,ridge lantern,lantern tick,warm oil,10.42,0.23,0.162,neutral air,queued work,avatar first-person local sample,True,True
2187,122,roofward,Sera,warm lane,arrival court,distant-behind,doorway shape,muffled sun glass hum,warm dust,18.58,0.3,0.16128,neutral air,queued work,avatar first-person local sample,True,True
2188,122,archive,Nia,memory desk,arrival court,distant-behind,doorway shape,muffled stone echo,ink linen,16.26,0.28,0.1611,warm edge,queued work,avatar first-person local sample,True,True
2189,122,signal,Ren,mast base,arrival court,near-left,oil lantern,static crickets,lamp oil,9.04,0.29,0.1692,neutral air,queued work,avatar first-person local sample,True,True
2190,122,orchard,Ivo,market plank,seed lane,distant-behind,doorway shape,muffled cart creak,dry twine,15.32,0.22,0.16272,neutral air,queued work,avatar first-person local sample,True,True
2191,122,repair_ring,Pax,arrival court,spark lane,distant-ahead,doorway shape,muffled wire snap,clean cloth,15.3,0.23,0.15948,neutral air,resident boundary,avatar first-person local sample,True,True
2192,122,riverbend,Ari,plank hall,arrival court,near-left,ridge lantern,river slap,wet cedar,10.88,0.27,0.1692,neutral air,queued work,avatar first-person local sample,True,True
2193,122,roofward,Sera,ledger loft,arrival court,distant-behind,doorway shape,muffled hinge ticks,polished brass,19.76,0.25,0.16272,warm edge,queued work,avatar first-person local sample,True,True
2194,122,archive,Nia,arrival court,arrival court,co-present,signal spool,spool click,wax seal,13.94,0.68,0.24002,wet sole,resident boundary,avatar first-person local sample,True,True
2195,122,signal,Ren,lantern walk,mast base,near-left,oil lantern,rope creak,salt wind,10.22,0.28,0.16596,neutral air,queued work,avatar first-person local sample,True,True
2196,123,repair_ring,Pax,bell alcove,spark lane,near-left,insulated tongs,bell hum,hot copper,17.08,0.23,0.16056,warm edge,resident boundary,avatar first-person local sample,True,True
2197,123,riverbend,Ari,kit alcove,arrival court,distant-behind,doorway shape,muffled lantern tick,mud thread,12.66,0.27,0.16596,neutral air,queued work,avatar first-person local sample,True,True
2198,123,roofward,Sera,glass stair,arrival court,near-left,brass hinge,hinge ticks,warm dust,18.04,0.28,0.15948,neutral air,queued work,avatar first-person local sample,True,True
2199,123,archive,Nia,ink niche,arrival court,distant-behind,doorway shape,muffled page flutter,ink linen,15.72,0.26,0.1611,neutral air,resident boundary,avatar first-person local sample,True,True
2200,123,signal,Ren,arrival court,lantern walk,distant-ahead,doorway shape,muffled rope creak,lamp oil,8.5,0.64,0.24272,wet sole,queued work,avatar first-person local sample,True,True
2201,123,orchard,Ivo,mud row,seed lane,near-left,dry cord,seed rattle,dry twine,14.78,0.65,0.23948,wet sole,queued work,avatar first-person local sample,True,True
2202,123,repair_ring,Pax,cool corner,spark lane,distant-behind,doorway shape,muffled wire snap,stone chalk,18.26,0.27,0.16866,warm edge,queued work,avatar first-person local sample,True,True
