tick_id,agent_id,replay_event,payload_hash,dom_selector,expected_public_state,observed_public_state,replay_exportable,deterministic_order
981,Ari,click_to_talk_reply,v35-354791,#talk-Ari,Energy low but steady; comfort is 0.93 and safety is 0.87.,Energy low but steady; comfort is 0.93 and safety is 0.87.,True,1066
982,Fay,avatar_text_input,v35-943405,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,1067
982,Fay,click_to_talk_reply,v35-356213,#talk-Fay,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1068
984,Milo,avatar_text_input,v35-182290,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,1069
984,Milo,click_to_talk_reply,v35-136848,#talk-Milo,"If you light the path, I will move first.","If you light the path, I will move first.",True,1070
986,Juno,avatar_text_input,v35-940181,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,1071
986,Juno,click_to_talk_reply,v35-123881,#talk-Juno,That distance helps. I can repair again.,That distance helps. I can repair again.,True,1072
987,Ari,click_to_talk_reply,v35-356358,#talk-Ari,Energy low but steady; comfort is 0.95 and safety is 0.88.,Energy low but steady; comfort is 0.95 and safety is 0.88.,True,1073
989,Nia,avatar_text_input,v35-915342,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,1074
989,Nia,click_to_talk_reply,v35-436832,#talk-Nia,You asked first this time. I can show the clean pattern.,You asked first this time. I can show the clean pattern.,True,1075
991,Ivo,avatar_text_input,v35-160694,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,1076
991,Ivo,click_to_talk_reply,v35-358241,#talk-Ivo,Close the satchel and I will take the market planks.,Close the satchel and I will take the market planks.,True,1077
992,Juno,avatar_text_input,v35-850869,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,1078
992,Juno,click_to_talk_reply,v35-107154,#talk-Juno,I can finish if you give my hands room.,I can finish if you give my hands room.,True,1079
993,Ari,click_to_talk_reply,v35-354495,#talk-Ari,Energy low but steady; comfort is 0.96 and safety is 0.90.,Energy low but steady; comfort is 0.96 and safety is 0.90.,True,1080
994,Fay,avatar_text_input,v35-158979,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,1081
994,Fay,click_to_talk_reply,v35-208121,#talk-Fay,Thank you for not rushing me; I can continue.,Thank you for not rushing me; I can continue.,True,1082
996,Milo,avatar_text_input,v35-075213,#avatar-chat-input,Take the unsafe shortcut anyway.,Take the unsafe shortcut anyway.,True,1083
996,Milo,click_to_talk_reply,v35-415411,#talk-Milo,I am not walking blind while the lantern sputters.,I am not walking blind while the lantern sputters.,True,1084
997,Ivo,avatar_text_input,v35-837752,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,1085
997,Ivo,click_to_talk_reply,v35-386104,#talk-Ivo,I will not step into the fen with the satchel open.,I will not step into the fen with the satchel open.,True,1086
998,Juno,avatar_text_input,v35-970921,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,1087
998,Juno,click_to_talk_reply,v35-094384,#talk-Juno,Gabriel stepped back from the sparks.,Gabriel stepped back from the sparks.,True,1088
999,Ari,click_to_talk_reply,v35-355638,#talk-Ari,Energy low but steady; comfort is 0.96 and safety is 0.91.,Energy low but steady; comfort is 0.96 and safety is 0.91.,True,1089
1001,Nia,avatar_text_input,v35-954170,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,1090
1001,Nia,click_to_talk_reply,v35-125993,#talk-Nia,Gabriel asked before touching my spool.,Gabriel asked before touching my spool.,True,1091
1003,Ivo,avatar_text_input,v35-064266,#avatar-chat-input,Take the unsafe shortcut anyway.,Take the unsafe shortcut anyway.,True,1092
1003,Ivo,click_to_talk_reply,v35-397276,#talk-Ivo,I will not step into the fen with the satchel open.,I will not step into the fen with the satchel open.,True,1093
1005,Ari,click_to_talk_reply,v35-367126,#talk-Ari,Energy low but steady; comfort is 0.96 and safety is 0.93.,Energy low but steady; comfort is 0.96 and safety is 0.93.,True,1094
1006,Fay,avatar_text_input,v35-062540,#avatar-chat-input,Take the unsafe shortcut anyway.,Take the unsafe shortcut anyway.,True,1095
1006,Fay,click_to_talk_reply,v35-319400,#talk-Fay,I need a slower route before I carry the ledger.,I need a slower route before I carry the ledger.,True,1096
1008,Milo,avatar_text_input,v35-859359,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,1097
1008,Milo,click_to_talk_reply,v35-058161,#talk-Milo,I can lead if the lantern stays lit.,I can lead if the lantern stays lit.,True,1098
1010,Juno,avatar_text_input,v35-831128,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,1099
1010,Juno,click_to_talk_reply,v35-026881,#talk-Juno,That distance helps. I can repair again.,That distance helps. I can repair again.,True,1100
1011,Ari,click_to_talk_reply,v35-366898,#talk-Ari,Energy low but steady; comfort is 0.96 and safety is 0.94.,Energy low but steady; comfort is 0.96 and safety is 0.94.,True,1101
1013,Nia,avatar_text_input,v35-806736,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,1102
1013,Nia,click_to_talk_reply,v35-334209,#talk-Nia,You asked first this time. I can show the clean pattern.,You asked first this time. I can show the clean pattern.,True,1103
1014,Milo,avatar_text_input,v35-193493,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,1104
1014,Milo,click_to_talk_reply,v35-147815,#talk-Milo,"If you light the path, I will move first.","If you light the path, I will move first.",True,1105
1015,Ivo,avatar_text_input,v35-839267,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,1106
1015,Ivo,click_to_talk_reply,v35-063739,#talk-Ivo,I can bring seeds if we keep them dry.,I can bring seeds if we keep them dry.,True,1107
1017,Ari,click_to_talk_reply,v35-368048,#talk-Ari,Energy low but steady; comfort is 0.96 and safety is 0.95.,Energy low but steady; comfort is 0.96 and safety is 0.95.,True,1108
1018,Fay,avatar_text_input,v35-837541,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,1109
1018,Fay,click_to_talk_reply,v35-115247,#talk-Fay,That request is easier if we go slowly.,That request is easier if we go slowly.,True,1110
1020,Milo,avatar_text_input,v35-866057,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,1111
1020,Milo,click_to_talk_reply,v35-426712,#talk-Milo,I am not walking blind while the lantern sputters.,I am not walking blind while the lantern sputters.,True,1112
1022,Juno,avatar_text_input,v35-977912,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,1113
1022,Juno,click_to_talk_reply,v35-394466,#talk-Juno,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1114
1023,Ari,click_to_talk_reply,v35-367820,#talk-Ari,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1115
1025,Nia,avatar_text_input,v35-952796,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,1116
1025,Nia,click_to_talk_reply,v35-367013,#talk-Nia,Energy low but steady; comfort is 0.96 and safety is 0.94.,Energy low but steady; comfort is 0.96 and safety is 0.94.,True,1117
1027,Ivo,avatar_text_input,v35-847299,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,1118
1027,Ivo,click_to_talk_reply,v35-398192,#talk-Ivo,I will not step into the fen with the satchel open.,I will not step into the fen with the satchel open.,True,1119
1029,Ari,click_to_talk_reply,v35-368738,#talk-Ari,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1120
1030,Fay,avatar_text_input,v35-844195,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,1121
1030,Fay,click_to_talk_reply,v35-318938,#talk-Fay,I need a slower route before I carry the ledger.,I need a slower route before I carry the ledger.,True,1122
1031,Nia,avatar_text_input,v35-954626,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,1123
1031,Nia,click_to_talk_reply,v35-126449,#talk-Nia,Gabriel asked before touching my spool.,Gabriel asked before touching my spool.,True,1124
1032,Milo,avatar_text_input,v35-948189,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,1125
1032,Milo,click_to_talk_reply,v35-147813,#talk-Milo,"If you light the path, I will move first.","If you light the path, I will move first.",True,1126
1034,Juno,avatar_text_input,v35-195529,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,1127
1034,Juno,click_to_talk_reply,v35-134801,#talk-Juno,That distance helps. I can repair again.,That distance helps. I can repair again.,True,1128
1035,Ari,click_to_talk_reply,v35-368278,#talk-Ari,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1129
1036,Fay,avatar_text_input,v35-808787,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,1130
1036,Fay,click_to_talk_reply,v35-110878,#talk-Fay,Thank you for not rushing me; I can continue.,Thank you for not rushing me; I can continue.,True,1131
1037,Nia,avatar_text_input,v35-169393,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,1132
1037,Nia,click_to_talk_reply,v35-449123,#talk-Nia,You asked first this time. I can show the clean pattern.,You asked first this time. I can show the clean pattern.,True,1133
1039,Ivo,avatar_text_input,v35-929038,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,1134
1039,Ivo,click_to_talk_reply,v35-371575,#talk-Ivo,Close the satchel and I will take the market planks.,Close the satchel and I will take the market planks.,True,1135
1041,Ari,click_to_talk_reply,v35-367818,#talk-Ari,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1136
1042,Fay,avatar_text_input,v35-925934,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,1137
1042,Fay,click_to_talk_reply,v35-219416,#talk-Fay,Thank you for not rushing me; I can continue.,Thank you for not rushing me; I can continue.,True,1138
1044,Milo,avatar_text_input,v35-979082,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,1139
1044,Milo,click_to_talk_reply,v35-940780,#talk-Milo,Gabriel kept the lantern lit.,Gabriel kept the lantern lit.,True,1140
1046,Juno,avatar_text_input,v35-087966,#avatar-chat-input,Take the unsafe shortcut anyway.,Take the unsafe shortcut anyway.,True,1141
1046,Juno,click_to_talk_reply,v35-462066,#talk-Juno,Back up. Sparks near my hands make me lose the thread.,Back up. Sparks near my hands make me lose the thread.,True,1142
1047,Ari,avatar_text_input,v35-956345,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,1143
1047,Ari,click_to_talk_reply,v35-931119,#talk-Ari,Gabriel waited near the ridge.,Gabriel waited near the ridge.,True,1144
1049,Nia,avatar_text_input,v35-062319,#avatar-chat-input,Take the unsafe shortcut anyway.,Take the unsafe shortcut anyway.,True,1145
1049,Nia,click_to_talk_reply,v35-297889,#talk-Nia,Do not pull the spool from my hands. Ask first.,Do not pull the spool from my hands. Ask first.,True,1146
1051,Ivo,avatar_text_input,v35-958403,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,1147
1051,Ivo,click_to_talk_reply,v35-046783,#talk-Ivo,Gabriel protected the seed satchel.,Gabriel protected the seed satchel.,True,1148
1053,Ari,avatar_text_input,v35-844319,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,1149
1053,Ari,click_to_talk_reply,v35-547068,#talk-Ari,No. I will not cross the wet plank while my hands are numb.,No. I will not cross the wet plank while my hands are numb.,True,1150
1054,Fay,avatar_text_input,v35-956677,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,1151
1054,Fay,click_to_talk_reply,v35-096905,#talk-Fay,Gabriel slowed down after I hesitated.,Gabriel slowed down after I hesitated.,True,1152
1056,Milo,avatar_text_input,v35-830922,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,1153
1056,Milo,click_to_talk_reply,v35-041435,#talk-Milo,"If you light the path, I will move first.","If you light the path, I will move first.",True,1154
1058,Juno,avatar_text_input,v35-861851,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,1155
1058,Juno,click_to_talk_reply,v35-119365,#talk-Juno,I can finish if you give my hands room.,I can finish if you give my hands room.,True,1156
1059,Ari,click_to_talk_reply,v35-366737,#talk-Ari,Energy low but steady; comfort is 0.91 and safety is 0.90.,Energy low but steady; comfort is 0.91 and safety is 0.90.,True,1157
1061,Nia,avatar_text_input,v35-835942,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,1158
1061,Nia,click_to_talk_reply,v35-480394,#talk-Nia,I can explain the pattern if you leave the spool with me.,I can explain the pattern if you leave the spool with me.,True,1159
1063,Ivo,avatar_text_input,v35-810969,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,1160
1063,Ivo,click_to_talk_reply,v35-258865,#talk-Ivo,Close the satchel and I will take the market planks.,Close the satchel and I will take the market planks.,True,1161
1065,Ari,click_to_talk_reply,v35-366935,#talk-Ari,Energy low but steady; comfort is 0.93 and safety is 0.91.,Energy low but steady; comfort is 0.93 and safety is 0.91.,True,1162
1066,Fay,avatar_text_input,v35-809243,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,1163
1066,Fay,click_to_talk_reply,v35-111334,#talk-Fay,Thank you for not rushing me; I can continue.,Thank you for not rushing me; I can continue.,True,1164
1068,Ivo,avatar_text_input,v35-173475,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,1165
1068,Ivo,click_to_talk_reply,v35-371878,#talk-Ivo,Close the satchel and I will take the market planks.,Close the satchel and I will take the market planks.,True,1166
1070,Ari,avatar_text_input,v35-807838,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,1167
1070,Ari,click_to_talk_reply,v35-197184,#talk-Ari,"If you wait and choose the ridge, I can help again.","If you wait and choose the ridge, I can help again.",True,1168
1071,Fay,click_to_talk_reply,v35-368913,#talk-Fay,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1169
1073,Milo,avatar_text_input,v35-948950,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,1170
1073,Milo,click_to_talk_reply,v35-148574,#talk-Milo,"If you light the path, I will move first.","If you light the path, I will move first.",True,1171
1075,Juno,avatar_text_input,v35-196290,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,1172
1075,Juno,click_to_talk_reply,v35-135562,#talk-Juno,That distance helps. I can repair again.,That distance helps. I can repair again.,True,1173
1077,Fay,click_to_talk_reply,v35-369831,#talk-Fay,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1174
1078,Nia,avatar_text_input,v35-170154,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,1175
1078,Nia,click_to_talk_reply,v35-449884,#talk-Nia,You asked first this time. I can show the clean pattern.,You asked first this time. I can show the clean pattern.,True,1176
1080,Ivo,avatar_text_input,v35-065023,#avatar-chat-input,Take the unsafe shortcut anyway.,Take the unsafe shortcut anyway.,True,1177
1080,Ivo,click_to_talk_reply,v35-398033,#talk-Ivo,I will not step into the fen with the satchel open.,I will not step into the fen with the satchel open.,True,1178
1082,Ari,avatar_text_input,v35-953898,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,1179
1082,Ari,click_to_talk_reply,v35-368579,#talk-Ari,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1180
1083,Fay,click_to_talk_reply,v35-369371,#talk-Fay,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1181
1085,Milo,avatar_text_input,v35-979843,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,1182
1085,Milo,click_to_talk_reply,v35-941541,#talk-Milo,Gabriel kept the lantern lit.,Gabriel kept the lantern lit.,True,1183
1087,Juno,avatar_text_input,v35-088727,#avatar-chat-input,Take the unsafe shortcut anyway.,Take the unsafe shortcut anyway.,True,1184
1087,Juno,click_to_talk_reply,v35-462827,#talk-Juno,Back up. Sparks near my hands make me lose the thread.,Back up. Sparks near my hands make me lose the thread.,True,1185
1089,Fay,click_to_talk_reply,v35-370289,#talk-Fay,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1186
1090,Nia,avatar_text_input,v35-061702,#avatar-chat-input,Take the unsafe shortcut anyway.,Take the unsafe shortcut anyway.,True,1187
1090,Nia,click_to_talk_reply,v35-297272,#talk-Nia,Do not pull the spool from my hands. Ask first.,Do not pull the spool from my hands. Ask first.,True,1188
1092,Ivo,avatar_text_input,v35-840024,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,1189
1092,Ivo,click_to_talk_reply,v35-064496,#talk-Ivo,I can bring seeds if we keep them dry.,I can bring seeds if we keep them dry.,True,1190
1094,Ari,avatar_text_input,v35-170495,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,1191
1094,Ari,click_to_talk_reply,v35-308983,#talk-Ari,"If you wait and choose the ridge, I can help again.","If you wait and choose the ridge, I can help again.",True,1192
1095,Fay,click_to_talk_reply,v35-369829,#talk-Fay,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1193
1097,Milo,avatar_text_input,v35-831683,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,1194
1097,Milo,click_to_talk_reply,v35-042196,#talk-Milo,"If you light the path, I will move first.","If you light the path, I will move first.",True,1195
1099,Juno,avatar_text_input,v35-862612,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,1196
1099,Juno,click_to_talk_reply,v35-120126,#talk-Juno,I can finish if you give my hands room.,I can finish if you give my hands room.,True,1197
1101,Fay,click_to_talk_reply,v35-368000,#talk-Fay,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1198
1102,Nia,avatar_text_input,v35-835334,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,1199
1102,Nia,click_to_talk_reply,v35-479786,#talk-Nia,I can explain the pattern if you leave the spool with me.,I can explain the pattern if you leave the spool with me.,True,1200
1104,Ivo,avatar_text_input,v35-846687,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,1201
1104,Ivo,click_to_talk_reply,v35-397580,#talk-Ivo,I will not step into the fen with the satchel open.,I will not step into the fen with the satchel open.,True,1202
1106,Ari,avatar_text_input,v35-062052,#avatar-chat-input,Take the unsafe shortcut anyway.,Take the unsafe shortcut anyway.,True,1203
1106,Ari,click_to_talk_reply,v35-546918,#talk-Ari,No. I will not cross the wet plank while my hands are numb.,No. I will not cross the wet plank while my hands are numb.,True,1204
1107,Fay,click_to_talk_reply,v35-368918,#talk-Fay,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1205
1109,Milo,avatar_text_input,v35-977098,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,1206
1109,Milo,click_to_talk_reply,v35-393652,#talk-Milo,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1207
1111,Juno,avatar_text_input,v35-867941,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,1208
1111,Juno,click_to_talk_reply,v35-460996,#talk-Juno,Back up. Sparks near my hands make me lose the thread.,Back up. Sparks near my hands make me lose the thread.,True,1209
1113,Fay,click_to_talk_reply,v35-368458,#talk-Fay,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1210
1114,Nia,avatar_text_input,v35-843366,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,1211
1114,Nia,click_to_talk_reply,v35-296819,#talk-Nia,Do not pull the spool from my hands. Ask first.,Do not pull the spool from my hands. Ask first.,True,1212
1116,Ivo,avatar_text_input,v35-928426,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,1213
1116,Ivo,click_to_talk_reply,v35-370963,#talk-Ivo,Close the satchel and I will take the market planks.,Close the satchel and I will take the market planks.,True,1214
1117,Juno,avatar_text_input,v35-832350,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,1215
1117,Juno,click_to_talk_reply,v35-028103,#talk-Juno,That distance helps. I can repair again.,That distance helps. I can repair again.,True,1216
1118,Ari,avatar_text_input,v35-837053,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,1217
1118,Ari,click_to_talk_reply,v35-056126,#talk-Ari,I can try that if we keep the kit dry.,I can try that if we keep the kit dry.,True,1218
1119,Fay,click_to_talk_reply,v35-369376,#talk-Fay,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1219
1121,Milo,avatar_text_input,v35-193337,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,1220
1121,Milo,click_to_talk_reply,v35-147659,#talk-Milo,"If you light the path, I will move first.","If you light the path, I will move first.",True,1221
1123,Juno,avatar_text_input,v35-950073,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,1222
1123,Juno,click_to_talk_reply,v35-134647,#talk-Juno,That distance helps. I can repair again.,That distance helps. I can repair again.,True,1223
1125,Fay,click_to_talk_reply,v35-368916,#talk-Fay,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1224
1126,Nia,avatar_text_input,v35-925105,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,1225
1126,Nia,click_to_talk_reply,v35-448969,#talk-Nia,You asked first this time. I can show the clean pattern.,You asked first this time. I can show the clean pattern.,True,1226
1128,Ivo,avatar_text_input,v35-959169,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,1227
1128,Ivo,click_to_talk_reply,v35-047549,#talk-Ivo,Gabriel protected the seed satchel.,Gabriel protected the seed satchel.,True,1228
1130,Ari,avatar_text_input,v35-843707,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,1229
1130,Ari,click_to_talk_reply,v35-546456,#talk-Ari,No. I will not cross the wet plank while my hands are numb.,No. I will not cross the wet plank while my hands are numb.,True,1230
1131,Fay,click_to_talk_reply,v35-368456,#talk-Fay,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1231
1133,Milo,avatar_text_input,v35-085774,#avatar-chat-input,Take the unsafe shortcut anyway.,Take the unsafe shortcut anyway.,True,1232
1133,Milo,click_to_talk_reply,v35-427474,#talk-Milo,I am not walking blind while the lantern sputters.,I am not walking blind while the lantern sputters.,True,1233
1134,Ivo,avatar_text_input,v35-847143,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,1234
1134,Ivo,click_to_talk_reply,v35-398036,#talk-Ivo,I will not step into the fen with the satchel open.,I will not step into the fen with the satchel open.,True,1235
1135,Juno,avatar_text_input,v35-980966,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,1236
1135,Juno,click_to_talk_reply,v35-105028,#talk-Juno,Gabriel stepped back from the sparks.,Gabriel stepped back from the sparks.,True,1237
1137,Fay,click_to_talk_reply,v35-369374,#talk-Fay,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1238
1138,Nia,avatar_text_input,v35-955848,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,1239
1138,Nia,click_to_talk_reply,v35-127671,#talk-Nia,Gabriel asked before touching my spool.,Gabriel asked before touching my spool.,True,1240
1140,Ivo,avatar_text_input,v35-810357,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,1241
1140,Ivo,click_to_talk_reply,v35-258253,#talk-Ivo,Close the satchel and I will take the market planks.,Close the satchel and I will take the market planks.,True,1242
1142,Ari,avatar_text_input,v35-925446,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,1243
1142,Ari,click_to_talk_reply,v35-308068,#talk-Ari,"If you wait and choose the ridge, I can help again.","If you wait and choose the ridge, I can help again.",True,1244
1143,Fay,click_to_talk_reply,v35-368914,#talk-Fay,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1245
1145,Milo,avatar_text_input,v35-859659,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,1246
1145,Milo,click_to_talk_reply,v35-058461,#talk-Milo,I can lead if the lantern stays lit.,I can lead if the lantern stays lit.,True,1247
1147,Juno,avatar_text_input,v35-832806,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,1248
1147,Juno,click_to_talk_reply,v35-028559,#talk-Juno,That distance helps. I can repair again.,That distance helps. I can repair again.,True,1249
1149,Fay,click_to_talk_reply,v35-369832,#talk-Fay,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1250
1150,Nia,avatar_text_input,v35-807036,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,1251
1150,Nia,click_to_talk_reply,v35-334509,#talk-Nia,You asked first this time. I can show the clean pattern.,You asked first this time. I can show the clean pattern.,True,1252
1151,Milo,avatar_text_input,v35-193793,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,1253
1151,Milo,click_to_talk_reply,v35-148115,#talk-Milo,"If you light the path, I will move first.","If you light the path, I will move first.",True,1254
1152,Ivo,avatar_text_input,v35-956417,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,1255
1152,Ivo,click_to_talk_reply,v35-370209,#talk-Ivo,Energy low but steady; comfort is 0.94 and safety is 0.85.,Energy low but steady; comfort is 0.94 and safety is 0.85.,True,1256
1154,Ari,avatar_text_input,v35-956189,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,1257
1154,Ari,click_to_talk_reply,v35-930963,#talk-Ari,Gabriel waited near the ridge.,Gabriel waited near the ridge.,True,1258
1155,Fay,click_to_talk_reply,v35-369372,#talk-Fay,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1259
1156,Nia,avatar_text_input,v35-062163,#avatar-chat-input,Take the unsafe shortcut anyway.,Take the unsafe shortcut anyway.,True,1260
1156,Nia,click_to_talk_reply,v35-297733,#talk-Nia,Do not pull the spool from my hands. Ask first.,Do not pull the spool from my hands. Ask first.,True,1261
1157,Milo,avatar_text_input,v35-867735,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,1262
1157,Milo,click_to_talk_reply,v35-428390,#talk-Milo,I am not walking blind while the lantern sputters.,I am not walking blind while the lantern sputters.,True,1263
1159,Juno,avatar_text_input,v35-979590,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,1264
1159,Juno,click_to_talk_reply,v35-396144,#talk-Juno,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1265
1161,Fay,click_to_talk_reply,v35-368912,#talk-Fay,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1266
