tick_id,day,settlement_id,resident_id,task_id,task_type,priority,need_pressure,queue_before,dependencies_met,selected_action,task_started,task_completed,queue_after,blocked_reason,visible_queue_marker
1507,95,orchard,Ivo,task:orchard:Ivo:95:3,resource_fetch,1,0.83,7,True,dispatch_task,True,True,5,none,True
1508,95,repair_ring,Pax,task:repair_ring:Pax:95:4,repair_project,2,0.92,8,True,dispatch_task,True,True,7,none,True
1509,95,riverbend,Ari,task:riverbend:Ari:95:5,hazard_patrol,3,0.65,5,True,dispatch_task,True,True,3,none,True
1510,95,roofward,Sera,task:roofward:Sera:95:6,resource_fetch,5,0.8398,7,True,dispatch_task,True,True,5,none,True
1511,95,archive,Nia,task:archive:Nia:95:7,repair_project,5,1.0,9,True,dispatch_task,True,True,7,none,True
1512,95,signal,Ren,task:signal:Ren:95:8,care_check,1,1.0,10,True,dispatch_task,True,False,9,none,True
1513,95,orchard,Ivo,task:orchard:Ivo:95:9,hazard_patrol,2,0.74,6,True,dispatch_task,True,True,4,none,True
1514,95,repair_ring,Pax,task:repair_ring:Pax:95:10,resource_fetch,3,1.0,9,True,dispatch_task,True,True,7,none,True
1515,95,riverbend,Ari,task:riverbend:Ari:95:11,care_check,4,0.74,6,True,dispatch_task,True,True,4,none,True
1516,95,roofward,Sera,task:roofward:Sera:95:12,hazard_patrol,1,0.7498,6,True,dispatch_task,True,True,4,none,True
1517,95,archive,Nia,task:archive:Nia:95:13,resource_fetch,1,1.0,9,True,dispatch_task,True,True,7,none,True
1518,95,signal,Ren,task:signal:Ren:95:14,repair_project,2,1.0,10,True,dispatch_task,True,False,9,none,True
1519,95,orchard,Ivo,task:orchard:Ivo:95:15,care_check,3,0.65,5,True,dispatch_task,True,True,3,none,True
1520,96,repair_ring,Juno,task:repair_ring:Juno:96:0,rest_window,5,0.92,8,True,rest_defer,False,False,8,rest chosen before queue dispatch,True
1521,96,riverbend,Lio,task:riverbend:Lio:96:1,craft_project,5,0.92,8,True,dispatch_task,True,True,6,none,True
1522,96,roofward,Fay,task:roofward:Fay:96:2,dialect_teach,1,1.0,9,True,dispatch_task,True,True,7,none,True
1523,96,archive,Toma,task:archive:Toma:96:3,rest_window,3,1.0,9,True,rest_defer,False,False,9,rest chosen before queue dispatch,True
1524,96,signal,Milo,task:signal:Milo:96:4,relationship_check,4,0.92,8,True,dispatch_task,True,False,7,none,True
1525,96,orchard,Mara,task:orchard:Mara:96:5,craft_project,5,1.0,9,True,dispatch_task,True,True,7,none,True
1526,96,repair_ring,Juno,task:repair_ring:Juno:96:6,dialect_teach,1,1.0,10,True,dispatch_task,True,True,8,none,True
1527,96,riverbend,Lio,task:riverbend:Lio:96:7,relationship_check,1,0.83,7,True,dispatch_task,True,True,5,none,True
1528,96,roofward,Fay,task:roofward:Fay:96:8,craft_project,2,1.0,9,True,dispatch_task,True,True,7,none,True
1529,96,archive,Toma,task:archive:Toma:96:9,dialect_teach,4,1.0,10,True,dispatch_task,True,True,8,none,True
1530,96,signal,Milo,task:signal:Milo:96:10,rest_window,5,0.92,8,True,rest_defer,False,False,8,rest chosen before queue dispatch,True
1531,96,orchard,Mara,task:orchard:Mara:96:11,relationship_check,1,1.0,9,True,dispatch_task,True,True,7,none,True
1532,96,repair_ring,Juno,task:repair_ring:Juno:96:12,craft_project,2,1.0,10,True,dispatch_task,True,True,8,none,True
1533,96,riverbend,Lio,task:riverbend:Lio:96:13,rest_window,2,0.74,6,True,rest_defer,False,False,6,rest chosen before queue dispatch,True
1534,96,roofward,Fay,task:roofward:Fay:96:14,relationship_check,3,1.0,9,True,dispatch_task,True,True,7,none,True
1535,96,archive,Toma,task:archive:Toma:96:15,craft_project,5,1.0,10,True,dispatch_task,True,True,8,none,True
1536,97,signal,Ren,task:signal:Ren:97:0,hazard_patrol,5,1.0,9,True,dispatch_task,True,False,8,none,True
1537,97,orchard,Ivo,task:orchard:Ivo:97:1,resource_fetch,1,0.74,6,True,dispatch_task,True,True,5,none,True
1538,97,repair_ring,Pax,task:repair_ring:Pax:97:2,repair_project,2,0.9298,8,True,dispatch_task,True,True,6,none,True
1539,97,riverbend,Ari,task:riverbend:Ari:97:3,hazard_patrol,3,0.74,6,True,dispatch_task,True,True,4,none,True
1540,97,roofward,Sera,task:roofward:Sera:97:4,resource_fetch,5,0.8391,7,True,dispatch_task,True,True,5,none,True
1541,97,archive,Nia,task:archive:Nia:97:5,repair_project,5,0.92,8,True,dispatch_task,True,True,6,none,True
1542,97,signal,Ren,task:signal:Ren:97:6,care_check,1,1.0,9,True,dispatch_task,True,False,8,none,True
1543,97,orchard,Ivo,task:orchard:Ivo:97:7,hazard_patrol,2,0.92,8,True,dispatch_task,True,True,6,none,True
1544,97,repair_ring,Pax,task:repair_ring:Pax:97:8,resource_fetch,3,0.8398,7,True,dispatch_task,True,True,5,none,True
1545,97,riverbend,Ari,task:riverbend:Ari:97:9,care_check,4,0.74,6,True,dispatch_task,True,True,4,none,True
1546,97,roofward,Sera,task:roofward:Sera:97:10,hazard_patrol,1,0.92,8,True,dispatch_task,True,True,6,none,True
1547,97,archive,Nia,task:archive:Nia:97:11,resource_fetch,1,0.83,7,True,dispatch_task,True,True,5,none,True
1548,97,signal,Ren,task:signal:Ren:97:12,repair_project,2,1.0,9,True,dispatch_task,True,False,8,none,True
1549,97,orchard,Ivo,task:orchard:Ivo:97:13,care_check,3,1.0,9,True,dispatch_task,True,True,7,none,True
1550,97,repair_ring,Pax,task:repair_ring:Pax:97:14,hazard_patrol,4,0.7414,6,True,dispatch_task,True,True,4,none,True
1551,97,riverbend,Ari,task:riverbend:Ari:97:15,repair_project,5,0.74,6,True,dispatch_task,True,True,4,none,True
1552,98,roofward,Fay,task:roofward:Fay:98:0,dialect_teach,1,0.92,8,True,dispatch_task,True,True,6,none,True
1553,98,archive,Toma,task:archive:Toma:98:1,rest_window,3,1.0,9,True,rest_defer,False,False,9,rest chosen before queue dispatch,True
1554,98,signal,Milo,task:signal:Milo:98:2,relationship_check,4,1.0,10,True,dispatch_task,True,False,9,none,True
1555,98,orchard,Mara,task:orchard:Mara:98:3,craft_project,5,0.92,8,True,dispatch_task,True,True,6,none,True
1556,98,repair_ring,Juno,task:repair_ring:Juno:98:4,dialect_teach,1,1.0,9,True,dispatch_task,True,True,7,none,True
1557,98,riverbend,Lio,task:riverbend:Lio:98:5,relationship_check,1,1.0,9,True,dispatch_task,True,True,7,none,True
1558,98,roofward,Fay,task:roofward:Fay:98:6,craft_project,2,0.83,7,True,dispatch_task,True,True,5,none,True
1559,98,archive,Toma,task:archive:Toma:98:7,dialect_teach,4,1.0,9,True,dispatch_task,True,True,7,none,True
1560,98,signal,Milo,task:signal:Milo:98:8,rest_window,5,1.0,10,True,rest_defer,False,False,10,rest chosen before queue dispatch,True
1561,98,orchard,Mara,task:orchard:Mara:98:9,relationship_check,1,0.83,7,True,dispatch_task,True,True,5,none,True
1562,98,repair_ring,Juno,task:repair_ring:Juno:98:10,craft_project,2,1.0,9,True,dispatch_task,True,True,7,none,True
1563,98,riverbend,Lio,task:riverbend:Lio:98:11,rest_window,2,1.0,10,True,rest_defer,False,False,10,rest chosen before queue dispatch,True
1564,98,roofward,Fay,task:roofward:Fay:98:12,relationship_check,3,0.74,6,True,dispatch_task,True,True,4,none,True
1565,98,archive,Toma,task:archive:Toma:98:13,craft_project,5,1.0,9,True,dispatch_task,True,True,7,none,True
1566,98,signal,Milo,task:signal:Milo:98:14,dialect_teach,1,1.0,10,True,dispatch_task,True,False,10,none,True
1567,98,orchard,Mara,task:orchard:Mara:98:15,rest_window,2,0.74,6,True,rest_defer,False,False,6,rest chosen before queue dispatch,True
1568,99,repair_ring,Pax,task:repair_ring:Pax:99:0,repair_project,2,0.8314,7,True,dispatch_task,True,True,5,none,True
1569,99,riverbend,Ari,task:riverbend:Ari:99:1,hazard_patrol,3,0.65,5,True,dispatch_task,True,True,3,none,True
1570,99,roofward,Sera,task:roofward:Sera:99:2,resource_fetch,5,0.92,8,True,dispatch_task,True,True,6,none,True
1571,99,archive,Nia,task:archive:Nia:99:3,repair_project,5,0.92,8,True,dispatch_task,True,True,6,none,True
1572,99,signal,Ren,task:signal:Ren:99:4,care_check,1,0.9207,8,True,dispatch_task,True,False,7,none,True
1573,99,orchard,Ivo,task:orchard:Ivo:99:5,hazard_patrol,2,1.0,9,True,dispatch_task,True,True,7,none,True
1574,99,repair_ring,Pax,task:repair_ring:Pax:99:6,resource_fetch,3,0.9207,8,True,dispatch_task,True,True,6,none,True
1575,99,riverbend,Ari,task:riverbend:Ari:99:7,care_check,4,0.56,4,True,dispatch_task,True,True,2,none,True
1576,99,roofward,Sera,task:roofward:Sera:99:8,hazard_patrol,1,0.92,8,True,dispatch_task,True,True,6,none,True
1577,99,archive,Nia,task:archive:Nia:99:9,resource_fetch,1,1.0,9,True,dispatch_task,True,True,7,none,True
1578,99,signal,Ren,task:signal:Ren:99:10,repair_project,2,0.92,8,True,dispatch_task,True,False,7,none,True
1579,99,orchard,Ivo,task:orchard:Ivo:99:11,care_check,3,1.0,9,True,dispatch_task,True,True,7,none,True
1580,99,repair_ring,Pax,task:repair_ring:Pax:99:12,hazard_patrol,4,1.0,9,True,dispatch_task,True,True,7,none,True
1581,99,riverbend,Ari,task:riverbend:Ari:99:13,repair_project,5,0.47,3,True,dispatch_task,True,True,1,none,True
1582,99,roofward,Sera,task:roofward:Sera:99:14,care_check,2,0.92,8,True,dispatch_task,True,True,6,none,True
1583,99,archive,Nia,task:archive:Nia:99:15,hazard_patrol,2,1.0,10,True,dispatch_task,True,True,8,none,True
1584,100,orchard,Ivo,task:orchard:Ivo:100:0,repair_project,3,1.0,9,True,dispatch_task,True,False,8,none,True
1585,100,repair_ring,Pax,task:repair_ring:Pax:100:1,care_check,4,1.0,10,True,dispatch_task,True,True,8,none,True
1586,100,riverbend,Ari,task:riverbend:Ari:100:2,resource_fetch,5,0.38,2,True,dispatch_task,True,True,0,none,True
1587,100,roofward,Sera,task:roofward:Sera:100:3,repair_project,2,0.92,8,True,dispatch_task,True,True,6,none,True
1588,100,archive,Nia,task:archive:Nia:100:4,care_check,2,1.0,10,True,dispatch_task,True,True,8,none,True
1589,100,signal,Ren,task:signal:Ren:100:5,hazard_patrol,3,0.92,8,True,dispatch_task,True,True,6,none,True
1590,100,orchard,Ivo,task:orchard:Ivo:100:6,resource_fetch,4,1.0,9,True,dispatch_task,True,False,8,none,True
1591,100,repair_ring,Pax,task:repair_ring:Pax:100:7,repair_project,5,1.0,10,True,dispatch_task,True,True,8,none,True
1592,100,riverbend,Ari,task:riverbend:Ari:100:8,hazard_patrol,1,0.29,1,True,dispatch_task,True,True,0,none,True
1593,100,roofward,Sera,task:roofward:Sera:100:9,resource_fetch,3,0.92,8,True,dispatch_task,True,True,6,none,True
1594,100,archive,Nia,task:archive:Nia:100:10,repair_project,3,1.0,10,True,dispatch_task,True,True,8,none,True
1595,100,signal,Ren,task:signal:Ren:100:11,care_check,4,0.83,7,True,dispatch_task,True,True,6,none,True
1596,100,orchard,Ivo,task:orchard:Ivo:100:12,hazard_patrol,5,1.0,9,True,dispatch_task,True,False,8,none,True
1597,100,repair_ring,Pax,task:repair_ring:Pax:100:13,resource_fetch,1,1.0,10,True,dispatch_task,True,True,8,none,True
1598,100,riverbend,Ari,task:riverbend:Ari:100:14,care_check,2,0.29,1,True,dispatch_task,True,True,0,none,True
1599,100,roofward,Sera,task:roofward:Sera:100:15,hazard_patrol,4,0.92,8,True,dispatch_task,True,True,6,none,True
1600,101,archive,Toma,task:archive:Toma:101:0,relationship_check,5,0.92,8,True,dispatch_task,True,True,6,none,True
1601,101,signal,Milo,task:signal:Milo:101:1,craft_project,1,1.0,9,True,dispatch_task,True,True,7,none,True
1602,101,orchard,Mara,task:orchard:Mara:101:2,dialect_teach,2,1.0,9,True,dispatch_task,True,False,8,none,True
1603,101,repair_ring,Juno,task:repair_ring:Juno:101:3,rest_window,3,0.92,8,True,rest_defer,False,False,8,rest chosen before queue dispatch,True
1604,101,riverbend,Lio,task:riverbend:Lio:101:4,craft_project,3,1.0,9,True,dispatch_task,True,True,7,none,True
1605,101,roofward,Fay,task:roofward:Fay:101:5,dialect_teach,4,0.83,7,True,dispatch_task,True,True,5,none,True
1606,101,archive,Toma,task:archive:Toma:101:6,rest_window,1,0.83,7,True,rest_defer,False,False,7,rest chosen before queue dispatch,True
1607,101,signal,Milo,task:signal:Milo:101:7,relationship_check,2,1.0,9,True,dispatch_task,True,True,7,none,True
1608,101,orchard,Mara,task:orchard:Mara:101:8,craft_project,3,1.0,10,True,dispatch_task,True,False,9,none,True
1609,101,repair_ring,Juno,task:repair_ring:Juno:101:9,dialect_teach,4,0.92,8,True,dispatch_task,True,True,6,none,True
1610,101,riverbend,Lio,task:riverbend:Lio:101:10,relationship_check,4,1.0,9,True,dispatch_task,True,True,7,none,True
1611,101,roofward,Fay,task:roofward:Fay:101:11,craft_project,5,0.92,8,True,dispatch_task,True,True,6,none,True
1612,101,archive,Toma,task:archive:Toma:101:12,dialect_teach,2,0.92,8,True,dispatch_task,True,True,6,none,True
1613,101,signal,Milo,task:signal:Milo:101:13,rest_window,3,1.0,9,True,rest_defer,False,False,9,rest chosen before queue dispatch,True
1614,101,orchard,Mara,task:orchard:Mara:101:14,relationship_check,4,1.0,10,True,dispatch_task,True,False,9,none,True
1615,101,repair_ring,Juno,task:repair_ring:Juno:101:15,craft_project,5,0.83,7,True,dispatch_task,True,True,5,none,True
1616,102,riverbend,Ari,task:riverbend:Ari:102:0,resource_fetch,5,0.4721,3,True,dispatch_task,True,True,1,none,True
1617,102,roofward,Sera,task:roofward:Sera:102:1,repair_project,2,0.83,7,True,dispatch_task,True,True,5,none,True
1618,102,archive,Nia,task:archive:Nia:102:2,care_check,2,1.0,9,True,dispatch_task,True,True,7,none,True
1619,102,signal,Ren,task:signal:Ren:102:3,hazard_patrol,3,1.0,9,True,dispatch_task,True,True,7,none,True
1620,102,orchard,Ivo,task:orchard:Ivo:102:4,resource_fetch,4,0.9291,8,True,dispatch_task,True,False,7,none,True
1621,102,repair_ring,Pax,task:repair_ring:Pax:102:5,repair_project,5,1.0,9,True,dispatch_task,True,True,7,none,True
1622,102,riverbend,Ari,task:riverbend:Ari:102:6,hazard_patrol,1,0.56,4,True,dispatch_task,True,True,2,none,True
1623,102,roofward,Sera,task:roofward:Sera:102:7,resource_fetch,3,0.74,6,True,dispatch_task,True,True,4,none,True
1624,102,archive,Nia,task:archive:Nia:102:8,repair_project,3,1.0,9,True,dispatch_task,True,True,8,none,True
1625,102,signal,Ren,task:signal:Ren:102:9,care_check,4,1.0,10,True,dispatch_task,True,True,8,none,True
1626,102,orchard,Ivo,task:orchard:Ivo:102:10,hazard_patrol,5,0.92,8,True,dispatch_task,True,False,7,none,True
1627,102,repair_ring,Pax,task:repair_ring:Pax:102:11,resource_fetch,1,1.0,9,True,dispatch_task,True,True,7,none,True
1628,102,riverbend,Ari,task:riverbend:Ari:102:12,care_check,2,0.65,5,True,dispatch_task,True,True,3,none,True
1629,102,roofward,Sera,task:roofward:Sera:102:13,hazard_patrol,4,0.65,5,True,dispatch_task,True,True,3,none,True
1630,102,archive,Nia,task:archive:Nia:102:14,resource_fetch,4,1.0,9,True,dispatch_task,True,True,7,none,True
1631,102,signal,Ren,task:signal:Ren:102:15,repair_project,5,1.0,10,True,dispatch_task,True,True,8,none,True
1632,103,orchard,Mara,task:orchard:Mara:103:0,dialect_teach,2,1.0,9,True,dispatch_task,True,False,8,none,True
1633,103,repair_ring,Juno,task:repair_ring:Juno:103:1,rest_window,3,0.92,8,True,rest_defer,False,False,8,rest chosen before queue dispatch,True
1634,103,riverbend,Lio,task:riverbend:Lio:103:2,craft_project,3,0.92,8,True,dispatch_task,True,True,6,none,True
1635,103,roofward,Fay,task:roofward:Fay:103:3,dialect_teach,4,0.92,8,True,dispatch_task,True,True,6,none,True
1636,103,archive,Toma,task:archive:Toma:103:4,rest_window,1,1.0,9,True,rest_defer,False,False,9,rest chosen before queue dispatch,True
1637,103,signal,Milo,task:signal:Milo:103:5,relationship_check,2,0.92,8,True,dispatch_task,True,True,6,none,True
1638,103,orchard,Mara,task:orchard:Mara:103:6,craft_project,3,1.0,9,True,dispatch_task,True,False,8,none,True
1639,103,repair_ring,Juno,task:repair_ring:Juno:103:7,dialect_teach,4,1.0,10,True,dispatch_task,True,True,8,none,True
1640,103,riverbend,Lio,task:riverbend:Lio:103:8,relationship_check,4,0.83,7,True,dispatch_task,True,True,5,none,True
1641,103,roofward,Fay,task:roofward:Fay:103:9,craft_project,5,0.92,8,True,dispatch_task,True,True,6,none,True
1642,103,archive,Toma,task:archive:Toma:103:10,dialect_teach,2,1.0,10,True,dispatch_task,True,True,8,none,True
1643,103,signal,Milo,task:signal:Milo:103:11,rest_window,3,0.83,7,True,rest_defer,False,False,7,rest chosen before queue dispatch,True
1644,103,orchard,Mara,task:orchard:Mara:103:12,relationship_check,4,1.0,9,True,dispatch_task,True,False,8,none,True
1645,103,repair_ring,Juno,task:repair_ring:Juno:103:13,craft_project,5,1.0,10,True,dispatch_task,True,True,8,none,True
1646,103,riverbend,Lio,task:riverbend:Lio:103:14,rest_window,5,0.74,6,True,rest_defer,False,False,6,rest chosen before queue dispatch,True
1647,103,roofward,Fay,task:roofward:Fay:103:15,relationship_check,1,0.92,8,True,dispatch_task,True,True,6,none,True
1648,104,archive,Nia,task:archive:Nia:104:0,care_check,2,0.92,8,True,dispatch_task,True,True,6,none,True
1649,104,signal,Ren,task:signal:Ren:104:1,hazard_patrol,3,1.0,9,True,dispatch_task,True,True,7,none,True
1650,104,orchard,Ivo,task:orchard:Ivo:104:2,resource_fetch,4,1.0,10,True,dispatch_task,True,False,9,none,True
1651,104,repair_ring,Pax,task:repair_ring:Pax:104:3,repair_project,5,0.92,8,True,dispatch_task,True,True,6,none,True
1652,104,riverbend,Ari,task:riverbend:Ari:104:4,hazard_patrol,1,0.65,5,True,dispatch_task,True,True,3,none,True
1653,104,roofward,Sera,task:roofward:Sera:104:5,resource_fetch,3,0.74,6,True,dispatch_task,True,True,5,none,True
1654,104,archive,Nia,task:archive:Nia:104:6,repair_project,3,0.83,7,True,dispatch_task,True,True,5,none,True
1655,104,signal,Ren,task:signal:Ren:104:7,care_check,4,1.0,9,True,dispatch_task,True,True,7,none,True
1656,104,orchard,Ivo,task:orchard:Ivo:104:8,hazard_patrol,5,1.0,10,True,dispatch_task,True,False,9,none,True
1657,104,repair_ring,Pax,task:repair_ring:Pax:104:9,resource_fetch,1,0.83,7,True,dispatch_task,True,True,5,none,True
1658,104,riverbend,Ari,task:riverbend:Ari:104:10,care_check,2,0.65,5,True,dispatch_task,True,True,3,none,True
1659,104,roofward,Sera,task:roofward:Sera:104:11,hazard_patrol,4,0.92,8,True,dispatch_task,True,True,6,none,True
1660,104,archive,Nia,task:archive:Nia:104:12,resource_fetch,4,0.74,6,True,dispatch_task,True,True,4,none,True
1661,104,signal,Ren,task:signal:Ren:104:13,repair_project,5,1.0,9,True,dispatch_task,True,True,7,none,True
1662,104,orchard,Ivo,task:orchard:Ivo:104:14,care_check,1,1.0,10,True,dispatch_task,True,False,9,none,True
1663,104,repair_ring,Pax,task:repair_ring:Pax:104:15,hazard_patrol,2,0.74,6,True,dispatch_task,True,True,4,none,True
1664,105,riverbend,Lio,task:riverbend:Lio:105:0,craft_project,3,1.0,9,True,dispatch_task,True,True,7,none,True
1665,105,roofward,Fay,task:roofward:Fay:105:1,dialect_teach,4,0.83,7,True,dispatch_task,True,True,5,none,True
1666,105,archive,Toma,task:archive:Toma:105:2,rest_window,1,1.0,9,True,rest_defer,False,False,9,rest chosen before queue dispatch,True
1667,105,signal,Milo,task:signal:Milo:105:3,relationship_check,2,1.0,10,True,dispatch_task,True,True,8,none,True
1668,105,orchard,Mara,task:orchard:Mara:105:4,craft_project,3,0.9221,8,True,dispatch_task,True,False,7,none,True
1669,105,repair_ring,Juno,task:repair_ring:Juno:105:5,dialect_teach,4,1.0,9,True,dispatch_task,True,True,7,none,True
1670,105,riverbend,Lio,task:riverbend:Lio:105:6,relationship_check,4,1.0,10,True,dispatch_task,True,True,8,none,True
1671,105,roofward,Fay,task:roofward:Fay:105:7,craft_project,5,0.74,6,True,dispatch_task,True,True,4,none,True
1672,105,archive,Toma,task:archive:Toma:105:8,dialect_teach,2,1.0,9,True,dispatch_task,True,True,7,none,True
1673,105,signal,Milo,task:signal:Milo:105:9,rest_window,3,1.0,10,True,rest_defer,False,False,10,rest chosen before queue dispatch,True
1674,105,orchard,Mara,task:orchard:Mara:105:10,relationship_check,4,0.9214,8,True,dispatch_task,True,False,7,none,True
1675,105,repair_ring,Juno,task:repair_ring:Juno:105:11,craft_project,5,1.0,9,True,dispatch_task,True,True,7,none,True
1676,105,riverbend,Lio,task:riverbend:Lio:105:12,rest_window,5,1.0,10,True,rest_defer,False,False,10,rest chosen before queue dispatch,True
1677,105,roofward,Fay,task:roofward:Fay:105:13,relationship_check,1,0.65,5,True,dispatch_task,True,True,3,none,True
1678,105,archive,Toma,task:archive:Toma:105:14,craft_project,3,1.0,9,True,dispatch_task,True,True,7,none,True
1679,105,signal,Milo,task:signal:Milo:105:15,dialect_teach,4,1.0,10,True,dispatch_task,True,True,8,none,True
1680,106,orchard,Ivo,task:orchard:Ivo:106:0,resource_fetch,4,1.0,9,True,dispatch_task,True,False,8,none,True
1681,106,repair_ring,Pax,task:repair_ring:Pax:106:1,repair_project,5,0.83,7,True,dispatch_task,True,True,5,none,True
1682,106,riverbend,Ari,task:riverbend:Ari:106:2,hazard_patrol,1,0.56,4,True,dispatch_task,True,True,3,none,True
1683,106,roofward,Sera,task:roofward:Sera:106:3,resource_fetch,3,0.92,8,True,dispatch_task,True,True,6,none,True
1684,106,archive,Nia,task:archive:Nia:106:4,repair_project,3,0.83,7,True,dispatch_task,True,True,5,none,True
1685,106,signal,Ren,task:signal:Ren:106:5,care_check,4,0.92,8,True,dispatch_task,True,True,6,none,True
1686,106,orchard,Ivo,task:orchard:Ivo:106:6,hazard_patrol,5,1.0,9,True,dispatch_task,True,False,8,none,True
1687,106,repair_ring,Pax,task:repair_ring:Pax:106:7,resource_fetch,1,0.92,8,True,dispatch_task,True,True,6,none,True
1688,106,riverbend,Ari,task:riverbend:Ari:106:8,care_check,2,0.56,4,True,dispatch_task,True,True,2,none,True
1689,106,roofward,Sera,task:roofward:Sera:106:9,hazard_patrol,4,0.92,8,True,dispatch_task,True,True,6,none,True
1690,106,archive,Nia,task:archive:Nia:106:10,resource_fetch,4,0.9298,8,True,dispatch_task,True,True,6,none,True
1691,106,signal,Ren,task:signal:Ren:106:11,repair_project,5,0.83,7,True,dispatch_task,True,True,5,none,True
1692,106,orchard,Ivo,task:orchard:Ivo:106:12,care_check,1,1.0,9,True,dispatch_task,True,False,8,none,True
1693,106,repair_ring,Pax,task:repair_ring:Pax:106:13,hazard_patrol,2,1.0,9,True,dispatch_task,True,True,7,none,True
1694,106,riverbend,Ari,task:riverbend:Ari:106:14,repair_project,3,0.47,3,True,dispatch_task,True,True,1,none,True
1695,106,roofward,Sera,task:roofward:Sera:106:15,care_check,5,0.92,8,True,dispatch_task,True,True,6,none,True
1696,107,archive,Toma,task:archive:Toma:107:0,rest_window,1,0.92,8,True,rest_defer,False,False,8,rest chosen before queue dispatch,True
1697,107,signal,Milo,task:signal:Milo:107:1,relationship_check,2,1.0,9,True,dispatch_task,True,True,7,none,True
1698,107,orchard,Mara,task:orchard:Mara:107:2,craft_project,3,1.0,10,True,dispatch_task,True,False,9,none,True
1699,107,repair_ring,Juno,task:repair_ring:Juno:107:3,dialect_teach,4,0.92,8,True,dispatch_task,True,True,6,none,True
1700,107,riverbend,Lio,task:riverbend:Lio:107:4,relationship_check,4,1.0,9,True,dispatch_task,True,True,7,none,True
1701,107,roofward,Fay,task:roofward:Fay:107:5,craft_project,5,0.74,6,True,dispatch_task,True,True,4,none,True
1702,107,archive,Toma,task:archive:Toma:107:6,dialect_teach,2,0.92,8,True,dispatch_task,True,True,6,none,True
1703,107,signal,Milo,task:signal:Milo:107:7,rest_window,3,1.0,9,True,rest_defer,False,False,9,rest chosen before queue dispatch,True
1704,107,orchard,Mara,task:orchard:Mara:107:8,relationship_check,4,1.0,10,True,dispatch_task,True,False,9,none,True
1705,107,repair_ring,Juno,task:repair_ring:Juno:107:9,craft_project,5,0.83,7,True,dispatch_task,True,True,5,none,True
1706,107,riverbend,Lio,task:riverbend:Lio:107:10,rest_window,5,1.0,9,True,rest_defer,False,False,9,rest chosen before queue dispatch,True
1707,107,roofward,Fay,task:roofward:Fay:107:11,relationship_check,1,0.83,7,True,dispatch_task,True,True,5,none,True
1708,107,archive,Toma,task:archive:Toma:107:12,craft_project,3,0.83,7,True,dispatch_task,True,True,5,none,True
1709,107,signal,Milo,task:signal:Milo:107:13,dialect_teach,4,1.0,9,True,dispatch_task,True,True,7,none,True
1710,107,orchard,Mara,task:orchard:Mara:107:14,rest_window,5,1.0,10,True,rest_defer,False,False,10,rest chosen before queue dispatch,True
1711,107,repair_ring,Juno,task:repair_ring:Juno:107:15,relationship_check,1,0.74,6,True,dispatch_task,True,True,5,none,True
1712,108,riverbend,Ari,task:riverbend:Ari:108:0,hazard_patrol,1,0.56,4,True,dispatch_task,True,True,2,none,True
1713,108,roofward,Sera,task:roofward:Sera:108:1,resource_fetch,3,0.83,7,True,dispatch_task,True,True,5,none,True
1714,108,archive,Nia,task:archive:Nia:108:2,repair_project,3,0.9298,8,True,dispatch_task,True,True,6,none,True
1715,108,signal,Ren,task:signal:Ren:108:3,care_check,4,0.92,8,True,dispatch_task,True,True,6,none,True
1716,108,orchard,Ivo,task:orchard:Ivo:108:4,hazard_patrol,5,0.92,8,True,dispatch_task,True,False,7,none,True
1717,108,repair_ring,Pax,task:repair_ring:Pax:108:5,resource_fetch,1,1.0,9,True,dispatch_task,True,True,7,none,True
1718,108,riverbend,Ari,task:riverbend:Ari:108:6,care_check,2,0.65,5,True,dispatch_task,True,True,3,none,True
1719,108,roofward,Sera,task:roofward:Sera:108:7,hazard_patrol,4,0.74,6,True,dispatch_task,True,True,4,none,True
1720,108,archive,Nia,task:archive:Nia:108:8,resource_fetch,4,0.9298,8,True,dispatch_task,True,True,6,none,True
1721,108,signal,Ren,task:signal:Ren:108:9,repair_project,5,1.0,9,True,dispatch_task,True,True,7,none,True
1722,108,orchard,Ivo,task:orchard:Ivo:108:10,care_check,1,0.9298,8,True,dispatch_task,True,False,7,none,True
1723,108,repair_ring,Pax,task:repair_ring:Pax:108:11,hazard_patrol,2,1.0,9,True,dispatch_task,True,True,7,none,True
1724,108,riverbend,Ari,task:riverbend:Ari:108:12,repair_project,3,0.7421,6,True,dispatch_task,True,True,4,none,True
1725,108,roofward,Sera,task:roofward:Sera:108:13,care_check,5,0.65,5,True,dispatch_task,True,True,3,none,True
1726,108,archive,Nia,task:archive:Nia:108:14,hazard_patrol,5,0.92,8,True,dispatch_task,True,True,6,none,True
1727,108,signal,Ren,task:signal:Ren:108:15,resource_fetch,1,1.0,10,True,dispatch_task,True,True,8,none,True
1728,109,orchard,Mara,task:orchard:Mara:109:0,craft_project,3,1.0,9,True,dispatch_task,True,False,8,none,True
1729,109,repair_ring,Juno,task:repair_ring:Juno:109:1,dialect_teach,4,0.92,8,True,dispatch_task,True,True,6,none,True
1730,109,riverbend,Lio,task:riverbend:Lio:109:2,relationship_check,4,0.92,8,True,dispatch_task,True,True,6,none,True
1731,109,roofward,Fay,task:roofward:Fay:109:3,craft_project,5,0.83,7,True,dispatch_task,True,True,5,none,True
1732,109,archive,Toma,task:archive:Toma:109:4,dialect_teach,2,0.92,8,True,dispatch_task,True,True,6,none,True
