tick_id,day,settlement_id,resident_id,avatar_action,dialogue_intent,consent_prompt,consent_state,resident_line,avatar_followup,refusal_respected,no_forced_action,private_workspace_sealed,hook_bound_to_state,visible_dialogue_hook
1958,109,repair_ring,Pax,touch_claimed_tool,ownership boundary,Ask Pax before acting with insulated tongs,deferred,Pax: That is mine. Ask before using the insulated tongs.,step back and ask,True,True,True,True,True
1960,109,roofward,Sera,ask_about_tool,sensory check-in,Ask Sera before acting with brass hinge,ask-first,Sera: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
1961,109,archive,Nia,touch_claimed_tool,ownership boundary,Ask Nia before acting with signal spool,deferred,Nia: That is mine. Ask before using the signal spool.,step back and ask,True,True,True,True,True
1963,110,repair_ring,Pax,touch_claimed_tool,ownership boundary,Ask Pax before acting with insulated tongs,deferred,Pax: That is mine. Ask before using the insulated tongs.,step back and ask,True,True,True,True,True
1964,110,riverbend,Ari,approach,sensory check-in,Ask Ari before acting with ridge lantern,ask-first,Ari: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
1966,110,archive,Nia,touch_claimed_tool,ownership boundary,Ask Nia before acting with signal spool,deferred,Nia: That is mine. Ask before using the signal spool.,step back and ask,True,True,True,True,True
1967,110,signal,Ren,interrupt_queue,sensory check-in,Ask Ren before acting with oil lantern,ask-first,Ren: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
1968,110,orchard,Ivo,consent_dialogue,sensory check-in,Ask Ivo before acting with dry cord,ask-first,Ivo: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
1970,110,riverbend,Ari,interrupt_queue,sensory check-in,Ask Ari before acting with ridge lantern,ask-first,Ari: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
1971,110,roofward,Sera,consent_dialogue,sensory check-in,Ask Sera before acting with brass hinge,ask-first,Sera: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
1972,110,archive,Nia,step_back,sensory check-in,Ask Nia before acting with signal spool,ask-first,Nia: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
1975,110,repair_ring,Pax,touch_claimed_tool,ownership boundary,Ask Pax before acting with insulated tongs,deferred,Pax: That is mine. Ask before using the insulated tongs.,step back and ask,True,True,True,True,True
1976,110,riverbend,Ari,approach,sensory check-in,Ask Ari before acting with ridge lantern,ask-first,Ari: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
1978,110,archive,Nia,touch_claimed_tool,ownership boundary,Ask Nia before acting with signal spool,deferred,Nia: That is mine. Ask before using the signal spool.,step back and ask,True,True,True,True,True
1979,110,signal,Ren,interrupt_queue,sensory check-in,Ask Ren before acting with oil lantern,ask-first,Ren: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
1980,111,repair_ring,Pax,touch_claimed_tool,ownership boundary,Ask Pax before acting with insulated tongs,ask-first,Pax: That is mine. Ask before using the insulated tongs.,step back and ask,True,True,True,True,True
1983,111,archive,Nia,touch_claimed_tool,ownership boundary,Ask Nia before acting with signal spool,deferred,Nia: That is mine. Ask before using the signal spool.,step back and ask,True,True,True,True,True
1984,111,signal,Ren,interrupt_queue,sensory check-in,Ask Ren before acting with oil lantern,ask-first,Ren: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
1985,111,orchard,Ivo,consent_dialogue,sensory check-in,Ask Ivo before acting with dry cord,ask-first,Ivo: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
1987,111,riverbend,Ari,interrupt_queue,sensory check-in,Ask Ari before acting with ridge lantern,ask-first,Ari: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
1988,111,roofward,Sera,consent_dialogue,sensory check-in,Ask Sera before acting with brass hinge,ask-first,Sera: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
1992,111,repair_ring,Pax,touch_claimed_tool,ownership boundary,Ask Pax before acting with insulated tongs,ask-first,Pax: That is mine. Ask before using the insulated tongs.,step back and ask,True,True,True,True,True
1995,111,archive,Nia,touch_claimed_tool,ownership boundary,Ask Nia before acting with signal spool,deferred,Nia: That is mine. Ask before using the signal spool.,step back and ask,True,True,True,True,True
1996,111,signal,Ren,interrupt_queue,sensory check-in,Ask Ren before acting with oil lantern,ask-first,Ren: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
1997,111,orchard,Ivo,consent_dialogue,sensory check-in,Ask Ivo before acting with dry cord,ask-first,Ivo: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2000,112,archive,Nia,touch_claimed_tool,ownership boundary,Ask Nia before acting with signal spool,ask-first,Nia: That is mine. Ask before using the signal spool.,step back and ask,True,True,True,True,True
2001,112,signal,Ren,interrupt_queue,sensory check-in,Ask Ren before acting with oil lantern,ask-first,Ren: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2002,112,orchard,Ivo,consent_dialogue,sensory check-in,Ask Ivo before acting with dry cord,ask-first,Ivo: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2004,112,riverbend,Ari,interrupt_queue,sensory check-in,Ask Ari before acting with ridge lantern,ask-first,Ari: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2005,112,roofward,Sera,consent_dialogue,sensory check-in,Ask Sera before acting with brass hinge,ask-first,Sera: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2008,112,orchard,Ivo,ask_about_tool,sensory check-in,Ask Ivo before acting with dry cord,ask-first,Ivo: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2009,112,repair_ring,Pax,touch_claimed_tool,ownership boundary,Ask Pax before acting with insulated tongs,deferred,Pax: That is mine. Ask before using the insulated tongs.,step back and ask,True,True,True,True,True
2012,112,archive,Nia,touch_claimed_tool,ownership boundary,Ask Nia before acting with signal spool,ask-first,Nia: That is mine. Ask before using the signal spool.,step back and ask,True,True,True,True,True
2013,112,signal,Ren,interrupt_queue,sensory check-in,Ask Ren before acting with oil lantern,ask-first,Ren: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2014,112,orchard,Ivo,consent_dialogue,sensory check-in,Ask Ivo before acting with dry cord,ask-first,Ivo: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2016,113,roofward,Sera,ask_about_tool,sensory check-in,Ask Sera before acting with brass hinge,ask-first,Sera: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2017,113,archive,Nia,touch_claimed_tool,ownership boundary,Ask Nia before acting with signal spool,deferred,Nia: That is mine. Ask before using the signal spool.,step back and ask,True,True,True,True,True
2018,113,signal,Ren,interrupt_queue,sensory check-in,Ask Ren before acting with oil lantern,ask-first,Ren: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2019,113,orchard,Ivo,consent_dialogue,sensory check-in,Ask Ivo before acting with dry cord,ask-first,Ivo: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2020,113,repair_ring,Pax,step_back,sensory check-in,Ask Pax before acting with insulated tongs,ask-first,Pax: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2021,113,riverbend,Ari,interrupt_queue,sensory check-in,Ask Ari before acting with ridge lantern,ask-first,Ari: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2022,113,roofward,Sera,consent_dialogue,sensory check-in,Ask Sera before acting with brass hinge,ask-first,Sera: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2024,113,signal,Ren,approach,sensory check-in,Ask Ren before acting with oil lantern,ask-first,Ren: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2026,113,repair_ring,Pax,touch_claimed_tool,ownership boundary,Ask Pax before acting with insulated tongs,deferred,Pax: That is mine. Ask before using the insulated tongs.,step back and ask,True,True,True,True,True
2028,113,roofward,Sera,ask_about_tool,sensory check-in,Ask Sera before acting with brass hinge,ask-first,Sera: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2029,113,archive,Nia,touch_claimed_tool,ownership boundary,Ask Nia before acting with signal spool,deferred,Nia: That is mine. Ask before using the signal spool.,step back and ask,True,True,True,True,True
2030,113,signal,Ren,interrupt_queue,sensory check-in,Ask Ren before acting with oil lantern,ask-first,Ren: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2031,113,orchard,Ivo,consent_dialogue,sensory check-in,Ask Ivo before acting with dry cord,ask-first,Ivo: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2032,113,repair_ring,Pax,step_back,sensory check-in,Ask Pax before acting with insulated tongs,ask-first,Pax: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2033,113,riverbend,Ari,interrupt_queue,sensory check-in,Ask Ari before acting with ridge lantern,ask-first,Ari: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2034,114,archive,Nia,touch_claimed_tool,ownership boundary,Ask Nia before acting with signal spool,deferred,Nia: That is mine. Ask before using the signal spool.,step back and ask,True,True,True,True,True
2035,114,signal,Ren,interrupt_queue,sensory check-in,Ask Ren before acting with oil lantern,ask-first,Ren: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2036,114,orchard,Ivo,consent_dialogue,sensory check-in,Ask Ivo before acting with dry cord,ask-first,Ivo: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2038,114,riverbend,Ari,interrupt_queue,sensory check-in,Ask Ari before acting with ridge lantern,ask-first,Ari: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2039,114,roofward,Sera,consent_dialogue,sensory check-in,Ask Sera before acting with brass hinge,ask-first,Sera: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2040,114,archive,Nia,step_back,sensory check-in,Ask Nia before acting with signal spool,ask-first,Nia: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2043,114,repair_ring,Pax,touch_claimed_tool,ownership boundary,Ask Pax before acting with insulated tongs,deferred,Pax: That is mine. Ask before using the insulated tongs.,step back and ask,True,True,True,True,True
2044,114,riverbend,Ari,approach,sensory check-in,Ask Ari before acting with ridge lantern,ask-first,Ari: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2046,114,archive,Nia,touch_claimed_tool,ownership boundary,Ask Nia before acting with signal spool,deferred,Nia: That is mine. Ask before using the signal spool.,step back and ask,True,True,True,True,True
2047,114,signal,Ren,interrupt_queue,sensory check-in,Ask Ren before acting with oil lantern,ask-first,Ren: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2048,114,orchard,Ivo,consent_dialogue,sensory check-in,Ask Ivo before acting with dry cord,ask-first,Ivo: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2050,114,riverbend,Ari,interrupt_queue,sensory check-in,Ask Ari before acting with ridge lantern,ask-first,Ari: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2051,114,roofward,Sera,consent_dialogue,sensory check-in,Ask Sera before acting with brass hinge,ask-first,Sera: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2052,115,signal,Ren,interrupt_queue,sensory check-in,Ask Ren before acting with oil lantern,ask-first,Ren: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2053,115,orchard,Ivo,consent_dialogue,sensory check-in,Ask Ivo before acting with dry cord,ask-first,Ivo: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2055,115,riverbend,Ari,interrupt_queue,sensory check-in,Ask Ari before acting with ridge lantern,ask-first,Ari: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2056,115,roofward,Sera,consent_dialogue,sensory check-in,Ask Sera before acting with brass hinge,ask-first,Sera: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2060,115,repair_ring,Pax,touch_claimed_tool,ownership boundary,Ask Pax before acting with insulated tongs,ask-first,Pax: That is mine. Ask before using the insulated tongs.,step back and ask,True,True,True,True,True
2063,115,archive,Nia,touch_claimed_tool,ownership boundary,Ask Nia before acting with signal spool,deferred,Nia: That is mine. Ask before using the signal spool.,step back and ask,True,True,True,True,True
2064,115,signal,Ren,interrupt_queue,sensory check-in,Ask Ren before acting with oil lantern,ask-first,Ren: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2065,115,orchard,Ivo,consent_dialogue,sensory check-in,Ask Ivo before acting with dry cord,ask-first,Ivo: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2067,115,riverbend,Ari,interrupt_queue,sensory check-in,Ask Ari before acting with ridge lantern,ask-first,Ari: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2068,115,roofward,Sera,consent_dialogue,sensory check-in,Ask Sera before acting with brass hinge,ask-first,Sera: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2070,116,orchard,Ivo,consent_dialogue,sensory check-in,Ask Ivo before acting with dry cord,ask-first,Ivo: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2072,116,riverbend,Ari,interrupt_queue,sensory check-in,Ask Ari before acting with ridge lantern,ask-first,Ari: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2073,116,roofward,Sera,consent_dialogue,sensory check-in,Ask Sera before acting with brass hinge,ask-first,Sera: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2076,116,orchard,Ivo,ask_about_tool,sensory check-in,Ask Ivo before acting with dry cord,ask-first,Ivo: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2077,116,repair_ring,Pax,touch_claimed_tool,ownership boundary,Ask Pax before acting with insulated tongs,deferred,Pax: That is mine. Ask before using the insulated tongs.,step back and ask,True,True,True,True,True
2080,116,archive,Nia,touch_claimed_tool,ownership boundary,Ask Nia before acting with signal spool,ask-first,Nia: That is mine. Ask before using the signal spool.,step back and ask,True,True,True,True,True
2081,116,signal,Ren,interrupt_queue,sensory check-in,Ask Ren before acting with oil lantern,ask-first,Ren: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2082,116,orchard,Ivo,consent_dialogue,sensory check-in,Ask Ivo before acting with dry cord,ask-first,Ivo: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2084,116,riverbend,Ari,interrupt_queue,sensory check-in,Ask Ari before acting with ridge lantern,ask-first,Ari: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2085,116,roofward,Sera,consent_dialogue,sensory check-in,Ask Sera before acting with brass hinge,ask-first,Sera: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2088,117,repair_ring,Pax,step_back,sensory check-in,Ask Pax before acting with insulated tongs,ask-first,Pax: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2089,117,riverbend,Ari,interrupt_queue,sensory check-in,Ask Ari before acting with ridge lantern,ask-first,Ari: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2090,117,roofward,Sera,consent_dialogue,sensory check-in,Ask Sera before acting with brass hinge,ask-first,Sera: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2092,117,signal,Ren,approach,sensory check-in,Ask Ren before acting with oil lantern,ask-first,Ren: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2094,117,repair_ring,Pax,touch_claimed_tool,ownership boundary,Ask Pax before acting with insulated tongs,deferred,Pax: That is mine. Ask before using the insulated tongs.,step back and ask,True,True,True,True,True
2096,117,roofward,Sera,ask_about_tool,sensory check-in,Ask Sera before acting with brass hinge,ask-first,Sera: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2097,117,archive,Nia,touch_claimed_tool,ownership boundary,Ask Nia before acting with signal spool,deferred,Nia: That is mine. Ask before using the signal spool.,step back and ask,True,True,True,True,True
2098,117,signal,Ren,interrupt_queue,sensory check-in,Ask Ren before acting with oil lantern,ask-first,Ren: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2099,117,orchard,Ivo,consent_dialogue,sensory check-in,Ask Ivo before acting with dry cord,ask-first,Ivo: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2100,117,repair_ring,Pax,step_back,sensory check-in,Ask Pax before acting with insulated tongs,ask-first,Pax: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2101,117,riverbend,Ari,interrupt_queue,sensory check-in,Ask Ari before acting with ridge lantern,ask-first,Ari: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2102,117,roofward,Sera,consent_dialogue,sensory check-in,Ask Sera before acting with brass hinge,ask-first,Sera: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2104,117,signal,Ren,approach,sensory check-in,Ask Ren before acting with oil lantern,ask-first,Ren: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2106,118,riverbend,Ari,interrupt_queue,sensory check-in,Ask Ari before acting with ridge lantern,ask-first,Ari: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2107,118,roofward,Sera,consent_dialogue,sensory check-in,Ask Sera before acting with brass hinge,ask-first,Sera: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2108,118,archive,Nia,step_back,sensory check-in,Ask Nia before acting with signal spool,ask-first,Nia: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2111,118,repair_ring,Pax,touch_claimed_tool,ownership boundary,Ask Pax before acting with insulated tongs,deferred,Pax: That is mine. Ask before using the insulated tongs.,step back and ask,True,True,True,True,True
2112,118,riverbend,Ari,approach,sensory check-in,Ask Ari before acting with ridge lantern,ask-first,Ari: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2114,118,archive,Nia,touch_claimed_tool,ownership boundary,Ask Nia before acting with signal spool,deferred,Nia: That is mine. Ask before using the signal spool.,step back and ask,True,True,True,True,True
2115,118,signal,Ren,interrupt_queue,sensory check-in,Ask Ren before acting with oil lantern,ask-first,Ren: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2116,118,orchard,Ivo,consent_dialogue,sensory check-in,Ask Ivo before acting with dry cord,ask-first,Ivo: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2118,118,riverbend,Ari,interrupt_queue,sensory check-in,Ask Ari before acting with ridge lantern,ask-first,Ari: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2119,118,roofward,Sera,consent_dialogue,sensory check-in,Ask Sera before acting with brass hinge,ask-first,Sera: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2120,118,archive,Nia,step_back,sensory check-in,Ask Nia before acting with signal spool,ask-first,Nia: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2123,118,repair_ring,Pax,touch_claimed_tool,ownership boundary,Ask Pax before acting with insulated tongs,deferred,Pax: That is mine. Ask before using the insulated tongs.,step back and ask,True,True,True,True,True
2124,119,roofward,Sera,consent_dialogue,sensory check-in,Ask Sera before acting with brass hinge,ask-first,Sera: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2128,119,repair_ring,Pax,touch_claimed_tool,ownership boundary,Ask Pax before acting with insulated tongs,ask-first,Pax: That is mine. Ask before using the insulated tongs.,step back and ask,True,True,True,True,True
2131,119,archive,Nia,touch_claimed_tool,ownership boundary,Ask Nia before acting with signal spool,deferred,Nia: That is mine. Ask before using the signal spool.,step back and ask,True,True,True,True,True
2132,119,signal,Ren,interrupt_queue,sensory check-in,Ask Ren before acting with oil lantern,ask-first,Ren: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2133,119,orchard,Ivo,consent_dialogue,sensory check-in,Ask Ivo before acting with dry cord,ask-first,Ivo: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2135,119,riverbend,Ari,interrupt_queue,sensory check-in,Ask Ari before acting with ridge lantern,ask-first,Ari: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2136,119,roofward,Sera,consent_dialogue,sensory check-in,Ask Sera before acting with brass hinge,ask-first,Sera: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2140,119,repair_ring,Pax,touch_claimed_tool,ownership boundary,Ask Pax before acting with insulated tongs,ask-first,Pax: That is mine. Ask before using the insulated tongs.,step back and ask,True,True,True,True,True
2144,120,orchard,Ivo,ask_about_tool,sensory check-in,Ask Ivo before acting with dry cord,ask-first,Ivo: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2145,120,repair_ring,Pax,touch_claimed_tool,ownership boundary,Ask Pax before acting with insulated tongs,deferred,Pax: That is mine. Ask before using the insulated tongs.,step back and ask,True,True,True,True,True
2148,120,archive,Nia,touch_claimed_tool,ownership boundary,Ask Nia before acting with signal spool,ask-first,Nia: That is mine. Ask before using the signal spool.,step back and ask,True,True,True,True,True
2149,120,signal,Ren,interrupt_queue,sensory check-in,Ask Ren before acting with oil lantern,ask-first,Ren: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2150,120,orchard,Ivo,consent_dialogue,sensory check-in,Ask Ivo before acting with dry cord,ask-first,Ivo: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2152,120,riverbend,Ari,interrupt_queue,sensory check-in,Ask Ari before acting with ridge lantern,ask-first,Ari: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2153,120,roofward,Sera,consent_dialogue,sensory check-in,Ask Sera before acting with brass hinge,ask-first,Sera: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2156,120,orchard,Ivo,ask_about_tool,sensory check-in,Ask Ivo before acting with dry cord,ask-first,Ivo: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2157,120,repair_ring,Pax,touch_claimed_tool,ownership boundary,Ask Pax before acting with insulated tongs,deferred,Pax: That is mine. Ask before using the insulated tongs.,step back and ask,True,True,True,True,True
2160,121,signal,Ren,approach,sensory check-in,Ask Ren before acting with oil lantern,ask-first,Ren: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2162,121,repair_ring,Pax,touch_claimed_tool,ownership boundary,Ask Pax before acting with insulated tongs,deferred,Pax: That is mine. Ask before using the insulated tongs.,step back and ask,True,True,True,True,True
2164,121,roofward,Sera,ask_about_tool,sensory check-in,Ask Sera before acting with brass hinge,ask-first,Sera: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2165,121,archive,Nia,touch_claimed_tool,ownership boundary,Ask Nia before acting with signal spool,deferred,Nia: That is mine. Ask before using the signal spool.,step back and ask,True,True,True,True,True
2166,121,signal,Ren,interrupt_queue,sensory check-in,Ask Ren before acting with oil lantern,ask-first,Ren: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2167,121,orchard,Ivo,consent_dialogue,sensory check-in,Ask Ivo before acting with dry cord,ask-first,Ivo: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2168,121,repair_ring,Pax,step_back,sensory check-in,Ask Pax before acting with insulated tongs,ask-first,Pax: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2169,121,riverbend,Ari,interrupt_queue,sensory check-in,Ask Ari before acting with ridge lantern,ask-first,Ari: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2170,121,roofward,Sera,consent_dialogue,sensory check-in,Ask Sera before acting with brass hinge,ask-first,Sera: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2172,121,signal,Ren,approach,sensory check-in,Ask Ren before acting with oil lantern,ask-first,Ren: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2174,121,repair_ring,Pax,touch_claimed_tool,ownership boundary,Ask Pax before acting with insulated tongs,deferred,Pax: That is mine. Ask before using the insulated tongs.,step back and ask,True,True,True,True,True
2176,121,roofward,Sera,ask_about_tool,sensory check-in,Ask Sera before acting with brass hinge,ask-first,Sera: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2177,121,archive,Nia,touch_claimed_tool,ownership boundary,Ask Nia before acting with signal spool,deferred,Nia: That is mine. Ask before using the signal spool.,step back and ask,True,True,True,True,True
2179,122,repair_ring,Pax,touch_claimed_tool,ownership boundary,Ask Pax before acting with insulated tongs,deferred,Pax: That is mine. Ask before using the insulated tongs.,step back and ask,True,True,True,True,True
2180,122,riverbend,Ari,approach,sensory check-in,Ask Ari before acting with ridge lantern,ask-first,Ari: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2182,122,archive,Nia,touch_claimed_tool,ownership boundary,Ask Nia before acting with signal spool,deferred,Nia: That is mine. Ask before using the signal spool.,step back and ask,True,True,True,True,True
2183,122,signal,Ren,interrupt_queue,sensory check-in,Ask Ren before acting with oil lantern,ask-first,Ren: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2184,122,orchard,Ivo,consent_dialogue,sensory check-in,Ask Ivo before acting with dry cord,ask-first,Ivo: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2186,122,riverbend,Ari,interrupt_queue,sensory check-in,Ask Ari before acting with ridge lantern,ask-first,Ari: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2187,122,roofward,Sera,consent_dialogue,sensory check-in,Ask Sera before acting with brass hinge,ask-first,Sera: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2188,122,archive,Nia,step_back,sensory check-in,Ask Nia before acting with signal spool,ask-first,Nia: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2191,122,repair_ring,Pax,touch_claimed_tool,ownership boundary,Ask Pax before acting with insulated tongs,deferred,Pax: That is mine. Ask before using the insulated tongs.,step back and ask,True,True,True,True,True
2192,122,riverbend,Ari,approach,sensory check-in,Ask Ari before acting with ridge lantern,ask-first,Ari: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2194,122,archive,Nia,touch_claimed_tool,ownership boundary,Ask Nia before acting with signal spool,deferred,Nia: That is mine. Ask before using the signal spool.,step back and ask,True,True,True,True,True
2195,122,signal,Ren,interrupt_queue,sensory check-in,Ask Ren before acting with oil lantern,ask-first,Ren: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2196,123,repair_ring,Pax,touch_claimed_tool,ownership boundary,Ask Pax before acting with insulated tongs,ask-first,Pax: That is mine. Ask before using the insulated tongs.,step back and ask,True,True,True,True,True
2199,123,archive,Nia,touch_claimed_tool,ownership boundary,Ask Nia before acting with signal spool,deferred,Nia: That is mine. Ask before using the signal spool.,step back and ask,True,True,True,True,True
2200,123,signal,Ren,interrupt_queue,sensory check-in,Ask Ren before acting with oil lantern,ask-first,Ren: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2201,123,orchard,Ivo,consent_dialogue,sensory check-in,Ask Ivo before acting with dry cord,ask-first,Ivo: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2203,123,riverbend,Ari,interrupt_queue,sensory check-in,Ask Ari before acting with ridge lantern,ask-first,Ari: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
2204,123,roofward,Sera,consent_dialogue,sensory check-in,Ask Sera before acting with brass hinge,ask-first,Sera: I can hear you near the work. Tell me before you act.,listen and keep distance,True,True,True,True,True
