tick_id,day,route_id,sight_cue,sound_cue,smell_cue,temperature_cue,wetness_cue,body_cue,rhythm_marker,sensory_bound_to_dialogue_branch
691,50,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,flower-node,True
692,50,orchard_riverbend,shared route board,merge click,wet cargo,cool detour air,damp boards,open forward lean,dialogue-pulse,True
693,50,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
694,50,riverbend_roofward,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
695,50,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
696,50,archive_signal,shared route board,merge click,oil paper,cool detour air,dry route markers,open forward lean,flower-node,True
697,50,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
698,50,orchard_riverbend,two-agent route dialogue buttons,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
699,50,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
700,51,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,flower-node,True
701,51,roofward_archive,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
702,51,archive_signal,shared route board,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
703,51,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
704,51,orchard_riverbend,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
705,51,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,flower-node,True
706,51,riverbend_roofward,shared route board,merge click,wet cargo,cool detour air,damp boards,open forward lean,dialogue-pulse,True
707,51,roofward_archive,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
708,51,archive_signal,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
709,51,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
710,51,orchard_riverbend,two-agent route dialogue buttons,merge click,wet cargo,cool detour air,damp boards,open forward lean,flower-node,True
711,51,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
712,51,riverbend_roofward,two-agent route dialogue buttons,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
713,51,roofward_archive,two-agent route dialogue buttons,rollback bell,warm wire,warm direct route air,dry route markers,relieved reset stance,dialogue-pulse,True
714,52,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,flower-node,True
715,52,signal_orchard,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
716,52,orchard_riverbend,shared route board,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
717,52,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
718,52,riverbend_roofward,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
719,52,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,flower-node,True
720,52,archive_signal,shared route board,merge click,oil paper,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
721,52,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
722,52,orchard_riverbend,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
723,52,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
724,52,riverbend_roofward,shared route board,merge click,wet cargo,cool detour air,damp boards,open forward lean,flower-node,True
725,52,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
726,52,archive_signal,two-agent route dialogue buttons,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
727,52,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
728,53,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,flower-node,True
729,53,central_repair_ring,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
730,53,riverbend_roofward,shared route board,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
731,53,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
732,53,archive_signal,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
733,53,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,flower-node,True
734,53,orchard_riverbend,shared route board,merge click,wet cargo,cool detour air,damp boards,open forward lean,dialogue-pulse,True
735,53,central_repair_ring,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
736,53,riverbend_roofward,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
737,53,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
738,53,archive_signal,two-agent route dialogue buttons,merge click,oil paper,cool detour air,dry route markers,open forward lean,flower-node,True
739,53,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
740,53,orchard_riverbend,two-agent route dialogue buttons,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
741,53,central_repair_ring,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
742,54,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,flower-node,True
743,54,archive_signal,two-agent route dialogue buttons,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
744,54,signal_orchard,two-agent route dialogue buttons,merge click,oil paper,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
745,54,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
746,54,central_repair_ring,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
747,54,riverbend_roofward,two-agent route dialogue buttons,rollback bell,wet cargo,warm direct route air,damp boards,relieved reset stance,flower-node,True
748,54,roofward_archive,shared route board,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
749,54,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
750,54,signal_orchard,two-agent route dialogue buttons,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
751,54,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
752,54,central_repair_ring,shared route board,merge click,warm wire,cool detour air,dry route markers,open forward lean,flower-node,True
753,54,riverbend_roofward,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
754,54,roofward_archive,two-agent route dialogue buttons,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
755,54,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
756,55,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,flower-node,True
757,55,orchard_riverbend,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
758,55,central_repair_ring,shared route board,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
759,55,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
760,55,roofward_archive,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
761,55,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,flower-node,True
762,55,signal_orchard,shared route board,merge click,oil paper,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
763,55,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
764,55,central_repair_ring,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
765,55,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
766,55,roofward_archive,shared route board,merge click,warm wire,cool detour air,dry route markers,open forward lean,flower-node,True
767,55,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
768,55,signal_orchard,two-agent route dialogue buttons,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
769,55,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
770,56,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,flower-node,True
771,56,riverbend_roofward,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
772,56,roofward_archive,two-agent route dialogue buttons,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
773,56,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
774,56,signal_orchard,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
775,56,orchard_riverbend,two-agent route dialogue buttons,rollback bell,wet cargo,warm direct route air,damp boards,relieved reset stance,flower-node,True
776,56,central_repair_ring,shared route board,merge click,warm wire,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
777,56,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
778,56,roofward_archive,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
779,56,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
780,56,signal_orchard,shared route board,merge click,oil paper,cool detour air,dry route markers,open forward lean,flower-node,True
781,56,orchard_riverbend,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
782,56,central_repair_ring,two-agent route dialogue buttons,merge click,warm wire,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
783,56,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
784,57,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,flower-node,True
785,57,archive_signal,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
786,57,signal_orchard,shared route board,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
787,57,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
788,57,central_repair_ring,two-agent route dialogue buttons,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
789,57,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,flower-node,True
790,57,roofward_archive,shared route board,merge click,warm wire,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
791,57,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
792,57,signal_orchard,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
793,57,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
794,57,central_repair_ring,shared route board,merge click,warm wire,cool detour air,dry route markers,open forward lean,flower-node,True
795,57,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
796,57,roofward_archive,two-agent route dialogue buttons,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
797,57,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
798,58,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,flower-node,True
799,58,orchard_riverbend,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
800,58,central_repair_ring,two-agent route dialogue buttons,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
801,58,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
802,58,roofward_archive,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
803,58,archive_signal,two-agent route dialogue buttons,rollback bell,oil paper,warm direct route air,dry route markers,relieved reset stance,flower-node,True
804,58,signal_orchard,shared route board,merge click,oil paper,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
805,58,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
806,58,central_repair_ring,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
807,58,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
808,58,roofward_archive,shared route board,merge click,warm wire,cool detour air,dry route markers,open forward lean,flower-node,True
809,58,archive_signal,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
810,58,signal_orchard,two-agent route dialogue buttons,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
811,58,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
812,59,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,flower-node,True
813,59,riverbend_roofward,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
814,59,roofward_archive,shared route board,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
815,59,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
816,59,signal_orchard,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
817,59,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,flower-node,True
818,59,central_repair_ring,shared route board,merge click,warm wire,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
819,59,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
820,59,roofward_archive,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
821,59,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
822,59,signal_orchard,shared route board,merge click,oil paper,cool detour air,dry route markers,open forward lean,flower-node,True
823,59,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
824,59,central_repair_ring,two-agent route dialogue buttons,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
825,59,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
826,60,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,flower-node,True
827,60,signal_orchard,two-agent route dialogue buttons,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
828,60,orchard_riverbend,shared route board,merge click,wet cargo,cool detour air,damp boards,open forward lean,dialogue-pulse,True
829,60,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
830,60,riverbend_roofward,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
831,60,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,flower-node,True
832,60,archive_signal,shared route board,merge click,oil paper,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
833,60,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
834,60,orchard_riverbend,two-agent route dialogue buttons,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
835,60,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
836,60,riverbend_roofward,shared route board,merge click,wet cargo,cool detour air,damp boards,open forward lean,flower-node,True
837,60,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
838,60,archive_signal,two-agent route dialogue buttons,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
839,60,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
840,61,orchard_riverbend,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,flower-node,True
841,61,central_repair_ring,two-agent route dialogue buttons,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
842,61,riverbend_roofward,shared route board,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
843,61,roofward_archive,two-agent route dialogue buttons,rollback bell,warm wire,warm direct route air,dry route markers,relieved reset stance,dialogue-pulse,True
844,61,archive_signal,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
845,61,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,flower-node,True
846,61,orchard_riverbend,two-agent route dialogue buttons,merge click,wet cargo,cool detour air,damp boards,open forward lean,dialogue-pulse,True
847,61,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
848,61,riverbend_roofward,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
849,61,roofward_archive,two-agent route dialogue buttons,rollback bell,warm wire,warm direct route air,dry route markers,relieved reset stance,dialogue-pulse,True
850,61,archive_signal,shared route board,merge click,oil paper,warm direct route air,dry route markers,open forward lean,flower-node,True
851,61,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
852,61,orchard_riverbend,two-agent route dialogue buttons,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
853,61,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
854,62,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,flower-node,True
855,62,roofward_archive,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
856,62,archive_signal,shared route board,merge click,oil paper,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
857,62,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
858,62,orchard_riverbend,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
859,62,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,flower-node,True
860,62,riverbend_roofward,shared route board,merge click,wet cargo,cool detour air,damp boards,open forward lean,dialogue-pulse,True
861,62,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
862,62,archive_signal,two-agent route dialogue buttons,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
863,62,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
864,62,orchard_riverbend,shared route board,merge click,wet cargo,cool detour air,damp boards,open forward lean,flower-node,True
865,62,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
866,62,riverbend_roofward,two-agent route dialogue buttons,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
867,62,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
868,63,archive_signal,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,flower-node,True
869,63,signal_orchard,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
870,63,orchard_riverbend,shared route board,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
871,63,central_repair_ring,two-agent route dialogue buttons,rollback bell,warm wire,warm direct route air,dry route markers,relieved reset stance,dialogue-pulse,True
872,63,riverbend_roofward,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
873,63,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,flower-node,True
874,63,archive_signal,two-agent route dialogue buttons,merge click,oil paper,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
875,63,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
876,63,orchard_riverbend,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
877,63,central_repair_ring,two-agent route dialogue buttons,rollback bell,warm wire,warm direct route air,dry route markers,relieved reset stance,dialogue-pulse,True
878,63,riverbend_roofward,shared route board,merge click,wet cargo,cool detour air,damp boards,open forward lean,flower-node,True
879,63,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
880,63,archive_signal,two-agent route dialogue buttons,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
881,63,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
882,64,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,flower-node,True
883,64,central_repair_ring,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
884,64,riverbend_roofward,shared route board,merge click,wet cargo,cool detour air,damp boards,open forward lean,dialogue-pulse,True
885,64,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
886,64,archive_signal,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
887,64,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,flower-node,True
888,64,orchard_riverbend,shared route board,merge click,wet cargo,cool detour air,damp boards,open forward lean,dialogue-pulse,True
889,64,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
890,64,riverbend_roofward,two-agent route dialogue buttons,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
891,64,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
892,64,archive_signal,shared route board,merge click,oil paper,cool detour air,dry route markers,open forward lean,flower-node,True
893,64,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
894,64,orchard_riverbend,two-agent route dialogue buttons,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
895,64,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
896,65,riverbend_roofward,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,flower-node,True
897,65,roofward_archive,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
898,65,archive_signal,shared route board,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
899,65,signal_orchard,two-agent route dialogue buttons,rollback bell,oil paper,warm direct route air,dry route markers,relieved reset stance,dialogue-pulse,True
900,65,orchard_riverbend,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
901,65,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,flower-node,True
902,65,riverbend_roofward,two-agent route dialogue buttons,merge click,wet cargo,cool detour air,damp boards,open forward lean,dialogue-pulse,True
903,65,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
904,65,archive_signal,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
905,65,signal_orchard,two-agent route dialogue buttons,rollback bell,oil paper,warm direct route air,dry route markers,relieved reset stance,dialogue-pulse,True
906,65,orchard_riverbend,shared route board,merge click,wet cargo,cool detour air,damp boards,open forward lean,flower-node,True
907,65,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
908,65,riverbend_roofward,two-agent route dialogue buttons,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
909,65,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
910,66,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,flower-node,True
911,66,orchard_riverbend,two-agent route dialogue buttons,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
912,66,central_repair_ring,shared route board,merge click,warm wire,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
913,66,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
914,66,roofward_archive,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
915,66,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,flower-node,True
916,66,signal_orchard,shared route board,merge click,oil paper,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
917,66,orchard_riverbend,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
918,66,central_repair_ring,two-agent route dialogue buttons,merge click,warm wire,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
919,66,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
920,66,roofward_archive,two-agent route dialogue buttons,merge click,warm wire,cool detour air,dry route markers,open forward lean,flower-node,True
921,66,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
922,66,signal_orchard,two-agent route dialogue buttons,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
923,66,orchard_riverbend,two-agent route dialogue buttons,rollback bell,wet cargo,warm direct route air,damp boards,relieved reset stance,dialogue-pulse,True
924,67,central_repair_ring,shared route board,map room hum,warm wire,cool detour air,dry route markers,open forward lean,flower-node,True
925,67,riverbend_roofward,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
