tick_id,day,settlement_id,resident_id,inherited_dialect_id,inherited_ritual,inherited_technology,inherited_memory_norm,culture_reference_visible,inheritance_hash,resident_loaded_after_avatar_entry
698,59,repair_ring,Pax,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-989163,True
699,59,riverbend,Ari,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-075516,True
700,59,roofward,Sera,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-922910,True
701,59,archive,Nia,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-739206,True
702,59,signal,Ren,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-703235,True
703,59,orchard,Ivo,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-705306,True
704,59,repair_ring,Pax,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-989163,True
705,59,riverbend,Ari,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-075516,True
706,59,roofward,Sera,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-922910,True
707,59,archive,Nia,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-739206,True
708,60,orchard,Ivo,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-705306,True
709,60,repair_ring,Pax,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-989163,True
710,60,riverbend,Ari,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-075516,True
711,60,roofward,Sera,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-922910,True
712,60,archive,Nia,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-739206,True
713,60,signal,Ren,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-703235,True
714,60,orchard,Ivo,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-705306,True
715,60,repair_ring,Pax,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-989163,True
716,60,riverbend,Ari,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-075516,True
717,60,roofward,Sera,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-922910,True
718,60,archive,Nia,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-739206,True
719,60,signal,Ren,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-703235,True
720,61,orchard,Mara,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-728596,True
721,61,repair_ring,Juno,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-020151,True
722,61,riverbend,Lio,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-077175,True
723,61,roofward,Fay,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-894010,True
724,61,archive,Toma,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-770474,True
725,61,signal,Milo,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-731696,True
726,61,orchard,Mara,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-728596,True
727,61,repair_ring,Juno,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-020151,True
728,61,riverbend,Lio,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-077175,True
729,61,roofward,Fay,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-894010,True
730,61,archive,Toma,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-770474,True
731,61,signal,Milo,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-731696,True
732,62,orchard,Ivo,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-705306,True
733,62,repair_ring,Pax,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-989163,True
734,62,riverbend,Ari,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-075516,True
735,62,roofward,Sera,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-922910,True
736,62,archive,Nia,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-739206,True
737,62,signal,Ren,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-703235,True
738,62,orchard,Ivo,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-705306,True
739,62,repair_ring,Pax,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-989163,True
740,62,riverbend,Ari,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-075516,True
741,62,roofward,Sera,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-922910,True
742,62,archive,Nia,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-739206,True
743,62,signal,Ren,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-703235,True
744,63,orchard,Mara,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-728596,True
745,63,repair_ring,Juno,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-020151,True
746,63,riverbend,Lio,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-077175,True
747,63,roofward,Fay,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-894010,True
748,63,archive,Toma,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-770474,True
749,63,signal,Milo,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-731696,True
750,63,orchard,Mara,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-728596,True
751,63,repair_ring,Juno,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-020151,True
752,63,riverbend,Lio,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-077175,True
753,63,roofward,Fay,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-894010,True
754,63,archive,Toma,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-770474,True
755,63,signal,Milo,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-731696,True
756,64,orchard,Ivo,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-705306,True
757,64,repair_ring,Pax,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-989163,True
758,64,riverbend,Ari,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-075516,True
759,64,roofward,Sera,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-922910,True
760,64,archive,Nia,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-739206,True
761,64,signal,Ren,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-703235,True
762,64,orchard,Ivo,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-705306,True
763,64,repair_ring,Pax,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-989163,True
764,64,riverbend,Ari,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-075516,True
765,64,roofward,Sera,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-922910,True
766,64,archive,Nia,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-739206,True
767,64,signal,Ren,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-703235,True
768,65,orchard,Mara,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-728596,True
769,65,repair_ring,Juno,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-020151,True
770,65,riverbend,Lio,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-077175,True
771,65,roofward,Fay,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-894010,True
772,65,archive,Toma,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-770474,True
773,65,signal,Milo,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-731696,True
774,65,orchard,Mara,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-728596,True
775,65,repair_ring,Juno,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-020151,True
776,65,riverbend,Lio,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-077175,True
777,65,roofward,Fay,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-894010,True
778,65,archive,Toma,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-770474,True
779,65,signal,Milo,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-731696,True
780,66,repair_ring,Juno,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-020151,True
781,66,riverbend,Lio,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-077175,True
782,66,roofward,Fay,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-894010,True
783,66,archive,Toma,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-770474,True
784,66,signal,Milo,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-731696,True
785,66,orchard,Mara,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-728596,True
786,66,repair_ring,Juno,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-020151,True
787,66,riverbend,Lio,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-077175,True
788,66,roofward,Fay,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-894010,True
789,66,archive,Toma,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-770474,True
790,66,signal,Milo,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-731696,True
791,66,orchard,Mara,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-728596,True
792,67,repair_ring,Pax,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-989163,True
793,67,riverbend,Ari,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-075516,True
794,67,roofward,Sera,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-922910,True
795,67,archive,Nia,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-739206,True
796,67,signal,Ren,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-703235,True
797,67,orchard,Ivo,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-705306,True
798,67,repair_ring,Pax,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-989163,True
799,67,riverbend,Ari,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-075516,True
800,67,roofward,Sera,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-922910,True
801,67,archive,Nia,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-739206,True
802,67,signal,Ren,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-703235,True
803,67,orchard,Ivo,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-705306,True
804,68,repair_ring,Juno,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-020151,True
805,68,riverbend,Lio,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-077175,True
806,68,roofward,Fay,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-894010,True
807,68,archive,Toma,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-770474,True
808,68,signal,Milo,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-731696,True
809,68,orchard,Mara,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-728596,True
810,68,repair_ring,Juno,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-020151,True
811,68,riverbend,Lio,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-077175,True
812,68,roofward,Fay,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-894010,True
813,68,archive,Toma,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-770474,True
814,68,signal,Milo,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-731696,True
815,68,orchard,Mara,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-728596,True
816,69,repair_ring,Pax,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-989163,True
817,69,riverbend,Ari,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-075516,True
818,69,roofward,Sera,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-922910,True
819,69,archive,Nia,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-739206,True
820,69,signal,Ren,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-703235,True
821,69,orchard,Ivo,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-705306,True
822,69,repair_ring,Pax,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-989163,True
823,69,riverbend,Ari,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-075516,True
824,69,roofward,Sera,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-922910,True
825,69,archive,Nia,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-739206,True
826,69,signal,Ren,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-703235,True
827,69,orchard,Ivo,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-705306,True
828,70,repair_ring,Juno,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-020151,True
829,70,riverbend,Lio,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-077175,True
830,70,roofward,Fay,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-894010,True
831,70,archive,Toma,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-770474,True
832,70,signal,Milo,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-731696,True
833,70,orchard,Mara,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-728596,True
834,70,repair_ring,Juno,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-020151,True
835,70,riverbend,Lio,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-077175,True
836,70,roofward,Fay,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-894010,True
837,70,archive,Toma,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-770474,True
838,70,signal,Milo,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-731696,True
839,70,orchard,Mara,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-728596,True
840,71,repair_ring,Pax,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-989163,True
841,71,riverbend,Ari,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-075516,True
842,71,roofward,Sera,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-922910,True
843,71,archive,Nia,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-739206,True
844,71,signal,Ren,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-703235,True
845,71,orchard,Ivo,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-705306,True
846,71,repair_ring,Pax,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-989163,True
847,71,riverbend,Ari,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-075516,True
848,71,roofward,Sera,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-922910,True
849,71,archive,Nia,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-739206,True
850,71,signal,Ren,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-703235,True
851,71,orchard,Ivo,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-705306,True
852,72,riverbend,Ari,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-075516,True
853,72,roofward,Sera,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-922910,True
854,72,archive,Nia,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-739206,True
855,72,signal,Ren,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-703235,True
856,72,orchard,Ivo,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-705306,True
857,72,repair_ring,Pax,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-989163,True
858,72,riverbend,Ari,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-075516,True
859,72,roofward,Sera,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-922910,True
860,72,archive,Nia,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-739206,True
861,72,signal,Ren,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-703235,True
862,72,orchard,Ivo,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-705306,True
863,72,repair_ring,Pax,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-989163,True
